movie,tmdbid,imdbid,actor1,actor1_popularity,actor2,actor2_popularity,actor3,actor3_popularity,actor4,actor4_popularity,actor5,actor5_popularity
Cindy La Regia,579792,tt8200456,Cassandra Sánchez Navarro,2.332,Regina Blandón,5.784,Diana Bovio,3.942,Nicolasa Ortíz Monasterio,1.619,Isela Vega,9.441
Run,910596,tt14039086,Ben Milliken,3.646,Brad William Henke,11.303,Janel Parrish,16.757,Mark Dacascos,20.334,Celestino Cornielle,1.967
Love Aaj Kal,19663,tt1275863,Saif Ali Khan,1.667,Deepika Padukone,6.286,Rishi Kapoor,0.996,Rahul Khanna,2.736,Giselli Monteiro,1.38
Masked Ward,704933,tt11257832,Kentaro Sakaguchi,11.371,Mei Nagano,11.008,Rio Uchida,8.245,Noriko Eguchi,4.535,Ryohei Otani,2.661
Ayyappanum Koshiyum,657996,tt11322920,Biju Menon,1.144,Prithviraj Sukumaran,4.928,Ranjith,0.834,Anil Nedumangad,1.896,Gowry Nandha,1.052
Baba Parasi,657247,tt10549312,Murat Cemcir,1.974,Ahmet Kural,1.266,Devrim Yakut,6.986,Rasim Öztekin,0.877,Yağmur Tanrisevsin,6.035
Die Känguru-Chroniken,639564,tt7749142,Dimitrij Schaad,0.98,Marc-Uwe Kling,0.6,Rosalie Thomass,5.699,Henry Hübchen,3.777,Adnan Maral,2.458
The Real Exorcist,708792,tt12492578,Fumika Shimizu,3.359,Irako Mirai,0.6,Rin Kijima,0.6,Ryûichi Ôura,0.6,Joe Hyûga,0.703
Mayday,672521,tt11271800,Grace Van Patten,12.888,Mia Goth,35.412,Havana Rose Liu,7.559,SoKo,3.777,Juliette Lewis,16.435
Bheeshma,804309,tt14002046,Mammootty,4.409,Soubin Shahir,2.691,Sreenath Bhasi,2.637,Shine Tom Chacko,2.1,Nadhiya,5.632
Made in Abyss: Dawn of the Deep Soul,573730,tt10068916,Miyu Tomita,6.1,Mariya Ise,11.195,Shiori Izawa,5.641,Toshiyuki Morikawa,8.331,Inori Minase,12.805
Godai - The Wunderkind,746257,tt13369122,Haruma Miura,7.923,Shohei Miura,9.17,Takanori Nishikawa,4.266,Yuki Morinaga,4.176,Aoi Morikawa,7.993
Military Wives,617784,tt8951692,Kristin Scott Thomas,14.917,Sharon Horgan,6.846,Amy James-Kelly,4.934,Lara Rossi,5.036,Gaby French,1.4
Panga,819825,tt2055706,,,,,,,,,,
The Tales for Old and Young,,,,,,,,,,,,
Streltsov,579805,tt12058242,Alexander Petrov,8.193,Victor Dobronravov,5.402,Efim Petrunin,2.824,Vitaliy Khaev,2.5,Stasya Miloslavskaya,10.457
The SpongeBob Movie: Sponge on the Run,400160,tt4823776,Tom Kenny,9.65,Bill Fagerbakke,10.333,Rodger Bumpass,8.167,Mr. Lawrence,6.51,Keanu Reeves,59.33
The Empty Man,516632,tt5867314,James Badge Dale,16.587,Marin Ireland,12.362,Sasha Frolova,6.255,Samantha Logan,9.767,Evan Jonigkeit,10.762
The Vets,613348,tt9041586,Noémie Schmidt,8.631,Clovis Cornillac,1.569,Lilou Fogli,3.703,Carole Franck,1.553,Juliane Lepoureau,5.734
The Broken Hearts Gallery,616251,tt2140571,Geraldine Viswanathan,12.486,Dacre Montgomery,14.4,Utkarsh Ambudkar,25.799,Molly Gordon,9.967,Phillipa Soo,5.105
Gladiator 20th Anniversary,,,,,,,,,,,,
