movie,tmdbid,adult,budget,tmdb_popularity,revenue,runtime
Arbitrage,60599,False,12000000,11.767,35485056,100
Welcome to the North,85038,False,6000000,7.761,35000000,110
Chimpanzee,72334,False,5000000,8.163,34823764,78
Alex Cross,94348,False,45000000,16.078,30353232,101
Salmon Fishing in the Yemen,81025,False,0,12.719,34564651,107
Haywire,70435,False,23000000,35.203,33372606,93
Adventures in Zambezia,133931,False,20000000,28.971,0,83
Cirque du Soleil: Worlds Away,94352,False,0,12.609,34153101,91
Three Heroes on Distant Shores,154922,False,0,3.372,0,65
2016: Obama's America,126509,False,2500000,4.99,33400000,87
The Perks of Being a Wallflower,84892,False,13000000,42.243,33400000,103
Lockout,81796,False,20000000,83.117,32204030,95
Bait,118957,False,30000000,16.383,32500000,93
Part of Me,101267,False,12000000,19.472,32726956,93
Nameless Gangster: Rules of the Time,89501,False,125000,15.142,0,133
Movie 43,87818,False,6000000,77.579,32438988,90
Seven Psychopaths,86838,False,15000000,20.99,33035736,110
The Floating Castle,209032,False,0,6.348,0,150
The Neighbors,600274,False,0,4.807,0,20
The Dream Team,14550,False,0,11.906,28890240,113
What's in a Name?,508347,False,0,0.806,0,70
Joyful Noise,63574,False,0,11.423,0,117
Premium Rush,49526,False,35000000,22.701,31083599,91
Playing for Keeps,77875,False,35000000,12.643,0,106
The Four,9093,False,35000000,20.51,29882645,132
The Grand Heist,132711,False,0,3.017,0,121
The Raven,70436,False,26000000,48.667,29657751,111
Amour,86837,False,8900000,12.769,29844753,127
All About My Wife,116488,False,0,4.27,0,121
Rowdy Rathore,102632,False,6700000,7.102,31000000,143
SPEC: Heaven,137936,False,0,2.564,0,119
We Were There: True Love,129745,False,0,2.535,0,121
Bol Bachchan,112936,False,12,4.11,17,155
Deranged,39844,False,200000,4.978,0,83
The Master,68722,False,32000000,19.293,28258060,137
Hitchcock,112336,False,15700000,12.767,23570541,98
Dearest,15660,False,19032261,10.457,5000000,129
Architecture 101,107235,False,0,7.726,0,118
Dancing Queen,542324,False,0,0.6,0,5
Lesson of the Evil,120852,False,0,7.436,0,129
Agneepath,37403,False,0,7.668,0,174
Rust and Bone,97365,False,15400000,9.761,25762027,123
Head Over Heels 2,161908,False,0,6.519,0,98
On the Other Side of the Tracks,146375,False,0,9.882,25109572,96
Herutâ sukerutâ,104524,False,0,10.531,0,127
The Last Tycoon,37774,False,0,11.052,0,123
Housefull 2,85052,False,6071922,8.848,25097277,145
Big Miracle,78698,False,40000000,16.195,24719215,107
Sparkle,88036,False,14000000,11.39,24637469,116
The Players,19848,False,4500000,14.703,23261485,104
Liar Game: Reborn,133977,False,0,5.573,0,131
I Want You,680860,False,0,119.135,0,117
Türkisch für Anfänger,94562,False,0,9.337,0,105
Wanderlust,50647,False,35000000,29.905,24159934,98
"Little Brother, Big Trouble: A Christmas Adventure",141614,False,0,7.732,17000000,79
To the Arctic 3D,92837,False,0,4.124,0,40
Hotaru the Movie: It's Only a Little Light in My Life,152753,False,0,2.391,0,109
Kon-Tiki,70667,False,16600000,9.812,0,118
Fall in Love Like a Star,369553,False,0,2.479,0,98
Upside Down,671583,False,0,97.104,0,96
Unbowed,370670,False,0,1.132,0,125
Confession of Murder,140212,False,0,11.862,0,119
StreetDance 2 2012 Re-release,,,,,,
2012 2012 Re-release,,,,,,
Beasts of the Southern Wild,84175,False,1800000,8.844,21107746,93
