movie,tmdbid,adult,budget,tmdb_popularity,revenue,runtime
Weathering with You,568160,False,0,171.711,186965409,112
Downton Abbey,535544,False,20000000,22.477,192094429,122
The Lego Movie 2: The Second Part,280217,False,99000000,45.797,192456290,106
Sheep Without a Shepherd,652783,False,0,5.856,0,112
The White Storm 2: Drug Lords,512731,False,25000000,6.944,0,100
Abominable,431580,False,75000000,60.478,180289970,97
Ip Man 4: The Finale,449924,False,52000000,25.52,0,107
Gemini Man,453405,False,138000000,74.929,173469516,117
Spies in Disguise,431693,False,100000000,209.667,171616764,102
Hustlers,540901,False,20000000,29.928,157600000,110
The Climbers,595394,False,0,1.176,0,70
Escape Room,522681,False,9000000,95.515,155712077,100
Yesterday,515195,False,26000000,25.387,88092097,116
The Angry Birds Movie 2,454640,False,65000000,98.606,147792047,97
Angel Has Fallen,423204,False,40000000,63.139,146661977,122
Ad Astra,419704,False,87500000,19.15,132807427,123
Midway,522162,False,100000000,56.592,127420861,138
The Upside,440472,False,37500000,24.489,111353135,126
The Curse of La Llorona,480414,False,9000000,90.13,122033739,93
Looking Up,637030,False,0,1.497,0,86
Zombieland: Double Tap,338967,False,42000000,79.824,122801777,99
Last Christmas,549053,False,30000000,17.709,121550750,102
Extreme Job,628904,False,0,1.458,0,0
Dora and the Lost City of Gold,499701,False,49000000,60.914,119682635,102
Wonder Park,400157,False,100000000,30.601,119559110,86
P Storm,588073,False,0,20.102,0,96
Detective Conan: The Fist of Blue Sapphire,566555,False,0,6.313,115570314,109
The Gentlemen,522627,False,22000000,43.348,114996853,113
Pet Sematary,8913,False,11500000,46.644,57469467,103
Boonie Bears: Blast Into the Past,581218,False,0,6.741,0,90
Good Boys,521777,False,20000000,34.972,111037232,89
Scary Stories to Tell in the Dark,417384,False,25000000,48.178,95438172,108
Line Walker 2: Invisible Spy,589157,False,0,7.31,0,98
The New King of Comedy,575138,False,0,16.489,0,91
The Hustle,449562,False,0,44.19,32677774,94
Adoring,913223,False,0,0.6,0,30
Crawl,511987,False,13500000,64.32,89203432,88
Five Feet Apart,527641,False,7000000,100.588,91500000,116
Rambo: Last Blood,522938,False,50000000,96.65,91490353,89
Jojo Rabbit,515001,False,14000000,40.908,82468705,108
Serial (Bad) Weddings 2,505436,False,18500000,17.851,87761857,99
One Piece: Stampede,568012,False,0,82.076,81562741,101
A Dog's Way Home,508763,False,18000000,70.387,17643857,96
Cold Pursuit,438650,False,60000000,46.775,76419755,119
A Dog's Journey,522518,False,0,79.429,2520000,109
A Madea Family Funeral,464504,False,0,18.387,46115383,104
Cats,10992,False,60000000,44.55,93375151,87
Charlie's Angels,458897,False,48000000,44.703,73279888,118
Doctor Sleep,501170,False,45000000,44.731,72281712,152
What Men Want,487297,False,20000000,38.951,69766483,117
After,537915,False,14000000,261.863,69497587,106
Exit,833425,False,0,1901.035,0,96
Playing with Fire,554241,False,29900000,28.03,44400000,96
A Beautiful Day in the Neighborhood,501907,False,25000000,18.805,67925733,109
War,919689,False,0,3611.918,0,113
Eiga Doraemon: Nobita no getsumen tansaki,575222,False,65000000,15.254,0,111
Happy Death Day 2U,512196,False,9000000,42.113,25327500,100
White Snake,573699,False,11936735,96.948,61631776,99
Bombshell,525661,False,32000000,29.956,61404394,109
Ashfall,581387,False,17700000,204.475,61321941,128
Ma,502416,False,5000000,37.589,51749995,99
My Best Summer,602663,False,0,2.807,0,110
Ready or Not,567609,False,6000000,54.706,57615777,95
Jade Dynasty,578906,False,0,5.96,0,101
Das perfekte Geheimnis,620881,False,0,8.118,0,111
The Big Shot,19388,False,417000,3.726,1783000,82
Hellboy,456740,False,50000000,59.279,44664690,121
Long Shot,459992,False,40000000,24.247,0,125
Kingdom,351286,False,170000000,165.387,1303459585,129
Breakthrough,514439,False,0,55.376,0,116
Just Mercy,522212,False,25000000,23.884,50401502,137
Uncut Gems,473033,False,19000000,35.565,50020902,136
21 Bridges,535292,False,33000000,30.413,49939757,99
Song of Youth,588295,False,0,2.194,0,111
The Grudge,1970,False,10000000,59.912,183474602,92
Little,10137,False,133000000,91.52,300135367,84
Isn't It Romantic,449563,False,0,25.56,0,89
The Legend of Hei,620249,False,0,27.394,48045728,102
Countdown,599975,False,6500000,103.381,48021766,90
Midsommar,530385,False,9000000,60.05,47980982,148
Queen & Slim,536743,False,20000000,16.45,47803176,131
47 Meters Down: Uncaged,480105,False,12000000,28.642,0,90
Chasing the Dragon II: Wild Wild Bunch,602661,False,0,7.492,0,103
Judy,491283,False,0,18.215,38981322,118
Child's Play,10585,False,9000000,98.115,44196684,87
Richard Jewell,292011,False,45000000,18.251,33904605,131
Harriet,506528,False,0,18.089,0,125
A Shaun the Sheep Movie: Farmageddon,422803,False,0,17.429,42880428,87
Fighting with My Family,445629,False,11000000,33.943,39055536,108
Masquerade Hotel,554808,False,0,5.715,0,133
The Last Wish,315162,False,0,40.718,0,0
Uri: The Surgical Strike,554600,False,0,10.019,0,138
Overcomer,527776,False,0,153.586,0,119
Pain and Glory,825874,False,0,0.6,0,48
A Witness Out of the Blue,629919,False,0,4.6,0,104
The Intruder,524247,False,0,26.04,25724305,102
The Queen's Corgi,509730,False,0,26.914,35515687,85
Warrior of the Hornor,,,,,,
The Battle: Roar to Victory,573791,False,0,6.958,0,135
The Bad Guys: The Movie,,,,,,
The Good Liar,511322,False,10000000,17.81,33856058,109
The Art of Racing in the Rain,522924,False,18000000,43.617,33766787,109
Bharat,790654,False,0,1.341,0,0
Brightburn,531309,False,6000000,40.814,32893421,91
Fly Me to the Saitama,554814,False,0,3.345,0,106
UglyDolls,454458,False,45000000,35.189,32450241,87
Stuber,513045,False,16000000,25.02,22799033,93
Hit Me Anyone One More Time!,636021,False,0,3.191,0,127
Somewhere Winter,635437,False,0,0.708,0,125
The Kid Who Would Be King,454294,False,59000000,25.663,32140970,120
Two Tigers,17223,False,0,1.892,0,89
Anna,484641,False,34000000,45.217,31626978,119
My Dear Liar,635425,False,0,2.016,0,0
The Wild Goose Lake,575428,False,0,11.088,0,113
My Hero Academia: Heroes Rising,592350,False,0,308.081,29900850,104
Fall In Love At First Kiss,576393,False,0,110.882,0,123
Gully Boy,582153,False,0,1.96,0,57
Kim Ji-young: Born 1982,586048,False,0,8.903,0,119
Pokémon: Mewtwo Strikes Back - Evolution,571891,False,0,203.032,26654184,98
Almost a Comedy,649177,False,0,1.064,0,111
Total Dhamaal,576121,False,0,3.787,0,127
Missing Link,458253,False,100000000,57.006,26249469,95
No Manches Frida 2,554596,False,0,126.84,0,102
The Confidence Man JP,939463,False,0,0.6,0,127
The Confidence Man JP: The Movie,554801,False,0,5.118,0,116
"The Gangster, the Cop, the Devil",602315,False,0,2.287,0,0
Bodies at Rest,531368,False,0,7.207,0,93
Booksmart,505600,False,6000000,25.782,24849029,102
Super 30,534075,False,0,5.59,0,153
Son of a Rich,575828,False,2601900,23.59,0,109
Skyfire,604872,False,0,20.173,24800000,97
Start-Up,581530,False,0,8.593,0,102
Pinocchio,10895,False,2600000,110.877,84300000,88
A Rainy Day in New York,475303,False,0,1.598,0,92
The Peanut Butter Falcon,463257,False,0,22.906,0,97
Little White Lies 2,542830,False,0,10.057,0,135
Ossan's Love: Love or Dead,617134,False,23422744,2.66,0,114
Only Cloud Knows,640293,False,0,3.058,0,132
Dark Waters,552178,False,0,24.385,13601384,127
The Farewell,565310,False,250300,15.696,22110994,100
The Knight of Shadows: Between Yin and Yang,512901,False,0,21.717,0,108
Black and Blue,578189,False,12000000,27.251,22741061,109
Late Night,523172,False,4000000,15.036,22384741,102
Les Misérables,82695,False,61000000,24.366,441809770,158
Crazy Romance,579188,False,0,53.98,0,115
Shaft,486131,False,30000000,28.218,21360215,111
Unplanned,576071,False,6000000,15.355,0,109
Hotel Mumbai,416144,False,0,22.993,16872691,123
Integrity,688091,False,0,0.6,0,59
The Secret Mission,463969,False,0,1.81,0,110
This Is Tomas,,,,,,
The Specials,29015,False,0,3.694,0,82
Always Miss You,597254,False,0,0.6,0,98
An Officer and a Spy,399121,False,25300000,13.609,18878646,132
Crayon Shin-chan: Honeymoon Hurricane - The Lost Hiroshi,596302,False,0,12.855,0,100
Greta,471506,False,0,54.09,0,98
Peppa Celebrates Chinese New Year,578120,False,0,1.4,0,81
