movie,tmdbid,imdbid,actor1,actor1_popularity,actor2,actor2_popularity,actor3,actor3_popularity,actor4,actor4_popularity,actor5,actor5_popularity
Ivan Tsarevich & the Grey Wolf,83865,tt2141789,Nikita Efremov,1.595,Artur Smolyaninov,3.23,Ivan Okhlobystin,2.013,Viktor Sukhorukov,2.976,Liya Akhedzhakova,1.715
Apollo 18,50357,tt1772240,Ryan Robbins,6.2,Warren Christie,13.172,Lloyd Owen,5.179,Andrew Airlie,5.081,Michael Kopsa,5.769
Our Idiot Brother,59968,tt1637706,Paul Rudd,34.179,Elizabeth Banks,14.855,Zooey Deschanel,16.765,Emily Mortimer,12.578,Steve Coogan,8.401
Eyyvah Eyvah 2,53325,tt1801051,Ata Demirer,1.018,Demet Akbağ,1.83,Salih Kalyon,1.446,Özge Borak,2.304,,
Ready,333339,tt1677720,Tye Sheridan,21.473,Olivia Cooke,24.151,Ben Mendelsohn,17.814,Lena Waithe,4.6,T. J. Miller,14.522
In His Chart,91990,tt1670662,Aoi Miyazaki,12.041,Sho Sakurai,2.836,Michiko Kichise,5.244,Aki Asakura,5.145,Chizuru Ikewaki,8.25
Warrior,59440,tt1291584,Joel Edgerton,9.409,Tom Hardy,59.898,Jennifer Morrison,19.752,Frank Grillo,21.101,Nick Nolte,11.236
Hoodwinked 2: Hood vs. Evil,,,,,,,,,,,,
Young Adult,57157,tt1625346,Charlize Theron,40.523,Patton Oswalt,15.44,Patrick Wilson,31.977,Elizabeth Reaser,16.164,Collette Wolfe,7.869
Andalucia: Revenge of the Goddess,81983,tt1798635,Meisa Kuroki,7.241,Yuji Oda,2.769,Hideaki Ito,9.538,Erika Toda,9.266,Masaharu Fukuyama,5.688
A Separation,506815,tt3170458,Alycia Debnam-Carey,9.234,Brenton Thwaites,15.373,Claire Holt,9.217,Ben Robson,5.61,Ted Levine,16.087
Qualunquemente,56339,tt1680110,Antonio Albanese,3.44,Lorenza Indovina,1.694,Davide Giordano,0.847,Salvatore Cantalupo,0.765,Sergio Rubini,3.132
Friends: Naki on the Monster Island,180272,tt1793224,Shingo Katori,3.119,Koichi Yamadera,9.389,You,4.036,Seishirou Katou,2.4,Sadawo Abe,5.319
Kamen Rider OOO Wonderful: The Shogun and the 21 Core Medals,137261,tt1988166,Shu Watanabe,7.178,Ryosuke Miura,5.305,Riho Takada,5.262,Hiroaki Iwanaga,1.552,Asaya Kimijima,5.925
Gooische vrouwen,63996,tt1700423,Linda de Mol,2.667,Susan Visser,3.412,Tjitske Reidinga,1.4,Lies Visschedijk,2.947,Peter Paul Muller,3.361
The Immature,56909,tt1630637,Raoul Bova,6.23,Barbora Bobuľová,2.924,Ambra Angiolini,4.829,Luca Bizzarri,1.4,Paolo Kessisoglu,0.728
Pleasant Goat and Big Big Wolf 3,52028,tt2193269,Wong Cho-lam,2.107,Michael Tse,6.153,Stephy Tang,4.675,Stephen Chan,0.6,,
Quick,10729,tt0100449,Bill Murray,23.94,Geena Davis,8.093,Randy Quaid,14.728,Jason Robards,8.162,Stanley Tucci,12.603
K-On! The Movie,120811,tt1909796,Aki Toyosaki,4.937,Yoko Hikasa,8.067,Satomi Sato,5.776,Minako Kotobuki,7.493,Ayana Taketatsu,10.758
Red Dog,585245,tt2397461,Darby Camp,10.5,Jack Whitehall,14.041,Izaac Wang,5.476,John Cleese,13.501,Tony Hale,10.473
Vicky and the Treasure of the Gods,80109,tt1584941,Jonas Hämmerle,3.572,Mercedes Jadea Diaz,3.006,Waldemar Kobus,3.186,Valeria Eisenbart,7.091,Nic Romm,2.36
The Front Line,24048,tt0488121,Ériq Ebouaney,3.699,James Frain,10.284,Gerard McSorley,2.878,Hakeem Kae-Kazim,2.67,Fatou N'Diaye,4.033
Polisse,71157,tt1661420,Frédéric Pierrot,2.547,JoeyStarr,3.637,Nicolas Duvauchelle,3.492,Karin Viard,5.823,Naidra Ayadi,3.139
Hollywoo,80015,tt1730697,Florence Foresti,3.121,Jamel Debbouze,7.042,Nikki DeLoach,8.154,Muriel Robin,1.96,Sophie Mounicot,1.075
Scabbard Samurai,80801,tt1748278,Pistol Takehara,2.5,Itsuji Itao,3.17,Jun Kunimura,11.149,Ryo,3.748,Masatō Ibu,5.457
Kaiji 2: The Ultimate Gambler,106417,tt1904937,Tatsuya Fujiwara,15.303,Yusuke Iseya,5.757,Yuriko Yoshitaka,11.7,Katsuhisa Namase,3.828,Teruyuki Kagawa,3.829
