movie,tmdbid,imdbid,actor1,actor1_popularity,actor2,actor2_popularity,actor3,actor3_popularity,actor4,actor4_popularity,actor5,actor5_popularity
Welcome to Germany,198451,tt0095833,Tony Curtis,4.839,Katharina Thalbach,3.784,Matthias Habich,1.988,Alexandra Stewart,8.245,Karin Baal,3.415
The Brothers Grimsby,267193,tt3381008,Sacha Baron Cohen,12.13,Mark Strong,25.911,Isla Fisher,15.923,Penélope Cruz,23.261,Rebel Wilson,10.1
When Larry Meets Mary,,,,,,,,,,,,
Yesterday Once More,530908,,,,,,,,,,,
The Light Between Oceans,283552,tt2547584,Michael Fassbender,14.93,Alicia Vikander,17.078,Rachel Weisz,14.704,Bryan Brown,7.103,Jack Thompson,8.181
A Beautiful Planet,365997,tt2800050,Jennifer Lawrence,26.491,Samantha Cristoforetti,0.607,Scott Kelly,0.6,Kjell Lindgren,0.6,,
Mr. Donkey,421742,tt6167014,Ren Suxi,4.32,Li Da,1.4,Liu Shuailiang,0.924,Bu Guanjin,5.012,Pei Kuishan,1.385
Born in China,355277,tt4629266,John Krasinski,31.917,Zhou Xun,13.444,,,,,,
Race,51620,tt1500491,Luke Goss,9.453,Lauren Cohan,25.017,Sean Bean,24.223,Danny Trejo,18.259,Ving Rhames,12.542
Call of Heroes,413198,tt5842624,Lau Ching-wan,6.299,Louis Koo,16.886,Eddie Peng,11.8,Wu Jing,19.876,Maggie Jiang,7.159
Free State of Jones,316152,tt1124037,Matthew McConaughey,20.491,Gugu Mbatha-Raw,12.915,Mahershala Ali,21.871,Keri Russell,11.239,Jacob Lofland,11.938
Whiskey Tango Foxtrot,279641,tt3553442,Tina Fey,8.942,Margot Robbie,31.358,Billy Bob Thornton,16.846,Martin Freeman,17.882,Josh Charles,10.017
Soulmate,224243,tt2504580,Anna Walton,5.741,Tom Wisdom,6.863,Tanya Myers,0.6,Nick Brimble,12.587,Emma Cleasby,3.065
The Snow Queen 3: Fire and Ice,362058,tt4685554,Natalya Bystrova,1.274,Filipp Lebedev,0.682,Diomid Vinogradov,1.168,Alexandr Gruzdev,1.666,Olga Zubkova,1.4
God's Not Dead 2,347126,tt4824308,Jesse Metcalfe,16.184,Robin Givens,28.173,Melissa Joan Hart,10.585,Brad Heller,1.4,Ernie Hudson,14.848
Camping 3,375804,tt4979860,Franck Dubosc,4.273,Claude Brasseur,1.531,Mylène Demongeot,10.34,Antoine Duléry,2.636,Gérard Jugnot,2.05
The Founder,310307,tt4276820,Michael Keaton,17.975,Nick Offerman,19.398,John Carroll Lynch,7.528,Linda Cardellini,17.794,Patrick Wilson,31.977
Bad Santa 2,338964,tt1798603,Billy Bob Thornton,13.488,Kathy Bates,18.832,Brett Kelly,8.504,Tony Cox,4.625,Christina Hendricks,19.454
Spirits' Homecoming,384641,tt5503266,Kang Ha-na,0.6,Choi Ri,2.628,Seo Mi-ji,0.6,Son Sook,5.846,Lee Seung-hyun,0.6
Silence,14001,tt0455760,Ryan Kwanten,8.846,Amber Valletta,10.364,Donnie Wahlberg,11.95,Bob Gunton,13.375,Laura Regan,5.956
Kevin Hart: What Now?,339927,tt4669186,Kevin Hart,14.271,Halle Berry,21.448,Don Cheadle,12.494,Ed Helms,15.096,David Meunier,3.403
No manches Frida,375794,tt5259966,Omar Chaparro,3.713,Martha Higareda,11.295,Fernanda Castillo,9.604,Carla Adell,7.998,Regina Pavón,19.25
Middle School: The Worst Years of My Life,369883,tt4981636,Griffin Gluck,20.092,Lauren Graham,12.928,Andrew Daly,10.036,Thomas Barbusca,10.111,Alexa Nisenson,7.624
Triple 9,146198,tt1712261,Chiwetel Ejiofor,13.52,Casey Affleck,10.576,Anthony Mackie,17.839,Woody Harrelson,19.341,Aaron Paul,19.626
Rock Dog,812204,tt11207240,Andrew Francis,6.418,Ashleigh Ball,6.934,Brian Dobson,2.503,Brian Drummond,3.379,Cathy Weseluck,3.284
The Choice,330483,tt3797868,Benjamin Walker,13.001,Teresa Palmer,17.413,Maggie Grace,22.642,Alexandra Daddario,42.013,Tom Welling,14.281
Penny Pincher!,382511,tt5253294,Dany Boon,8.612,Laurence Arné,6.993,Noémie Schmidt,8.631,Patrick Ridremont,7.301,Karina Marimon,2.821
