,Release Group,Score_Rotten,Score_Audience,Rating,Genre,Director,Producer,Release Date (Theaters),Box Office (Gross USA)
170,The Kiyosu Conference,,62,,"['History', 'Drama']",['KokiMitani'],"['KazutoshiWadakura', 'KugaMaeda']",,
171,I Give It a Year,51,38,R,"['Comedy', 'Romance']",['DanMazer'],"['TimBevan', 'EricFellner', 'JaneHooks', 'KrisThykier']","['Aug 9', '2013']",32.5K
172,Mandela: Long Walk to Freedom,62,68,PG-13,"['History', 'Drama', 'Biography']",['JustinChadwick'],"['AnantSingh', 'DavidM.Thompson']","['Dec 25', '2013']",8.3M
173,Dark Skies,41,49,PG-13,"['Sci-fi', 'Horror', 'Mystery&thriller']",['ScottStewart'],['JasonBlum'],"['Feb 22', '2013']",17.4M
174,Nebraska,91,83,R,['Drama'],['AlexanderPayne'],"['AlbertBerga', 'RonYerxa']","['Nov 15', '2013']",17.6M
175,The Incredible Burt Wonderstone,38,33,PG-13,['Comedy'],['DonScardino'],"['ChrisBender', 'SteveCarell', 'JakeWeiner', 'TylerMitchell']","['Mar 15', '2013']",22.5M
176,Gorko!,,,,,,,,
177,Khumba,44,44,,"['Adventure', 'Kids&family', 'Animation']",['AnthonySilverston'],"['StuartForrest', 'JamesMiddleton', 'MikeBuckland', 'Jean-MichelKoenig']","['Dec 6', '2013']",
178,You're Next,79,60,R,"['Horror', 'Comedy', 'Mystery&thriller']",['AdamWingard'],"['KeithCalder', 'JessicaCalder', 'SimonBarrett', 'KimSherman']","['Aug 23', '2013']",18.5M
179,Mr. Go,,,,,,,,
180,The Break Up Man,,,,,,,,
181,The Way Way Back,83,84,PG-13,"['Drama', 'Comedy']","['NatFaxon', 'JimRash']","['KevinJ.Walsh', 'TomRice']","['Jul 26', '2013']",21.4M
182,We Are the Nobles,,,,,,,,
183,The Stolen Years,,92,,"['Drama', 'Comedy']",['FernandoColomo'],"['FernandoColomo', 'BeatrizdelaGándara']","['Sep 11', '1998']",
184,One Night Surprise,,17,,"['Comedy', 'Romance']",,,,
185,Platinum Data,,50,,"['Sci-fi', 'Mystery&thriller']",['KeishiOhtomo'],,,
186,Gekijouban SPEC: Kurôzu - Zen no hen,,,,,,,,
187,Unbeatable,,,PG-13,"['Romance', 'Comedy']",['AriPalitz'],,"['Jun 12', '2009']",
188,Man on the Edge,,,,['Comedy'],['Jin-gyuCho'],,,
189,Enough Said,95,75,PG-13,"['Comedy', 'Romance']",['NicoleHolofcener'],"['AnthonyBregman', 'StefanieAzpiazu']","['Sep 18', '2013']",17.5M
190,The Last Exorcism Part II,15,26,PG-13,"['Horror', 'Mystery&thriller']",['EdGass-Donnelly'],"['EricNewman', 'EliRoth', 'MarcAbraham', 'ThomasA.Bliss']","['Mar 1', '2013']",15.2M
191,"Me, Myself and Mum",83,67,,['Comedy'],['GuillaumeGallienne'],"['CyrilColbeau-Justin', 'Jean-BaptisteDupont', 'GuillaumeGallienne', 'AliceGirard']",,
192,Drug War,94,77,R,"['Drama', 'Action', 'Crime']",['JohnnieTo'],"['JohnnieTo', 'Ka-FaiWai']","['Jul 26', '2013']",127.9K
193,The Tale of The Princess Kaguya,100,90,PG,"['Fantasy', 'Anime']",['IsaoTakahata'],"['GeoffreyWexler', 'SeiichirôUjiie']","['Oct 17', '2014']",681.1K
194,The Great Beauty,91,80,,"['Drama', 'Comedy']",['PaoloSorrentino'],"['FrancescaCima', 'FabioConversi', 'NicolaGiuliano', 'JérômeSeydoux']",,2.8M
195,Trance,68,62,R,"['Drama', 'Mystery&thriller', 'Crime']",['DannyBoyle'],['ChristianColson'],"['Apr 5', '2013']",2.3M
196,The Railway Man,66,68,R,"['Drama', 'History', 'Biography']",['JonathanTeplitzky'],"['ChrisBrown', 'BillCurbishley']","['Apr 11', '2014']",4.4M
197,Out of Inferno,,40,PG-13,"['Drama', 'Action']","['OxideChunPang', 'DannyPang']",,,
198,Bring Happiness Home,,,,,,,,
199,Baggage Claim,15,48,PG-13,"['Comedy', 'Romance']",['DavidE.Talbert'],"['StevenJ.Wolfe', 'DavidE.Talbert']","['Sep 27', '2013']",21.6M
