,Unnamed: 0,Unnamed: 0.1,Movie Title,Worldwide,Budget,%,Foreign,%.1,Score_Rotten,Score_Audience,Rating,Director,Producer,Release Date (Theaters),Box Office (Gross USA),averageRating,numVotes,titleType,originalTitle,isAdult,startYear,runtimeMinutes,genres
53,53,53,More Than Blue,142958164,722669,0.5,142235495,99.5,,67.0,,GavinLin,,3-15-2019,721.8K,6.2,1140,movie,Bi bei shang geng bei shang de gu shi,0,2018,105,Romance
54,54,54,The First Purge,137056262,69488745,50.7,67567517,49.3,56.0,27.0,R,GerardMcMurray,"JasonBlum,MichaelBay,AndrewForm,BradFuller,SebastienK.Lemercier",7-4-2018,68900000.0,5.2,62356,movie,The First Purge,0,2018,97,"Action,Horror,Sci-Fi"
55,55,55,How Long Will I Love U,136796719,746933,0.5,136049786,99.5,,86.0,,LunXu,,5-25-2018,740.1K,6.4,1009,movie,Chao shi kong tong ju,0,2018,101,"Comedy,Fantasy,Romance"
56,56,56,A Wrinkle in Time,132675864,100478608,75.7,32197256,24.3,42.0,26.0,PG,AvaDuVernay,"JamesWhitaker,CatherineHand",3-9-2018,100500000.0,4.2,44297,movie,A Wrinkle in Time,0,2018,109,"Adventure,Family,Fantasy"
57,57,57,The House with a Clock in Its Walls,131457147,68549695,52.1,62907452,47.9,65.0,45.0,PG,EliRoth,"BradleyJ.Fischer,JamesVanderbilt,EricKripke",9-21-2018,68500000.0,6.0,50688,movie,The House with a Clock in Its Walls,0,2018,105,"Comedy,Family,Fantasy"
58,58,58,Instant Family,120556201,67363237,55.9,53192964,44.1,81.0,82.0,PG-13,SeanAnders,"MarkWahlberg,StephenLevinson,SeanAnders,JohnMorris,MarcD.Evans",11-16-2018,67300000.0,7.3,103375,movie,Instant Family,0,2018,118,"Comedy,Drama"
59,59,59,A Cool Fish,118153135,551876,0.5,117601259,99.5,20.0,88.0,,RaoXiaozhi,,11-16-2018,551.2K,6.9,1669,movie,Wu ming zhi bei,0,2018,109,Comedy
60,60,60,Game Night,117679066,69179066,58.8,48500000,41.2,85.0,77.0,R,"JohnFrancisDaley,JonathanM.Goldstein","JohnDavis,JasonBateman,JohnFox,JamesGaravente",2-23-2018,69000000.0,6.9,227825,movie,Game Night,0,2018,100,"Action,Adventure,Comedy"
61,61,61,Dragon Ball Super: Broly,115757940,30712119,26.5,85045821,73.5,82.0,92.0,PG,TatsuyaNagamine,,1-16-2019,30000000.0,7.8,25976,movie,Doragon bôru chô: Burorî,0,2018,100,"Action,Adventure,Animation"
62,62,62,The Monkey King 3,115084576,187074,0.2,114897502,99.8,29.0,47.0,,Pou-SoiCheang,,2-16-2018,,5.5,1442,movie,Xi you ji zhi nü er guo,0,2018,114,"Action,Adventure,Family"
63,63,63,First Man,105697415,44936545,42.5,60760870,57.5,87.0,67.0,PG-13,DamienChazelle,"WyckGodfrey,MartyBowen,IsaacKlausner,DamienChazelle",10-12-2018,44800000.0,7.3,183776,movie,First Man,0,2018,141,"Biography,Drama,History"
64,64,64,Book Club,104438188,68566296,65.7,35871892,34.3,54.0,51.0,PG-13,BillHolderman,"AndrewDuncan,AlexSaks,BillHolderman,ErinSimms",5-18-2018,68500000.0,6.1,27713,movie,Book Club,0,2018,104,"Comedy,Drama,Romance"
65,65,65,Night School,103105878,77339130,75,25766748,25,26.0,38.0,PG-13,MalcolmD.Lee,"WillPacker,KevinHart",9-28-2018,77200000.0,5.6,39891,movie,Night School,0,2018,111,Comedy
66,66,66,Detective Conan: Zero the Enforcer,101860359,-,-,101860359,100,,83.0,,YuzuruTachikawa,,,,6.2,1514,movie,Meitantei Conan: Zero no Shikkônin,0,2018,115,"Action,Adventure,Animation"
67,67,67,Alpha,98203196,35857181,36.5,62346015,63.5,81.0,71.0,PG-13,AlbertHughes,"AndrewRona,AlbertHughes",8-17-2018,35900000.0,6.7,61241,movie,Alpha,0,2018,96,"Action,Adventure,Drama"
68,68,68,Along With the Gods: The Last 49 Days,97962238,1200246,1.2,96761992,98.8,44.0,77.0,,KimYong-hwa,ChoiJiseon,8-1-2018,1200000.0,7.1,6957,movie,Sin-gwa ham-kke: In-gwa yeon,0,2018,142,"Action,Drama,Fantasy"
69,69,69,A Simple Favor,97644617,53548586,54.8,44096031,45.2,84.0,73.0,R,PaulFeig,"PaulFeig,JessieHenderson",9-14-2018,53500000.0,6.8,144387,movie,A Simple Favor,0,2018,117,"Comedy,Crime,Mystery"
70,70,70,Boonie Bears: The Big Shrink,96845907,-,-,96845907,100,,,,,,,,5.4,206,movie,Boonie Bears: The Big Shrink,0,2018,90,Animation
71,71,71,The Favourite,95918706,34366783,35.8,61551923,64.2,93.0,70.0,R,YorgosLanthimos,"YorgosLanthimos,CeciDempsey,EdGuiney,LeeMagiday",12-14-2018,34200000.0,7.5,193355,movie,The Favourite,0,2018,119,"Biography,Comedy,Drama"
72,72,72,Truth or Dare,95330493,41411015,43.4,53919478,56.6,,25.0,,NickSimon,"LisaRiley,LisaM.Hansen",,,5.2,54132,movie,Truth or Dare,0,2018,100,"Horror,Thriller"
73,73,73,Kill Mobile,94870905,-,-,94870905,100,,,,MiaoYu,,,,5.6,341,movie,Lai dian kuang xiang,0,2018,90,Drama
74,74,74,I Feel Pretty,94539426,48795601,51.6,45743825,48.4,35.0,35.0,PG-13,"AbbyKohn,MarcSilverstein","AlissaPhillips,DominicRustam,NicolasChartier,AmySchumer,MaryViola,McG",4-20-2018,48800000.0,5.6,53052,movie,I Feel Pretty,0,2018,110,"Comedy,Romance"
75,75,75,Blockers,94017294,60311495,64.1,33705799,35.9,84.0,51.0,R,KayCannon,"EvanGoldberg,SethRogen,JamesWeaver,JonHurwitz,HaydenSchlossberg,ChrisFenton",4-6-2018,59800000.0,6.2,78062,movie,Blockers,0,2018,102,Comedy
76,76,76,BlacKkKlansman,93400823,49275340,52.8,44125483,47.2,96.0,83.0,R,SpikeLee,"SeanMcKittrick,RaymondMansfield,JasonBlum,JordanPeele,SpikeLee,ShaunRedick",8-10-2018,48600000.0,7.5,253916,movie,BlacKkKlansman,0,2018,135,"Biography,Comedy,Crime"
77,77,77,Goosebumps 2: Haunted Halloween,93320380,46700633,50,46619747,50,47.0,36.0,PG,AriSandel,"DeborahA.Forte,NealH.Moritz",10-12-2018,46700000.0,5.6,20528,movie,Goosebumps 2: Haunted Halloween,0,2018,90,"Adventure,Comedy,Fantasy"
78,78,78,Shadow,91708374,521396,0.6,91186978,99.4,97.0,89.0,PG,RichardAttenborough,"RichardAttenborough,BrianEastman",1-14-1994,25000000.0,7.0,15251,movie,Ying,0,2018,116,"Action,Adventure,Drama"
79,79,79,Overboard,91244913,50316123,55.1,40928790,44.9,23.0,54.0,PG-13,RobGreenberg,"EugenioDerbez,BenOdell,BobFisher",5-4-2018,50200000.0,6.0,37817,movie,Overboard,0,2018,112,"Comedy,Romance"
80,80,80,Sherlock Gnomes,90497778,43242871,47.8,47254907,52.2,27.0,36.0,PG,JohnStevenson,"SteveHamiltonShaw,DavidFurnish,CarolynSoper",3-23-2018,43100000.0,5.2,12063,movie,Sherlock Gnomes,0,2018,86,"Adventure,Animation,Comedy"
81,81,81,Detective Dee: The Four Heavenly Kings,90040771,262963,0.3,89777808,99.7,60.0,70.0,,HarkTsui,HarkTsui,7-27-2018,132.0K,6.3,2679,movie,Di Renjie zhi Sidatianwang,0,2018,132,"Action,Adventure,Drama"
82,82,82,"Hello, Mrs. Money",86874070,-,-,86874070,100,,,,YuhanWu,,10-5-2018,,4.7,289,movie,Li Cha de gu ma,0,2018,113,Comedy
83,83,83,Robin Hood,86489031,30824628,35.6,55664403,64.4,15.0,40.0,PG-13,OttoBathurst,"JenniferDavissonKilloran,LeonardoDiCaprio,HowardEllis",11-21-2018,30800000.0,5.3,71899,movie,Robin Hood,0,2018,116,"Action,Adventure,Drama"
84,84,84,Robin Hood,86489031,30824628,35.6,55664403,64.4,15.0,40.0,PG-13,OttoBathurst,"JenniferDavissonKilloran,LeonardoDiCaprio,HowardEllis",11-21-2018,30800000.0,7.6,5,movie,Robin Hood,0,2018,\N,\N
85,85,85,I Can Only Imagine,86086881,83482352,97,2604529,3,67.0,91.0,PG,"AndrewErwin,JonErwin","KevinDownes,CindyBond,DarylLefever,MickeyLiddell,PeteShilaimon",3-16-2018,83500000.0,7.3,15979,movie,I Can Only Imagine,0,2018,110,"Biography,Drama,Family"
86,86,86,Hidden Man,85170581,-,-,85170581,100,67.0,67.0,,WenJiang,,,,6.3,2081,movie,Xie bu ya zheng,0,2018,137,"Action,Crime,Drama"
87,87,87,Mortal Engines,83672673,15951040,19.1,67721633,80.9,26.0,48.0,PG-13,ChristianRivers,"ZaneWeiner,AmandaWalker,DeborahA.Forte,FranWalsh,PeterJackson",12-14-2018,15900000.0,6.1,122378,movie,Mortal Engines,0,2018,128,"Action,Adventure,Fantasy"
88,88,88,iPartment the Movie,81096321,-,-,81096321,100,,,,,,,,2.8,130,movie,Ai qing gong yu,0,2018,117,"Adventure,Comedy,Fantasy"
89,89,89,Doraemon the Movie: Nobita's Treasure Island,80920916,-,-,80920916,100,,,,,,,,6.8,757,movie,Doraemon Nobita no Takarajima,0,2018,108,"Adventure,Animation,Comedy"
90,90,90,Den of Thieves,80509622,44947622,55.8,35562000,44.2,42.0,62.0,R,ChristianGudegast,"MarkCanton,TuckerTooley,GerardButler,AlanSiegel",1-19-2018,44900000.0,7.0,106790,movie,Den of Thieves,0,2018,140,"Action,Crime,Drama"
91,91,91,Hereditary,80200936,44069456,54.9,36131480,45.1,89.0,68.0,R,AriAster,"KevinScottFrakes,LarsKnudsen,BuddyPatrick",6-8-2018,44100000.0,7.3,288300,movie,Hereditary,0,2018,127,"Drama,Horror,Mystery"
92,92,92,Code Blue: The Movie,78778562,-,-,78778562,100,,,,,,,,7.2,1271,movie,Code Blue: The Movie,0,2018,127,Drama
93,93,93,Tag,78130625,54730625,70.1,23400000,29.9,56.0,56.0,R,JeffTomsic,"ToddGarner,MarkSteilen",6-15-2018,54500000.0,6.5,129479,movie,Tag,0,2018,100,"Action,Comedy"
94,94,94,Sanju,76693052,7909317,10.3,68783735,89.7,44.0,78.0,,RajkumarHirani,"VinodChopra,RajkumarHirani",6-29-2018,7800000.0,7.8,52752,movie,Sanju,0,2018,155,"Biography,Comedy,Drama"
95,95,95,Vice,76073488,47836282,62.9,28237206,37.1,65.0,60.0,R,AdamMcKay,"MeganEllison,BradPitt,DedeGardner,JeremyKleiner,AdamMcKay,WillFerrell,KevinJ.Messick",12-25-2018,47800000.0,7.2,140775,movie,Vice,0,2018,132,"Biography,Comedy,Drama"
96,96,96,Widows,75984700,42402632,55.8,33582068,44.2,91.0,61.0,R,SteveMcQueen,"IainCanning,EmileSherman,SteveMcQueen,ArnonMilchan",11-16-2018,42400000.0,6.9,95493,movie,Widows,0,2018,129,"Crime,Drama,Thriller"
97,97,97,Sicario: Day of the Soldado,75837743,50072235,66,25765508,34,62.0,65.0,R,StefanoSollima,"BasilIwanyk,EdwardL.McDonnell,MollySmith,ThadLuckinbill,TrentLuckinbill",6-29-2018,50100000.0,7.1,142381,movie,Sicario: Day of the Soldado,0,2018,122,"Action,Adventure,Crime"
98,98,98,Searching,75462037,26020957,34.5,49441080,65.5,91.0,87.0,PG-13,AneeshChaganty,"TimurBekmambetov,SevOhanian,AdamSidman,NatalieQasabian",8-31-2018,26000000.0,7.6,158290,movie,Searching,0,2018,102,"Drama,Mystery,Thriller"
99,99,99,The Spy Who Dumped Me,75320680,33562069,44.6,41758611,55.4,49.0,56.0,R,SusannaFogel,"BrianGrazer,EricaHuggins",8-3-2018,33500000.0,6.0,76084,movie,The Spy Who Dumped Me,0,2018,117,"Action,Adventure,Comedy"
100,100,100,Animal World,74922830,-,-,74922830,100,69.0,77.0,,YanHan,,,,6.5,4379,movie,Dong wu shi jie,0,2018,132,"Action,Fantasy,Sci-Fi"
101,101,101,Animal World,74922830,-,-,74922830,100,69.0,77.0,,YanHan,,,,6.9,14,movie,Animal World,0,2018,132,"Comedy,Drama"
102,102,102,Amazing China,72506343,-,-,72506343,100,,,,,,,,1.6,3828,movie,"Li Hai Le, Wo De Guo",0,2018,90,Documentary
103,103,103,Second Act,72282227,39282227,54.3,33000000,45.7,44.0,43.0,PG-13,PeterSegal,"JenniferLopez,ElaineGoldsmith-Thomas,JustinZackham,BennyMedina",12-21-2018,39200000.0,5.8,26787,movie,Second Act,0,2018,103,"Comedy,Drama,Romance"
104,104,104,Shoplifters,67999335,3313513,4.9,64685822,95.1,45.0,69.0,,StephenKijak,"JoeManganiello,NickManganiello,LauraRister,AdamSchoon,MarcoVicini,ChristopherFigg,LorianneHall,PhilHoelting",3-26-2021,,7.9,73181,movie,Manbiki kazoku,0,2018,121,"Crime,Drama"
105,105,105,12 Strong,67450815,45819713,67.9,21631102,32.1,50.0,62.0,R,NicolaiFuglsig,"JerryBruckheimer,MollySmith,TrentLuckinbill,ThadLuckinbill",1-19-2018,44300000.0,6.5,77384,movie,12 Strong,0,2018,130,"Action,Drama,History"
106,106,106,"Love, Simon",66316289,40826341,61.6,25489948,38.4,92.0,88.0,PG-13,GregBerlanti,"WyckGodfrey,MartyBowen,PouyaShahbazian,IsaacKlausner",3-16-2018,40800000.0,7.6,110361,movie,"Love, Simon",0,2018,110,"Comedy,Drama,Romance"
107,107,107,Mile 22,66308758,36108758,54.5,30200000,45.5,23.0,44.0,R,PeterBerg,PeterBerg,8-17-2018,36100000.0,6.1,77338,movie,Mile 22,0,2018,94,"Action,Thriller"
108,108,108,Life of the Party,65859911,53059911,80.6,12800000,19.4,,,,MichaelBudd,"MichaelBudd,JessicaButland,RaymondJ.Daniel",9-14-2018,,7.0,75,movie,Life of the Party,0,2018,84,"Comedy,Drama"
