,Movie,actor1,actor1_popularity,actor2,actor2_popularity,actor3,actor3_popularity,actor4,actor4_popularity,actor5,actor5_popularity,Unnamed: 0.1.1,Worldwide,Domestic,%,Foreign,%.1,Score_Rotten,Score_Audience,Rating,Director,Producer,Release Date (Theaters),Box Office (Gross USA),averageRating,numVotes,titleType,originalTitle,isAdult,startYear,runtimeMinutes,genres
10,Doctor Strange,Benedict Cumberbatch,39.658,Chiwetel Ejiofor,13.52,Rachel McAdams,23.696,Benedict Wong,33.788,Mads Mikkelsen,51.526,10,677718395,232641920,34.3,445076475,65.7,89.0,86.0,PG-13,ScottDerrickson,KevinFeige,11-4-2016,232600000.0,7.5,687543,movie,Doctor Strange,0,2016,115,"Action,Adventure,Fantasy"
11,Moana,Auli'i Cravalho,6.92,Dwayne Johnson,29.99,Rachel House,6.808,Temuera Morrison,16.076,Jemaine Clement,11.301,11,643331111,248757044,38.7,394574067,61.3,95.0,89.0,PG,"JohnMusker,RonClements",OsnatShurer,11-23-2016,248800000.0,7.6,317410,movie,Moana,0,2016,107,"Adventure,Animation,Comedy"
12,Sing,Matthew McConaughey,20.491,Reese Witherspoon,14.224,Scarlett Johansson,38.188,Taron Egerton,16.392,Bobby Cannavale,12.744,12,634151679,270395425,42.6,363756254,57.4,71.0,72.0,PG,GarthJennings,"ChristopherMeledandri,JanetHealy",12-21-2016,270400000.0,7.1,160519,movie,Sing,0,2016,108,"Animation,Comedy,Family"
13,The Mermaid,Jodi Benson,5.937,Samuel E. Wright,3.874,Pat Carroll,6.656,Christopher Daniel Barnes,3.777,Kenneth Mars,5.45,13,553810228,3232685,0.6,550577543,99.4,,,,PetraClever,KarolaKeller,,,6.2,9076,movie,Mei ren yu,0,2016,94,"Comedy,Drama,Fantasy"
14,X-Men: Apocalypse,James McAvoy,30.715,Michael Fassbender,14.93,Jennifer Lawrence,26.491,Oscar Isaac,60.716,Nicholas Hoult,25.64,14,543934105,155442489,28.6,388491616,71.4,47.0,65.0,PG-13,BryanSinger,"SimonKinberg,BryanSinger,HutchParker,LaurenShulerDonner",5-27-2016,155000000.0,6.9,421758,movie,X-Men: Apocalypse,0,2016,144,"Action,Adventure,Sci-Fi"
15,Kung Fu Panda 3,Jack Black,23.771,Bryan Cranston,30.228,Dustin Hoffman,12.71,Angelina Jolie,13.484,J.K. Simmons,17.78,15,521170825,143528619,27.5,377642206,72.5,87.0,78.0,PG,"JenniferYuhNelson,AlessandroCarloni",MelissaCobb,1-29-2016,143500000.0,7.1,151405,movie,Kung Fu Panda 3,0,2016,95,"Action,Adventure,Animation"
16,La La Land,Ryan Gosling,12.098,Emma Stone,40.711,John Legend,4.038,Rosemarie DeWitt,12.507,J.K. Simmons,17.78,16,447407695,151101803,33.8,296305892,66.2,91.0,81.0,PG-13,DamienChazelle,"FredBerger,JordanHorowitz,MarcPlatt,GaryGilbert",12-25-2016,151100000.0,8.0,561354,movie,La La Land,0,2016,128,"Comedy,Drama,Music"
17,Warcraft,Travis Fimmel,31.686,Paula Patton,29.455,Ben Foster,11.739,Dominic Cooper,17.366,Ben Schnetzer,12.316,17,439048914,47365290,10.8,391683624,89.2,28.0,76.0,PG-13,DuncanJones,"CharlesRoven,ThomasTull,JonJashni,AlexGartner,StuartFenegan",6-10-2016,47200000.0,6.8,258618,movie,Warcraft,0,2016,123,"Action,Adventure,Fantasy"
18,Jason Bourne,Matt Damon,23.323,Alicia Vikander,17.078,Tommy Lee Jones,27.694,Vincent Cassel,12.325,Julia Stiles,6.434,18,415484914,162434410,39.1,253050504,60.9,54.0,55.0,PG-13,PaulGreengrass,"FrankMarshall,JeffreyM.Weiner,BenSmith,MattDamon,PaulGreengrass,GregoryGoodman",7-29-2016,162200000.0,6.6,222698,movie,Jason Bourne,0,2016,123,"Action,Thriller"
19,Ice Age 5: Collision Course,Ray Romano,9.767,John Leguizamo,11.213,Denis Leary,16.184,Queen Latifah,12.416,Seann William Scott,13.293,19,408579038,64063008,15.7,344516030,84.3,,,,,,,,5.7,64652,movie,Ice Age: Collision Course,0,2016,94,"Adventure,Animation,Comedy"
20,Independence Day: Resurgence,Liam Hemsworth,10.599,Jeff Goldblum,13.337,Jessie T. Usher,7.269,Bill Pullman,31.646,Maika Monroe,17.674,20,389681935,103144286,26.5,286537649,73.5,30.0,30.0,PG-13,RolandEmmerich,"DeanDevlin,RolandEmmerich,HaraldKloser",6-24-2016,103100000.0,5.2,176469,movie,Independence Day: Resurgence,0,2016,120,"Action,Adventure,Sci-Fi"
21,Your Name.,,,,,,,,,,,21,357986087,5017246,1.4,352968841,98.6,,,,,,,,8.4,246259,movie,Kimi no na wa.,0,2016,106,"Animation,Drama,Fantasy"
22,The Legend of Tarzan,Alexander Skarsgård,19.231,Christoph Waltz,18.156,Samuel L. Jackson,56.705,Margot Robbie,29.861,Djimon Hounsou,35.554,22,356700357,126643061,35.5,230057296,64.5,35.0,58.0,PG-13,DavidYates,"JerryWeintraub,DavidBarron,AlanRiche,TonyLudwig",7-1-2016,126600000.0,6.2,173708,movie,The Legend of Tarzan,0,2016,110,"Action,Adventure,Drama"
23,The Angry Birds Movie,Jason Sudeikis,8.331,Josh Gad,11.913,Danny McBride,26.166,Maya Rudolph,11.778,Bill Hader,16.702,23,352333929,107509366,30.5,244824563,69.5,43.0,46.0,PG,"ClayKaytis,FergalReilly","JohnCohen,CatherineWinder,SeanMullen",5-20-2016,107500000.0,6.3,89637,movie,Angry Birds,0,2016,97,"Action,Adventure,Animation"
24,Trolls,Anna Kendrick,18.19,Justin Timberlake,7.076,Zooey Deschanel,16.765,Russell Brand,11.873,James Corden,9.839,24,346864462,153707064,44.3,193157398,55.7,75.0,67.0,PG,"MikeMitchell,WaltDohrn",GinaShay,11-4-2016,153600000.0,6.5,79603,movie,Trolls,0,2016,92,"Adventure,Animation,Comedy"
25,Star Trek Beyond,Chris Pine,29.596,Zachary Quinto,7.86,Karl Urban,17.436,Zoe Saldana,26.317,Simon Pegg,15.527,25,343471816,158848340,46.2,184623476,53.8,86.0,80.0,PG-13,JustinLin,"J.J.Abrams,BryanBurk,RobertoOrci",7-22-2016,158800000.0,7.0,241815,movie,Star Trek Beyond,0,2016,122,"Action,Adventure,Sci-Fi"
26,The Great Wall,Matt Damon,23.323,Jing Tian,19.77,Willem Dafoe,27.4,Andy Lau,16.233,Pedro Pascal,27.815,26,334933831,45540830,13.6,289393001,86.4,,,,,,,,5.9,132108,movie,The Great Wall,0,2016,103,"Action,Adventure,Fantasy"
27,The Great Wall,Matt Damon,23.323,Jing Tian,19.77,Willem Dafoe,27.4,Andy Lau,16.233,Pedro Pascal,27.815,27,334933831,45540830,13.6,289393001,86.4,,,,,,,,6.4,42,movie,The Great Wall,0,2016,72,Documentary
28,Now You See Me 2,Jesse Eisenberg,30.679,Mark Ruffalo,9.185,Woody Harrelson,19.341,Morgan Freeman,23.816,Dave Franco,20.44,28,334897606,65075540,19.4,269822066,80.6,34.0,53.0,PG-13,JonM.Chu,"RobertoOrci,BobbyCohen,AlexKurtzman",6-10-2016,65000000.0,6.4,277502,movie,Now You See Me 2,0,2016,129,"Action,Adventure,Comedy"
29,The Conjuring 2,Patrick Wilson,31.977,Vera Farmiga,28.396,Madison Wolfe,13.873,Frances O'Connor,7.746,Simon McBurney,8.266,29,320392818,102470008,32,217922810,68,80.0,81.0,R,JamesWan,"PeterSafran,RobCowan,JamesWan",6-10-2016,102500000.0,7.3,259188,movie,The Conjuring 2,0,2016,134,"Horror,Mystery,Thriller"
30,Resident Evil: The Final Chapter,Milla Jovovich,16.232,Iain Glen,15.021,Ali Larter,24.854,Shawn Roberts,13.269,Eoin Macken,11.133,30,312242626,26830068,8.6,285412558,91.4,37.0,48.0,R,PaulW.S.Anderson,"JeremyBolt,PaulW.S.Anderson,RobertKulzer,SamuelHadida",1-27-2017,26800000.0,5.5,91668,movie,Resident Evil: The Final Chapter,0,2016,107,"Action,Adventure,Horror"
31,Dangal,,,,,,,,,,,31,303723636,12391761,4.1,291331875,95.9,88.0,93.0,,NiteshTiwari,"AamirKhan,KiranRao,SiddharthRoyKapur",12-21-2016,12400000.0,8.4,180807,movie,Dangal,0,2016,161,"Action,Biography,Drama"
32,Passengers,Jennifer Lawrence,26.491,Chris Pratt,27.826,Michael Sheen,13.665,Laurence Fishburne,30.531,Andy García,25.364,32,303144152,100014699,33,203129453,67,30.0,63.0,PG-13,MortenTyldum,"StephenHamel,MichaelMaher,NealH.Moritz,OriMarmur",12-21-2016,100000000.0,7.0,388526,movie,Passengers,0,2016,116,"Drama,Romance,Sci-Fi"
33,Alice Through the Looking Glass,Anne Hathaway,36.931,Mia Wasikowska,16.802,Johnny Depp,50.461,Helena Bonham Carter,40.369,Alan Rickman,11.511,33,299457024,77041381,25.7,222415643,74.3,28.0,48.0,PG,JamesBobin,"JoeRoth,SuzanneTodd,JenniferTodd,TimBurton",5-27-2016,77000000.0,6.2,104310,movie,Alice Through the Looking Glass,0,2016,113,"Adventure,Family,Fantasy"
34,Miss Peregrine's Home for Peculiar Children,Eva Green,19.007,Asa Butterfield,18.109,Samuel L. Jackson,56.705,Judi Dench,8.949,Rupert Everett,11.192,34,296482446,87242834,29.4,209239612,70.6,65.0,60.0,PG-13,TimBurton,"PeterChernin,JennoTopping",9-30-2016,87200000.0,6.7,167868,movie,Miss Peregrine's Home for Peculiar Children,0,2016,127,"Adventure,Drama,Family"
35,Teenage Mutant Ninja Turtles: Out of the Shadows,Megan Fox,14.329,Will Arnett,16.336,Stephen Amell,13.87,Laura Linney,12.533,Pete Ploszek,4.783,35,245623848,82051601,33.4,163572247,66.6,38.0,46.0,PG-13,DaveGreen,"MichaelBay,AndrewForm,BradFuller,GalenWalker,ScottMednick",6-3-2016,82000000.0,5.9,91376,movie,Teenage Mutant Ninja Turtles: Out of the Shadows,0,2016,112,"Action,Adventure,Comedy"
36,Sully,Tom Hanks,27.299,Aaron Eckhart,9.461,Laura Linney,12.533,Anna Gunn,10.576,Autumn Reeser,23.961,36,240797623,125070033,51.9,115727590,48.1,85.0,84.0,PG-13,ClintEastwood,"ClintEastwood,FrankMarshall,AllynStewart,TimMoore",9-9-2016,125000000.0,7.4,263077,movie,Sully,0,2016,96,"Biography,Drama"
37,Assassin's Creed,Michael Fassbender,14.93,Marion Cotillard,18.028,Jeremy Irons,13.292,Brendan Gleeson,28.448,Charlotte Rampling,13.161,37,240697856,54647948,22.7,186049908,77.3,18.0,42.0,PG-13,JustinKurzel,"Jean-JulienBaronnet,GerardGuillemot,FrankMarshall,PatrickCrowley,MichaelFassbender,ConorMcCaughan,ArnonMilchan",12-21-2016,54600000.0,5.7,196263,movie,Assassin's Creed,0,2016,115,"Action,Adventure,Sci-Fi"
38,Hidden Figures,Taraji P. Henson,12.785,Octavia Spencer,10.21,Janelle Monáe,8.504,Kevin Costner,23.921,Kirsten Dunst,29.15,38,235956898,169607287,71.9,66349611,28.1,93.0,93.0,PG,TheodoreMelfi,"DonnaGigliotti,PeterChernin,JennoTopping,PharrellWilliams,TheodoreMelfi",1-6-2017,169300000.0,7.8,221031,movie,Hidden Figures,0,2016,127,"Biography,Drama,History"
39,Ghostbusters,Carrie Coon,22.733,Finn Wolfhard,23.885,Mckenna Grace,62.368,Paul Rudd,34.254,Logan Kim,7.965,39,229147509,128350574,56,100796935,44,74.0,49.0,PG-13,PaulFeig,"IvanReitman,AmyPascal",7-15-2016,,6.9,225661,movie,Ghostbusters,0,2016,117,"Action,Comedy,Fantasy"
40,Inferno,Tom Hanks,27.299,Felicity Jones,18.633,Omar Sy,10.194,Irrfan Khan,6.885,Sidse Babett Knudsen,6.783,40,220021259,34343574,15.6,185677685,84.4,23.0,36.0,PG-13,RonHoward,"BrianGrazer,RonHoward",10-28-2016,34300000.0,6.2,172135,movie,Inferno,0,2016,121,"Action,Adventure,Crime"
41,Central Intelligence,Kevin Hart,14.271,Dwayne Johnson,29.99,Amy Ryan,12.139,Aaron Paul,19.626,Danielle Nicolet,16.266,41,216972543,127440871,58.7,89531672,41.3,71.0,62.0,PG-13,RawsonMarshallThurber,"ScottStuber,PeterPrincipato,PaulYoung,MichaelFottrell",6-17-2016,127400000.0,6.3,182357,movie,Central Intelligence,0,2016,107,"Action,Comedy,Crime"
42,Bridget Jones's Baby,Renée Zellweger,13.381,Colin Firth,11.544,Patrick Dempsey,12.675,Jim Broadbent,16.149,Gemma Jones,11.235,42,211952420,24252420,11.4,187700000,88.6,78.0,65.0,R,SharonMaguire,"TimBevan,EricFellner,DebraHayward",9-16-2016,24100000.0,6.5,74457,movie,Bridget Jones's Baby,0,2016,123,"Comedy,Drama,Romance"
43,Me Before You,Emilia Clarke,24.273,Sam Claflin,11.438,Janet McTeer,14.972,Charles Dance,21.232,Brendan Coyle,6.004,43,208314186,56245075,27,152069111,73,54.0,73.0,PG-13,TheaSharrock,"KarenRosenfelt,AlisonOwen",6-3-2016,56200000.0,7.4,240680,movie,Me Before You,0,2016,106,"Drama,Romance"
44,London Has Fallen,Gerard Butler,18.085,Aaron Eckhart,9.461,Angela Bassett,11.963,Morgan Freeman,23.816,Melissa Leo,8.257,44,205754447,62524260,30.4,143230187,69.6,28.0,50.0,R,BabakNajafi,"GerardButler,AlanSiegel,MattO'Toole,MarkGill,LesWeldon,JohnThompson",3-4-2016,62500000.0,5.9,155438,movie,London Has Fallen,0,2016,99,"Action,Thriller"
45,Arrival,Amy Adams,27.066,Jeremy Renner,30.135,Forest Whitaker,10.296,Michael Stuhlbarg,15.8,Tzi Ma,12.582,45,203388186,100546139,49.4,102842047,50.6,94.0,82.0,PG-13,DenisVilleneuve,"ShawnLevy,DanLevine,AaronRyder,DavidLinde",11-11-2016,100500000.0,7.9,665147,movie,Arrival,0,2016,116,"Drama,Sci-Fi"
46,The BFG,Mark Rylance,20.026,Ruby Barnhill,1.908,Rebecca Hall,32.632,Jemaine Clement,12.99,Bill Hader,17.811,46,195243411,55483770,28.4,139759641,71.6,74.0,57.0,PG,StevenSpielberg,"StevenSpielberg,FrankMarshall,SamMercer",7-1-2016,55500000.0,6.4,84335,movie,The BFG,0,2016,117,"Adventure,Family,Fantasy"
47,The Monkey King 2,Aaron Kwok,11.474,Gong Li,17.569,William Feng,5.793,Xiao Shenyang,2.725,Him Law,4.935,47,193678298,709982,0.4,192968316,99.6,100.0,51.0,,Pou-SoiCheang,,2-5-2016,709.6K,5.9,3138,movie,Xi you ji zhi: Sun Wukong san da Baigu Jing,0,2016,119,"Action,Adventure,Fantasy"
48,Bad Moms,Mila Kunis,20.107,Kristen Bell,15.307,Kathryn Hahn,18.867,Christina Applegate,15.238,Jada Pinkett Smith,33.927,48,183936074,113257297,61.6,70678777,38.4,58.0,63.0,R,"JonLucas,ScottMoore","SuzanneTodd,BillBlock",7-29-2016,113200000.0,6.2,122585,movie,Bad Moms,0,2016,100,Comedy
49,Storks,Andy Samberg,32.41,Katie Crown,7.763,Kelsey Grammer,14.887,Keegan-Michael Key,7.168,Jordan Peele,9.865,49,183388953,72679278,39.6,110709675,60.4,65.0,62.0,PG,"NicholasStoller,DougSweetland","BradLewis,NicholasStoller",9-23-2016,72700000.0,6.8,61077,movie,Storks,0,2016,87,"Adventure,Animation,Comedy"
50,From Vegas to Macau III,Chow Yun-Fat,12.003,Andy Lau,22.726,Jacky Cheung,15.651,Nick Cheung,8.346,Carina Lau,17.08,50,181732879,-,-,181732879,100,20.0,12.0,,"JingWong,AndrewLauWai-Keung","JingWong,AndrewLauWai-Keung,ConnieWong",,347.6K,2.3,3214,movie,Du cheng feng yun III,0,2016,113,"Comedy,Drama"
51,Hacksaw Ridge,Andrew Garfield,36.422,Sam Worthington,19.789,Vince Vaughn,15.538,Teresa Palmer,24.378,Luke Bracey,20.023,51,180563636,67209615,37.2,113354021,62.8,84.0,91.0,R,MelGibson,"BillMechanic,DavidPermut,TerryBenedict,PaulCurrie,BruceDavey,WilliamD.Johnson,TylerThompson,BrianOliver",11-4-2016,67000000.0,8.1,497127,movie,Hacksaw Ridge,0,2016,139,"Biography,Drama,History"
52,Allegiant,Shailene Woodley,22.549,Theo James,26.94,Zoë Kravitz,43.638,Miles Teller,12.041,Jeff Daniels,10.459,52,179246868,66184051,36.9,113062817,63.1,29.0,41.0,R,MichaelConnors,"DarylFreimark,SeanMullin",12-28-2012,,5.7,118898,movie,Allegiant,0,2016,120,"Action,Adventure,Mystery"
53,Operation Mekong,Zhang Hanyu,8.378,Eddie Peng,11.8,Feng Wenjuan,7.195,Ganesh Acharya,0.829,Chen Baoguo,5.029,53,173839072,800012,0.5,173039060,99.5,80.0,62.0,,DanteLam,,9-30-2016,799.6K,6.5,4688,movie,Mei Gong he xing dong,0,2016,124,"Action,Adventure,Crime"
54,The Girl on the Train,Emily Blunt,22.529,Rebecca Ferguson,48.521,Haley Bennett,25.423,Justin Theroux,17.672,Luke Evans,23.783,54,173185859,75395035,43.5,97790824,56.5,9.0,20.0,,RibhuDasgupta,"VivekB.Agrawal,ShibashishSarkar",,,6.5,183837,movie,The Girl on the Train,0,2016,112,"Crime,Drama,Mystery"
55,The Huntsman: Winter's War,Chris Hemsworth,36.221,Charlize Theron,40.523,Emily Blunt,22.529,Jessica Chastain,17.001,Nick Frost,11.519,55,164989338,48390190,29.3,116599148,70.7,20.0,45.0,PG-13,CedricNicolas-Troyan,JoeRoth,4-22-2016,48000000.0,6.1,107494,movie,The Huntsman: Winter's War,0,2016,114,"Action,Adventure,Drama"
56,The Magnificent Seven,Denzel Washington,33.586,Chris Pratt,27.826,Ethan Hawke,21.79,Vincent D'Onofrio,25.932,Lee Byung-hun,18.029,56,162360636,93432655,57.5,68927981,42.5,64.0,71.0,PG-13,AntoineFuqua,"RogerBirnbaum,ToddBlack",9-23-2016,93400000.0,6.9,207043,movie,The Magnificent Seven,0,2016,132,"Action,Adventure,Western"
57,Jack Reacher: Never Go Back,Tom Cruise,37.023,Cobie Smulders,24.524,Danika Yarosh,17.748,Aldis Hodge,11.575,Patrick Heusinger,8.14,57,162146076,58697076,36.2,103449000,63.8,38.0,42.0,PG-13,EdwardZwick,"TomCruise,DonGranger,ChristopherMcQuarrie",10-21-2016,58700000.0,6.1,153339,movie,Jack Reacher: Never Go Back,0,2016,118,"Action,Crime,Drama"
58,Don't Breathe,Stephen Lang,20.876,Brendan Sexton III,14.868,Madelyn Grace,3.597,Stephanie Arcila,5.722,Rocci Williams,4.294,58,157761002,89217875,56.6,68543127,43.4,88.0,79.0,R,FedeAlvarez,"SamRaimi,RobTapert,FedeAlvarez",8-26-2016,89200000.0,7.1,263352,movie,Don't Breathe,0,2016,88,"Crime,Horror,Thriller"
59,The Accountant,Ben Affleck,23.439,Anna Kendrick,18.19,J.K. Simmons,17.78,Jon Bernthal,24.637,Jeffrey Tambor,8.42,59,155160045,86260045,55.6,68900000,44.4,52.0,76.0,R,GavinO'Connor,"MarkWilliams,LynetteHowellTaylor",10-14-2016,86200000.0,7.3,287307,movie,The Accountant,0,2016,128,"Action,Thriller"
60,Lights Out,Teresa Palmer,17.413,Maria Bello,19.609,Gabriel Bateman,6.107,Alexander DiPersia,5.245,Alicia Vela-Bailey,5.792,60,148868835,67268835,45.2,81600000,54.8,,,,,,,,6.3,125726,movie,Lights Out,0,2016,81,"Horror,Mystery"
61,Time Raiders,Lu Han,9.563,Jing Boran,8.24,Ma Sichun,9.16,Wang Jingchun,1.477,Zhang Boyu,2.394,61,145819137,-,-,145819137,100,,41.0,,DanielLee,SusannaTsang,,,4.9,820,movie,Time Raiders,0,2016,124,"Adventure,Fantasy"
62,Pete's Dragon,Oakes Fegley,7.504,Bryce Dallas Howard,24.741,Wes Bentley,32.735,Karl Urban,17.436,Oona Laurence,6.071,62,143695338,76233151,53.1,67462187,46.9,88.0,72.0,PG,DavidLowery,JamesWhitaker,8-12-2016,555000000.0,6.7,57616,movie,Pete's Dragon,0,2016,102,"Action,Adventure,Comedy"
63,Sausage Party,Seth Rogen,19.602,Kristen Wiig,16.468,Jonah Hill,14.14,Bill Hader,16.702,Michael Cera,20.608,63,140705322,97685686,69.4,43019636,30.6,82.0,50.0,R,"ConradVernon,GregTiernan","MeganEllison,SethRogen,EvanGoldberg,ConradVernon",8-12-2016,97700000.0,6.1,189719,movie,Sausage Party,0,2016,89,"Adventure,Animation,Comedy"
64,Lion,Matthew Broderick,13.295,James Earl Jones,13.214,Jeremy Irons,15.988,Rowan Atkinson,15.925,Niketa Calame,2.894,64,140312928,51738905,36.9,88574023,63.1,84.0,91.0,PG-13,GarthDavis,"EmileSherman,IainCanning,AngieFielder",12-21-2016,51700000.0,8.0,231119,movie,Lion,0,2016,118,"Biography,Drama"
65,Skiptrace,Jackie Chan,26.273,Johnny Knoxville,19.66,Fan Bingbing,19.144,Eric Tsang,9.064,Eve Torres,4.927,65,136579287,-,-,136579287,100,38.0,27.0,PG-13,RennyHarlin,"JackieChan,CharlieCoker,DavidGerson,MinLi,DamienSaccani,EsmondRen",9-2-2016,,5.6,20669,movie,Jue di tao wang,0,2016,107,"Action,Adventure,Comedy"
66,Mechanic: Resurrection,Jason Statham,68.171,Jessica Alba,11.476,Tommy Lee Jones,27.694,Michelle Yeoh,55.862,Natalie Burn,2.347,66,125729635,21218403,16.9,104511232,83.1,30.0,40.0,R,DennisGansel,"JohnThompson,RobertEarl,DavidWinkler,WilliamChartoff",8-26-2016,21200000.0,5.7,83139,movie,Mechanic: Resurrection,0,2016,98,"Action,Adventure,Crime"
67,Deepwater Horizon,Mark Wahlberg,49.465,Kurt Russell,18.08,John Malkovich,14.631,Gina Rodriguez,13.625,Dylan O'Brien,14.5,67,121790373,61433527,50.4,60356846,49.6,83.0,82.0,PG-13,PeterBerg,"LorenzodiBonaventura,MarkVahradian,StephenLevinson,DavidWomark,MarkWahlberg",9-30-2016,61400000.0,7.1,165045,movie,Deepwater Horizon,0,2016,107,"Action,Drama,History"
68,Allied,Brad Pitt,22.483,Marion Cotillard,25.239,Jared Harris,17.681,Simon McBurney,8.08,Lizzy Caplan,17.822,68,119520023,40098064,33.5,79421959,66.5,60.0,64.0,R,RobertZemeckis,"GrahamKing,RobertZemeckis,SteveStarkey",11-23-2016,39800000.0,7.1,152950,movie,Allied,0,2016,124,"Action,Drama,Romance"
69,I Belonged to You,Deng Chao,6.787,Bai Baihe,3.959,Yang Yang,11.131,Zhang Tian'ai,15.109,Yue Yunpeng,6.323,69,119107580,744541,0.6,118363039,99.4,,56.0,,ZhangYibai,,9-30-2016,,5.6,502,movie,I Belonged to You,0,2016,112,"Drama,Romance"
70,The Shallows,Blake Lively,12.53,Óscar Jaenada,8.38,Janelle Bailey,2.717,Chelsea Moody,2.411,Angelo Josue Lozano Corzo,1.4,70,119100758,55124043,46.3,63976715,53.7,78.0,59.0,PG-13,JaumeCollet-Serra,"LynnHarris,MattiLeshem",6-24-2016,55100000.0,6.3,129768,movie,The Shallows,0,2016,86,"Action,Drama,Horror"
71,The Purge: Election Year,Elizabeth Mitchell,21.396,Frank Grillo,21.101,Mykelti Williamson,11.922,Betty Gabriel,15.499,Joseph Julian Soria,6.749,71,118587880,79213375,66.8,39374505,33.2,56.0,48.0,R,JamesDeMonaco,"JasonBlum,MichaelBay,AndrewForm,BradFuller,SebastienK.Lemercier",7-1-2016,79000000.0,6.0,98983,movie,The Purge: Election Year,0,2016,108,"Action,Horror,Sci-Fi"
