,Movie Title,budget,tmdb_popularity,imdbRating,imdbNumVotes,runtimeMinutes,genres,Score_Rotten,Score_Rotten_Audience,Rating,Release-Date,NumTheatres,mean_google_trend_popularity,director_popularity,producer_popularity,actors_popularity,Revenue-Worldwide,Revenue-Domestic
948,Sicario,30000000,78.858,7.7,413701,121,"Action,Crime,Drama",92.0,85.0,R,9/18/2015,62.0,57.625,18.269,3.4766,19.147799999999997,84872444,46889293.0
949,Suck Me Shakespeer 2,0,5.471,5.9,12861,115,Comedy,,,,0,,,15.264,15.264,9.156999999999998,83027924,
950,Hitman: Agent 47,35000000,109.233,5.7,89895,96,"Action,Crime,Thriller",8.0,40.0,R,8/21/2015,101.0,43.625,1.4,2.619,8.9974,82347656,22467450.0
951,Wolf Warrior,12000000,25.646,5.3,5137,90,"Action,Crime,Thriller",,22.0,,0,,,35.249,0.0,10.3184,81411331,
952,Go Away Mr. Tumor,0,3.015,6.6,1118,85,"Comedy,Romance",,80.0,,8/14/2015,,18.625,0.6,15.264,7.2866,80606893,
953,The Wedding Ringer,23000000,42.492,6.6,74935,101,Comedy,29.0,63.0,R,1/16/2015,47.0,33.5,1.4,2.019,12.6708,79799880,64460211.0
954,Paranormal Activity: The Ghost Dimension,10000000,30.535,4.6,27505,88,"Horror,Mystery",14.0,27.0,R,10/23/2015,109.0,52.875,4.133,4.103,6.5902,78903124,18300124.0
955,The Left Ear,0,3.975,5.5,449,120,Drama,,50.0,,0,,,9.943,15.264,8.4754,78015473,
956,Bajrangi Bhaijaan,13000000,8.815,8.1,84431,163,"Action,Adventure,Comedy",88.0,86.0,,7/17/2015,146.0,21.75,2.102,3.2636,4.9616,150000000,8178001.0
957,War Room,3000000,87.856,6.5,14723,120,Drama,34.0,87.0,PG,8/28/2015,42.0,33.625,3.808,0.98,2.3392,73267874,67790117.0
958,The Transporter Refueled,25000000,54.659,5.2,41706,96,"Action,Thriller",15.0,30.0,PG-13,9/4/2015,119.0,39.75,0.6,4.8155,9.0562,72629670,16029670.0
959,Run All Night,50000000,31.162,6.6,108082,114,"Action,Crime,Thriller",59.0,56.0,R,3/13/2015,92.0,36.625,5.806,1.626,23.0082,71561644,26461644.0
960,13 Hours,50000000,89.437,7.3,136799,144,"Action,Drama,History",,,,1/15/2016,62.0,40.625,15.264,15.264,22.2514,69411370,52853219.0
961,A Violent Prosecutor,0,8.298,6.7,2882,126,"Action,Crime,Thriller",,71.0,,0,,,1.38,15.264,8.4232,66736633,
962,The Age of Adaline,25000000,37.372,7.2,170846,112,"Drama,Fantasy,Romance",55.0,67.0,PG-13,4/24/2015,70.0,41.625,2.824,1.011333333,11.3842,65663276,42629776.0
963,Monk Comes Down the Mountain,0,28.536,5.5,1917,123,Action,,41.0,,0,,,6.497,4.852,9.410599999999999,64455686,
964,Zhongkui: Snow Girl and the Dark Crystal,32000000,10.186,5.3,1331,118,"Action,Fantasy,Romance",,,,0,,,15.264,15.264,10.102599999999999,64325947,
965,The Danish Girl,15000000,25.628,7.1,179963,119,"Biography,Drama,Romance",66.0,72.0,R,11/27/2015,170.0,68.375,5.218,3.5282,17.0954,64191523,11114018.0
966,The Boy,10000000,64.098,6.0,88801,97,"Horror,Mystery,Thriller",75.0,85.0,R,1/22/2016,80.0,,5.432,2.272,9.110400000000002,64188367,35819556.0
967,The Hundred Regiments Offensive,0,0.746,4.1,100,111,War,,,,0,,,15.264,15.264,3.1732,63230000,
968,The Longest Ride,34000000,39.488,7.1,81597,123,"Comedy,Drama,Romance",31.0,71.0,PG-13,4/10/2015,72.0,42.5,7.574,3.15325,16.2736,63013281,37446117.0
969,Unfriended,1000000,35.357,5.6,74247,83,"Horror,Mystery,Thriller",62.0,37.0,R,4/17/2015,79.0,38.375,3.67,5.7445,5.287599999999999,62882090,32482090.0
970,Brooklyn,11000000,19.887,7.5,139594,117,"Drama,Romance",97.0,87.0,PG-13,11/4/2015,106.0,90.625,1.456,1.225,15.7296,62076141,38322743.0
971,"Dragon Ball Z: Resurrection ""F""",5000000,384.688,7.3,21943,93,"Action,Adventure,Animation",83.0,84.0,,8/4/2015,144.0,46.125,2.646,15.264,7.1378,61768190,8008363.0
972,Woman in Gold,11000000,10.704,7.3,57739,109,"Biography,Drama,History",57.0,79.0,PG-13,4/1/2015,77.0,65.625,4.541,1.7905,18.1104,61619773,33307793.0
973,Krampus,15000000,22.762,6.2,71877,98,"Comedy,Drama,Fantasy",67.0,51.0,PG-13,12/4/2015,71.0,44.375,3.811,4.13225,14.904999999999998,61788393,42725475.0
974,The Perfect Guy,12000000,10.348,5.6,10640,100,Thriller,18.0,51.0,PG-13,9/11/2015,51.0,31.625,1.231,0.744,9.7758,60273173,57027435.0
975,Forever Young,0,13.856,6.3,47061,102,"Drama,Romance,Sci-Fi",,,,0,,,3.623,15.264,13.780199999999999,127956187,
976,You Are My Sunshine,0,0.671,8.7,8,\N,"Drama,History,Romance",,,,0,,,15.264,15.264,1.2134,56640000,
977,No Escape,5000000,51.398,6.8,84706,103,"Action,Thriller",48.0,62.0,R,8/26/2015,89.0,54.5,6.056,1.205,24.3334,54418872,27288872.0
978,Sinister 2,10000000,28.529,5.3,53480,97,"Horror,Mystery,Thriller",15.0,31.0,R,8/21/2015,87.0,39.25,2.016,5.969,6.5554000000000014,53329150,27740955.0
979,Detective Conan: Sunflowers of Inferno,0,24.143,6.2,1392,112,"Action,Adventure,Animation",,,,0,,,15.264,15.264,8.169799999999999,52920296,
980,Prem Ratan Dhan Payo,23400000,5.24,4.5,21731,164,"Action,Drama,Musical",45.0,47.0,,11/12/2015,173.0,29.75,1.788,0.634,3.1374000000000004,67000000,4364639.0
981,The Boy Next Door,4000000,20.098,4.7,41556,91,Thriller,12.0,33.0,R,1/23/2015,73.0,45.0,5.541,5.8494,9.2424,52425855,35423380.0
982,The Night Before,25000000,23.328,6.4,73560,101,"Comedy,Fantasy",,,,11/20/2015,68.0,35.375,15.264,15.264,15.899199999999999,52395996,43047372.0
983,Hollywood Adventures,0,3.532,5.0,641,114,"Action,Adventure,Comedy",,21.0,,0,,,0.6,3.6725,9.6052,52265070,
984,"Yo-kai Watch Movie: It's the Secret of Birth, Meow!",0,12.145,5.5,246,97,"Action,Animation,Comedy",,,,0,,,15.264,15.264,11.449000000000002,51838845,
985,Hot Pursuit,35000000,17.113,5.1,50918,87,"Action,Comedy,Crime",8.0,35.0,PG-13,5/8/2015,75.0,42.375,4.434,7.466333333,10.244800000000001,51680201,34580201.0
986,The Boy and the Beast,0,73.958,7.6,23309,119,"Action,Adventure,Animation",88.0,88.0,PG-13,0,,,6.133,1.6294,10.525400000000001,49714378,
987,Entourage,30000000,19.307,6.5,79437,104,"Comedy,Drama",33.0,57.0,R,6/3/2015,80.0,51.5,1.078,17.504,7.350200000000001,49263404,32363404.0
988,The Woman in Black 2: Angel of Death,15000000,34.442,4.8,28027,98,"Drama,Horror,Thriller",23.0,24.0,PG-13,1/2/2015,91.0,23.625,1.485,1.29625,10.902199999999999,48854305,26501323.0
989,Concussion,35000000,28.806,7.1,93274,123,"Biography,Drama,Sport",58.0,74.0,PG-13,12/25/2015,116.0,41.0,1.648,4.1442,19.2398,50363790,34542474.0
990,Inside Men,0,8.213,7.0,3472,130,"Action,Crime,Drama",,,,0,,,0.0,1.4,10.024600000000001,62000000,
991,Boonie Bears Winter,0,11.897,5.2,137,96,"Animation,Comedy",,,,0,,,15.264,15.264,,47581416,
992,Mortdecai,60000000,25.697,5.5,71457,107,"Action,Adventure,Comedy",12.0,30.0,R,1/23/2015,147.0,41.375,8.283,32.37266667,22.62,47275695,7696134.0
993,Let's Get Married,0,2.033,6.4,44,68,"Adventure,Comedy",,62.0,,0,,,15.264,15.264,5.9392000000000005,45972724,
994,"McFarland, USA",0,13.627,7.4,38222,129,"Biography,Drama,Sport",80.0,88.0,PG,2/20/2015,,17.5,1.96,1.2245,10.018800000000002,45710059,
995,Still Alice,5000000,14.937,7.5,132941,101,Drama,85.0,85.0,PG-13,1/16/2015,108.0,41.5,0.0,4.117,17.9942,44779195,18763541.0
996,The DUFF,8500000,40.7,6.5,92270,101,"Comedy,Romance",73.0,66.0,PG-13,2/20/2015,76.0,36.875,1.141,3.424333333,14.701399999999998,43709744,34030343.0
997,Legend,25000000,98.209,6.9,174131,132,"Biography,Crime,Drama",68.0,68.0,PG-13,12/14/2007,,55.75,5.18,2.944333333,23.549,42972994,
998,The Gallows,100000,23.118,4.2,20412,81,"Horror,Mystery,Thriller",14.0,22.0,R,7/10/2015,100.0,38.875,0.0,1.986,1.8881999999999999,42964410,22764410.0
999,Love the Coopers,17000000,11.652,5.8,23961,107,"Comedy,Fantasy,Romance",18.0,36.0,PG-13,11/13/2015,93.0,29.0,4.63,2.656666667,18.9204,42426912,26302731.0
1000,The Lady in the Van,6000000,13.013,6.7,29051,104,"Biography,Comedy,Drama",89.0,64.0,PG-13,12/4/2016,145.0,50.5,5.817,2.872333333,11.875399999999999,41387687,10021175.0
1001,Ricki and the Flash,18000000,21.515,6.0,23383,101,"Comedy,Drama,Music",65.0,43.0,PG-13,8/7/2015,90.0,45.0,5.118,4.60325,16.488000000000003,41325328,26822144.0
1002,Spanish Affair 2,4500000,10.161,5.3,7201,99,"Comedy,Romance",,,,0,,,15.264,15.264,6.2246,40591862,
1003,Northern Limit Line,0,5.87,6.5,1162,130,"Drama,War",,71.0,,7/17/2015,,54.875,4.306,2.453,6.6293999999999995,40034677,
1004,Ex-Files 2: The Backup Strikes Back,0,1.564,4.6,174,108,Comedy,,83.0,,0,,,1.388,15.264,5.195399999999999,39108291,
1005,Criminal,31500000,68.763,6.3,65265,113,"Action,Sci-Fi,Thriller",29.0,47.0,R,4/15/2016,127.0,84.0,2.486,3.126,31.637999999999998,38803993,14708696.0
1006,Boruto: Naruto The Movie,0,278.539,8.0,10348,95,"Action,Adventure,Animation",,93.0,,0,,,2.736,15.264,8.6016,40200000,
1007,The Lazarus Effect,3300000,21.512,5.2,43055,83,"Horror,Mystery,Sci-Fi",16.0,23.0,PG-13,2/27/2015,95.0,31.75,1.646,2.621666667,14.840200000000001,64110728,25801570.0
1008,A Walk in the Woods,8000000,20.09,6.3,26855,104,"Adventure,Biography,Comedy",47.0,48.0,R,9/2/2015,84.0,47.625,4.099,8.248666667,15.6644,37461274,29504281.0
1009,Ex Machina,15000000,31.842,7.7,522104,108,"Drama,Sci-Fi,Thriller",92.0,86.0,R,4/10/2015,96.0,56.125,8.706,1.288,22.7738,36869414,25442958.0
1010,Burnt,20000000,19.6,6.6,114700,101,"Comedy,Drama",28.0,44.0,R,10/30/2015,125.0,56.875,3.117,2.307333333,18.823,36606743,13651946.0
1011,The New Adventures of Aladdin,0,11.42,4.7,2291,107,Comedy,,21.0,,0,,,1.646,15.264,6.5306,35771820,
1012,Heidi,8800000,16.444,7.4,5834,111,"Drama,Family",100.0,81.0,,0,,,1.949,1.476,3.310000000000001,35755670,
1013,Secret in Their Eyes,19500000,12.737,6.3,47768,111,"Crime,Drama,Mystery",39.0,41.0,PG-13,11/20/2015,105.0,31.375,4.027,1.8685,18.6174,34854990,20180155.0
1014,Doraemon: Nobita and the Space Heroes,46597700,14.658,6.6,606,100,"Action,Adventure,Animation",,,,0,,,15.264,15.264,7.978200000000001,34811747,
1015,Steve Jobs,30000000,19.245,7.2,166526,122,"Biography,Drama",85.0,73.0,R,10/9/2015,113.0,75.875,6.737,3.4884,14.3338,34441873,17766658.0
1016,Victor Frankenstein,40000000,23.66,6.0,56199,110,"Drama,Horror,Sci-Fi",26.0,35.0,PG-13,11/25/2015,159.0,59.25,5.781,3.532,20.234199999999998,34227298,5775076.0
1017,The Witness,0,6.702,7.0,4305,89,"Biography,Crime,Documentary",90.0,77.0,,6/3/2016,,84.625,0.995,0.995,,33963557,
1018,Project Almanac,12000000,69.181,6.3,79573,106,"Drama,Mystery,Sci-Fi",37.0,45.0,PG-13,1/30/2015,102.0,35.25,2.744,8.096666667,7.0366,33213241,22348241.0
1019,Dilwale,0,3.146,5.6,2902,172,"Action,Drama,Romance",20.0,46.0,,12/17/2015,172.0,25.75,3.007,1.128,3.7366,31994323,4871263.0
1020,Suffragette,14000000,10.155,6.9,41595,106,"Drama,History",73.0,68.0,PG-13,10/23/2015,167.0,72.75,2.132,1.86,20.624200000000002,31972096,4702420.0
1021,Self/less,26000000,32.691,6.5,97887,117,"Action,Mystery,Sci-Fi",,,R,7/10/2015,132.0,24.75,0.6,0.6,22.569399999999998,31807156,12279691.0
1022,Saving Mr. Wu,0,5.934,6.6,2374,106,"Action,Crime,Drama",100.0,67.0,,10/2/2015,,19.5,5.31,15.264,6.550999999999999,31222161,
1023,A Man Called Ove,0,16.811,7.7,53167,116,"Comedy,Drama,Romance",,,,9/30/2016,193.0,31.375,15.264,15.264,6.1724,30692889,3479315.0
1024,Far from the Madding Crowd,0,14.101,7.1,48706,119,"Drama,Romance",43.0,,,5/1/2015,133.0,42.625,0.692,0.692,12.615400000000001,30229977,12236500.0
1025,Mr. Holmes,11000000,18.888,6.8,64034,104,"Drama,Mystery",88.0,70.0,PG,7/17/2015,114.0,65.125,9.832,5.136333333,11.449000000000002,29355203,17737646.0
1026,Love & Mercy,0,14.733,7.4,38867,121,"Biography,Drama,Music",89.0,85.0,PG-13,6/5/2015,129.0,26.75,1.666,1.794333333,24.657400000000003,28641776,12551031.0
1027,The 33,25000000,17.716,6.9,37731,127,"Biography,Drama,History",48.0,59.0,PG-13,11/13/2015,134.0,44.0,1.553,1.707333333,13.800799999999999,27972023,12227722.0
1028,Bride Wars,30000000,64.325,5.4,106296,89,"Comedy,Romance",11.0,51.0,PG,1/9/2009,,43.0,2.845,6.232666667,20.9488,115375850,
1029,Irrational Man,11000000,12.247,6.6,62536,95,"Comedy,Crime,Drama",46.0,46.0,R,7/17/2015,175.0,40.5,13.842,1.063333333,17.191999999999997,27391084,4030360.0
1030,Detective K: Secret of the Lost Island,0,5.442,6.2,551,124,"Action,Adventure,Comedy",,,,0,,,15.264,15.264,5.4174,27387870,
1031,To the Fore,0,3.774,6.3,1031,125,"Drama,Sport",,56.0,,8/7/2015,,52.625,4.975,1.943,8.250800000000002,27267799,
1032,American Ultra,28000000,34.367,6.1,90345,96,"Action,Comedy",44.0,45.0,R,8/21/2015,123.0,36.75,1.764,1.5586,19.3604,27262374,14440985.0
1033,Huevos: Little Rooster's Egg-cellent Adventure,5300000,34.114,5.7,1042,98,"Adventure,Animation,Comedy",,56.0,PG,9/4/2015,140.0,,0.0,2.969,7.382400000000001,25892561,9080818.0
1034,Dügün Dernek 2: Sünnet,0,4.801,6.4,10286,112,Comedy,,,,0,,,15.264,15.264,2.499,25836668,
1035,Look Who's Back,3196621,24.052,7.0,44786,116,"Comedy,Drama,Fantasy",,80.0,,0,,,1.991,0.824,6.796200000000001,25513752,
1036,Serial Teachers 2,0,9.315,4.4,1479,92,Comedy,,,,0,,,15.264,15.264,5.912999999999999,25364150,
1037,Captain America: Civil War,250000000,181.22,7.8,747026,147,"Action,Adventure,Sci-Fi",90.0,89.0,PG-13,5/6/2016,3.0,53.0,0.0,11.621,29.8308,1153296293,408084349.0
1038,Rogue One: A Star Wars Story,200000000,56.345,7.8,601659,133,"Action,Adventure,Sci-Fi",84.0,86.0,PG-13,12/16/2016,2.0,40.875,1.985,3.041,14.3904,1056057273,532177324.0
1039,Finding Dory,200000000,65.191,7.3,265512,97,"Adventure,Animation,Comedy",94.0,84.0,PG,6/17/2016,1.0,32.5,10.246,9.804,9.7424,1028570889,486295561.0
1040,Zootopia,150000000,110.951,8.0,478235,108,"Adventure,Animation,Comedy",98.0,92.0,PG,3/4/2016,7.0,49.875,0.0,0.98,16.4526,1023784195,341268248.0
1041,The Jungle Book,4000000,100.833,7.6,177775,78,"Adventure,Animation,Comedy",94.0,86.0,PG,4/15/2016,5.0,56.0,25.21,13.585,6.1714,966550600,364001123.0
1042,Batman v Superman: Dawn of Justice,250000000,155.102,6.5,683335,152,"Action,Adventure,Sci-Fi",29.0,63.0,PG-13,3/25/2016,8.0,30.75,16.668,4.229,31.781,873634919,330360194.0
1043,Fantastic Beasts and Where to Find Them,180000000,735.231,7.3,447739,132,"Adventure,Family,Fantasy",74.0,79.0,PG-13,11/18/2016,12.0,38.75,14.088,6.02375,27.021799999999995,814037575,234037575.0
1044,Deadpool,58000000,253.047,8.0,989349,108,"Action,Adventure,Comedy",85.0,90.0,R,2/12/2016,6.0,40.5,8.488,27.465,21.630200000000002,783100000,363070709.0
1045,Doctor Strange,165000000,387.564,7.5,687543,115,"Action,Adventure,Fantasy",89.0,86.0,PG-13,11/4/2016,11.0,56.5,5.931,11.621,32.437599999999996,677718395,232641920.0
1046,Moana,150000000,43.125,7.6,317410,107,"Adventure,Animation,Comedy",95.0,89.0,PG,11/23/2016,13.0,53.75,0.0,2.36,14.219,690860472,248757044.0
1047,X-Men: Apocalypse,178000000,122.323,6.9,421758,144,"Action,Adventure,Sci-Fi",46.0,65.0,PG-13,5/27/2016,17.0,73.75,11.971,6.80175,31.698400000000003,543934787,155442489.0
1048,Kung Fu Panda 3,145000000,109.043,7.1,151405,95,"Action,Adventure,Animation",87.0,78.0,PG,1/29/2016,20.0,44.5,0.0,0.6,19.5946,521170825,143528619.0
1049,La La Land,30000000,37.972,8.0,561354,128,"Comedy,Drama,Music",91.0,81.0,PG-13,12/9/2016,87.0,60.875,7.146,2.50775,17.4268,448900000,151101803.0
1050,Warcraft,160000000,84.215,6.8,258618,123,"Action,Adventure,Fantasy",28.0,76.0,PG-13,6/10/2016,66.0,58.625,4.913,3.0058,20.5124,439048914,47365290.0
1051,Jason Bourne,120000000,39.156,6.6,222698,123,"Action,Thriller",54.0,55.0,PG-13,7/29/2016,15.0,44.5,4.05,10.20916667,17.3708,415484914,162434410.0
1052,Ice Age 5: Collision Course,105000000,163.593,5.7,64652,94,"Adventure,Animation,Comedy",,,,7/22/2016,49.0,63.0,15.264,15.264,12.5746,408579038,64063008.0
1053,Independence Day: Resurgence,165000000,71.559,5.2,176469,120,"Action,Adventure,Sci-Fi",29.0,30.0,PG-13,6/24/2016,27.0,39.25,7.582,4.443666667,16.105,389681935,103144286.0
1054,The Legend of Tarzan,180000000,57.927,6.2,173708,110,"Action,Adventure,Drama",35.0,58.0,PG-13,7/1/2016,23.0,30.375,14.088,1.62575,31.901400000000002,356743061,126643061.0
1055,The Angry Birds Movie,73000000,63.368,6.3,89637,97,"Action,Adventure,Animation",43.0,46.0,PG,5/20/2016,26.0,57.375,0.0,1.711333333,14.978,352333929,107509366.0
1056,Trolls,125000000,69.056,6.5,79603,92,"Adventure,Animation,Comedy",75.0,67.0,PG,11/4/2016,19.0,69.25,0.0,2.381,12.7486,346864462,153707064.0
1057,Star Trek Beyond,185000000,49.959,7.0,241815,122,"Action,Adventure,Sci-Fi",86.0,80.0,PG-13,7/22/2016,16.0,43.25,11.224,6.731,19.3472,343471816,158848340.0
1058,The Great Wall,150000000,91.712,5.9,132108,103,"Action,Adventure,Fantasy",,,,2/17/2017,59.0,42.75,15.264,15.264,22.9082,334933831,45540830.0
1059,Now You See Me 2,90000000,70.339,6.4,277502,129,"Action,Adventure,Comedy",33.0,53.0,PG-13,6/10/2016,47.0,48.5,3.356,7.051666667,20.6922,334901337,65075540.0
1060,The Conjuring 2,40000000,178.489,7.3,259188,134,"Horror,Mystery,Thriller",80.0,81.0,R,6/10/2016,28.0,28.25,13.692,6.312666667,18.0516,320392818,102470008.0
1061,Resident Evil: The Final Chapter,40000000,3.39,5.5,91668,107,"Action,Adventure,Horror",37.0,48.0,R,1/27/2017,93.0,38.5,12.24,4.6175,16.1018,312242626,26830068.0
1062,Passengers,110000000,45.545,7.0,388526,116,"Drama,Romance,Sci-Fi",30.0,63.0,PG-13,12/21/2016,59.0,48.875,5.61,4.4835,24.7754,303144152,100014699.0
1063,Alice Through the Looking Glass,170000000,62.101,6.2,104310,113,"Adventure,Family,Fantasy",28.0,48.0,PG,5/27/2016,39.0,37.875,6.873,5.90375,31.214799999999997,299457024,77041381.0
1064,Miss Peregrine's Home for Peculiar Children,110000000,93.64,6.7,167868,127,"Adventure,Drama,Family",64.0,60.0,PG-13,9/30/2016,34.0,51.875,14.466,2.9965,22.792399999999997,296482446,87242834.0
1065,Teenage Mutant Ninja Turtles: Out of the Shadows,135000000,64.218,5.9,91376,112,"Action,Adventure,Comedy",38.0,46.0,PG-13,6/3/2016,37.0,35.0,1.932,5.2916,12.3702,245623848,82051601.0
1066,Sully,60000000,39.568,7.4,263077,96,"Biography,Drama",85.0,84.0,PG-13,9/9/2016,24.0,43.125,31.857,9.966,16.766,240797623,125070033.0
1067,Assassin's Creed,125000000,63.873,5.7,196263,115,"Action,Adventure,Sci-Fi",18.0,42.0,PG-13,12/21/2016,78.0,72.125,3.167,4.917428571,17.571800000000003,240697856,54647948.0
1068,Hidden Figures,25000000,136.081,7.8,221031,127,"Biography,Drama,History",93.0,93.0,PG,12/25/2017,20.0,42.125,5.802,4.7326,16.913999999999998,235956898,169607287.0
1069,Inferno,75000000,38.817,6.2,172135,121,"Action,Adventure,Crime",23.0,36.0,PG-13,10/28/2016,84.0,74.25,9.634,7.4945,13.9588,220021259,34343574.0
1070,Central Intelligence,50000000,64.517,6.3,182357,107,"Action,Comedy,Crime",71.0,62.0,PG-13,6/17/2016,22.0,32.75,11.237,2.905,18.4584,216972543,127440871.0
1071,Bridget Jones's Baby,35000000,24.473,6.5,74457,123,"Comedy,Drama,Romance",78.0,65.0,R,9/16/2016,103.0,35.75,3.695,3.611333333,12.996800000000002,211952420,24252420.0
1072,Me Before You,20000000,144.59,7.4,240680,106,"Drama,Romance",54.0,73.0,PG-13,6/3/2016,56.0,41.625,0.753,2.0235,15.5838,208314186,56245075.0
1073,London Has Fallen,60000000,64.179,5.9,155438,99,"Action,Thriller",27.0,50.0,R,3/4/2016,51.0,34.625,2.776,5.872,14.316400000000002,205754447,62524260.0
1074,Arrival,47000000,71.291,7.9,665147,116,"Drama,Sci-Fi",94.0,82.0,PG-13,11/11/2016,31.0,34.0,18.269,9.654,19.1758,203388186,100546139.0
1075,The BFG,140000000,49.229,6.4,84335,117,"Adventure,Family,Fantasy",74.0,57.0,PG,7/1/2016,57.0,32.0,29.221,11.66033333,17.0734,195243411,55483770.0
1076,The Monkey King 2,68490000,19.42,5.9,3138,119,"Action,Adventure,Fantasy",100.0,51.0,,2/5/2016,,50.125,6.842,15.264,8.4992,193678298,
1077,Bad Moms,20000000,23.108,6.2,122585,100,Comedy,58.0,63.0,R,7/29/2016,25.0,38.125,0.0,3.2655,20.6892,183936074,113257297.0
1078,Storks,70000000,45.525,6.8,61077,87,"Adventure,Animation,Comedy",65.0,62.0,PG,9/23/2016,43.0,35.125,0.0,5.183,14.418599999999998,183388953,72679278.0
1079,From Vegas to Macau III,0,9.561,2.3,3214,113,"Comedy,Drama",20.0,12.0,,0,,,0.0,4.352333333,15.1612,181732879,
1080,Hacksaw Ridge,40000000,381.51,8.1,497127,139,"Biography,Drama,History",84.0,91.0,R,11/4/2016,48.0,38.375,39.917,1.141125,23.229999999999997,180563636,67209615.0
1081,Allegiant,110000000,61.538,5.7,118898,120,"Action,Adventure,Mystery",29.0,41.0,R,3/18/2016,46.0,80.75,0.98,0.77,23.125400000000003,179246868,66184051.0
1082,Operation Mekong,30200000,44.368,6.5,4688,124,"Action,Adventure,Crime",80.0,62.0,,9/30/2016,,32.375,4.975,15.264,6.6462,173839072,
1083,The Girl on the Train,45000000,40.453,6.5,183837,112,"Crime,Drama,Mystery",9.0,20.0,,10/7/2016,41.0,55.0,1.176,0.91,27.5856,173185859,75395035.0
1084,The Huntsman: Winter's War,115000000,46.709,6.1,107494,114,"Action,Adventure,Drama",20.0,45.0,PG-13,4/22/2016,64.0,69.5,3.778,5.184,25.558600000000002,164989338,48390190.0
1085,The Magnificent Seven,90000000,70.698,6.9,207043,132,"Action,Adventure,Western",63.0,71.0,PG-13,9/23/2016,30.0,41.875,7.806,3.831,25.4326,162360636,93432655.0
1086,Jack Reacher: Never Go Back,60000000,170.948,6.1,153339,118,"Action,Crime,Drama",38.0,42.0,PG-13,10/21/2016,55.0,42.5,7.371,17.73833333,19.802,162146076,58697076.0
1087,The Accountant,44000000,51.651,7.3,287307,128,"Action,Thriller",51.0,76.0,R,10/14/2016,35.0,39.75,4.501,4.2055,18.4932,155160045,86260045.0
1088,Lights Out,4900000,49.123,6.3,125726,81,"Horror,Mystery",,,,7/22/2016,45.0,32.75,15.264,15.264,10.833200000000001,148868835,67268835.0
1089,Time Raiders,0,5.909,4.9,820,124,"Adventure,Fantasy",,41.0,,0,,,4.98,0.6,6.1668,145819137,
1090,Pete's Dragon,65000000,29.924,6.7,57616,102,"Action,Adventure,Comedy",88.0,72.0,PG,8/12/2016,40.0,41.0,6.917,0.6,17.6974,143695338,76233151.0
1091,Sausage Party,19000000,58.132,6.1,189719,89,"Adventure,Animation,Comedy",82.0,50.0,R,8/12/2016,29.0,32.75,0.0,12.381,17.504,140705322,97685686.0
1092,Skiptrace,32000000,38.97,5.6,20669,107,"Action,Adventure,Comedy",38.0,27.0,PG-13,9/2/2016,,37.625,15.945,7.2175,15.813599999999997,136579287,
1093,Mechanic: Resurrection,40000000,73.389,5.7,83139,98,"Action,Adventure,Crime",30.0,40.0,R,8/26/2016,107.0,44.375,8.061,3.16125,33.11,125729635,21218403.0
1094,Deepwater Horizon,110000000,37.511,7.1,165045,107,"Action,Drama,History",82.0,82.0,PG-13,9/30/2016,53.0,36.5,12.59,11.4788,22.060200000000002,121790373,61433527.0
1095,Allied,85000000,26.231,7.1,152950,124,"Action,Drama,Romance",60.0,64.0,R,11/23/2016,74.0,47.5,16.549,6.974666667,18.261000000000003,119520023,40098064.0
1096,I Belonged to You,0,2.888,5.6,502,112,"Drama,Romance",,56.0,,9/30/2016,,20.25,3.881,15.264,8.661800000000001,119107580,
1097,The Shallows,17000000,31.378,6.3,129768,86,"Action,Drama,Horror",78.0,59.0,PG-13,6/24/2016,60.0,37.5,5.806,1.686,5.4876,119100758,55124043.0
1098,The Purge: Election Year,10000000,95.602,6.0,98983,108,"Action,Horror,Sci-Fi",55.0,48.0,R,7/1/2016,38.0,31.25,11.812,6.1794,15.333399999999997,118587880,79213375.0
1099,Why Him?,38000000,42.354,6.2,110139,111,Comedy,39.0,51.0,R,12/23/2016,88.0,21.625,2.359,16.5715,18.2016,118102725,60323786.0
1100,Book of Love,0,113.162,5.5,1537,106,"Comedy,Romance",49.0,61.0,,0,,,1.294,1.623714286,6.4126,114679097,
1101,Office Christmas Party,45000000,18.044,5.8,79084,105,Comedy,40.0,40.0,R,12/9/2016,63.0,44.875,0.0,2.088,13.5298,114501299,54767494.0
1102,How to Be Single,38000000,35.243,6.1,86853,110,"Comedy,Drama,Romance",46.0,47.0,R,2/12/2016,67.0,41.0,1.482,1.86,17.6568,112343513,46843513.0
1103,10 Cloverfield Lane,15000000,31.244,7.2,314792,103,"Action,Drama,Horror",90.0,79.0,PG-13,3/11/2016,44.0,41.25,3.919,6.273,12.1184,110216998,72082998.0
1104,Neighbors 2: Sorority Rising,35000000,42.539,5.7,120926,92,Comedy,64.0,44.0,R,5/20/2016,58.0,28.875,8.382,12.30033333,29.925599999999996,108758521,55455765.0
1105,Cold War 2,0,12.893,6.6,2828,110,"Action,Crime,Drama",60.0,57.0,,7/8/2016,,41.75,0.0,2.1075,12.513200000000001,103197501,
1106,Railroad Tigers,50000000,14.595,5.7,4369,124,"Action,Adventure,Comedy",38.0,46.0,,1/6/2017,,82.125,5.31,15.264,9.816399999999998,102205175,
1107,Dirty Grandpa,11500000,70.628,5.9,121555,102,Comedy,10.0,44.0,R,1/22/2016,81.0,39.625,8.837,2.51075,23.1166,94073028,35593113.0
