,Movie Title,budget,tmdb_popularity,imdbRating,imdbNumVotes,runtimeMinutes,genres,Score_Rotten,Score_Rotten_Audience,Rating,Release-Date,NumTheatres,mean_google_trend_popularity,director_popularity,producer_popularity,actors_popularity,Revenue-Worldwide,Revenue-Domestic
1108,Ben-Hur,15000000,239.576,8.1,234128,212,"Adventure,Drama,History",25.0,53.0,PG-13,8/19/2016,99.0,29.25,7.503,1.704333333,7.898999999999999,164000000,26410477.0
1109,Money Monster,27000000,18.442,6.5,98959,98,"Crime,Drama,Mystery",59.0,50.0,R,5/13/2016,72.0,28.375,27.031,7.6355,15.5414,93282604,41012075.0
1110,Train to Busan,8500000,139.898,7.6,206704,118,"Action,Horror,Thriller",94.0,89.0,,7/22/2016,,40.375,8.576,2.758,10.991,92742323,
1111,My Big Fat Greek Wedding 2,18000000,16.036,6.0,30471,94,"Comedy,Romance",27.0,53.0,PG-13,3/25/2016,54.0,36.0,1.216,12.86033333,7.401999999999999,90632641,59689605.0
1112,Collateral Beauty,36000000,42.244,6.8,98817,97,"Drama,Romance",13.0,64.0,PG-13,12/16/2016,102.0,40.5,2.232,2.2972,22.893400000000003,88528280,31016021.0
1113,Line Walker,0,9.448,6.0,1439,109,"Action,Crime,Mystery",,45.0,,0,,,2.288,8.039,8.574,88658655,
1114,War Dogs,40000000,51.163,7.1,206068,114,"Biography,Comedy,Crime",61.0,69.0,R,8/19/2016,70.0,33.0,8.017,15.08566667,35.4858,86234523,43034523.0
1115,Big Fish & Begonia,4531653,52.444,7.0,6058,100,"Adventure,Animation,Drama",91.0,70.0,PG-13,4/6/2018,,22.625,0.0,15.264,4.6288,85409373,
1116,Nerve,19000000,39.671,6.5,126529,96,"Action,Adventure,Crime",66.0,66.0,PG-13,7/27/2016,75.0,59.875,0.0,1.3385,18.3096,85251425,38583626.0
1117,Ouija: Origin of Evil,9000000,44.77,6.2,61552,99,"Drama,Horror,Mystery",83.0,57.0,PG-13,10/21/2016,82.0,58.125,4.468,5.936666667,12.006,81705746,35144505.0
1118,Underworld: Blood Wars,35000000,84.461,5.7,74830,91,"Action,Adventure,Fantasy",21.0,49.0,R,1/6/2017,85.0,52.375,5.774,3.0848,14.901,81093313,30353973.0
1119,Manchester by the Sea,9000000,24.219,7.8,271895,137,Drama,96.0,78.0,R,11/18/2016,96.0,78.0,2.342,10.5782,13.8122,78988148,47695371.0
1120,Shin Godzilla,15000000,23.369,6.8,27031,120,"Action,Drama,Horror",,,,0,,,15.264,15.264,7.324599999999999,77947607,
1121,Mike and Dave Need Wedding Dates,33000000,41.469,6.0,88142,98,"Comedy,Romance",38.0,51.0,R,7/8/2016,69.0,32.5,4.668,3.061333333,20.211199999999998,77068246,46009673.0
1122,Kubo and the Two Strings,60000000,98.056,7.8,126510,101,"Action,Adventure,Animation",97.0,86.0,PG,8/19/2016,65.0,28.0,0.6,0.79,13.6864,76249438,48023088.0
1123,Quo vado?,11089000,8.662,6.6,11074,86,Comedy,60.0,62.0,,0,,,2.143,1.708,2.3282,75878701,
1124,Boo! A Madea Halloween,20000000,17.263,4.6,8464,103,"Comedy,Drama,Horror",19.0,52.0,PG-13,10/21/2016,42.0,,6.343,2.594333333,7.976000000000001,74827344,73206343.0
1125,Miracles from Heaven,16000000,143.155,7.1,24980,109,"Biography,Drama,Family",45.0,80.0,PG,3/16/2016,52.0,45.375,1.553,3.118,15.8884,73983359,61705123.0
1126,I Am Not Madame Bovary,0,4.694,6.9,2217,128,"Comedy,Drama",83.0,69.0,,11/18/2016,,27.5,5.947,15.264,10.093,70826207,
1127,One Piece Film: Gold,0,115.456,7.3,4876,124,"Action,Adventure,Animation",67.0,82.0,,0,,,3.907,15.264,9.5944,66207073,
1128,Moonlight,4000000,24.231,7.4,298692,111,Drama,98.0,79.0,R,10/21/2016,135.0,82.5,5.044,3.308666667,7.5256,65336603,27854932.0
1129,Monster Trucks,125000000,45.833,5.6,16926,104,"Action,Adventure,Comedy",32.0,51.0,PG,1/13/2017,78.0,40.375,10.231,1.725,11.9642,64493915,33370166.0
1130,Fences,24000000,46.523,7.2,105982,139,Drama,,,,12/16/2016,100.0,78.25,15.264,15.264,12.6864,64414761,57682904.0
1131,"Hail, Caesar!",22000000,19.085,6.3,132241,106,"Comedy,Drama,Mystery",86.0,44.0,PG-13,2/5/2016,,,0.0,6.18375,33.535000000000004,63647656,
1132,The Nice Guys,50000000,24.027,7.4,311302,116,"Action,Comedy,Crime",91.0,79.0,R,5/20/2016,79.0,31.875,8.983,2.846,14.4184,62788218,36261763.0
1133,L.O.R.D: Legend of Ravaging Dynasties,0,26.972,5.1,1206,118,"Adventure,Animation,Fantasy",,31.0,,9/30/2016,,37.0,5.582,15.264,11.796199999999999,58089494,
1134,Nine Lives,30000000,23.845,5.3,22494,87,"Comedy,Drama,Family",14.0,41.0,PG,8/5/2016,113.0,32.5,7.28,1.774,22.5188,57814445,19700032.0
1135,Zoolander 2,50000000,21.245,4.7,68496,101,"Action,Adventure,Comedy",22.0,20.0,PG-13,2/12/2016,92.0,51.125,16.396,4.9228,24.2102,56722693,28848693.0
1136,Barbershop: The Next Cut,20000000,26.372,5.9,15090,111,"Comedy,Drama",90.0,66.0,PG-13,4/15/2016,61.0,21.5,9.21,6.705666667,10.264600000000002,55030051,54030051.0
1137,The Age of Shadows,9620000,12.301,7.1,9764,140,"Action,Drama,Thriller",100.0,83.0,,9/23/2016,,44.0,7.389,0.6,12.896600000000001,54491162,
1138,A Chinese Odyssey: Part Three,0,7.286,3.6,449,93,Fantasy,,87.0,,0,,,7.899,15.264,9.337,53306108,
1139,Patriots Day,45000000,34.765,7.4,100371,133,"Action,Crime,Drama",80.0,86.0,R,12/21/2017,83.0,29.0,12.59,11.2515,23.9968,52185751,31886361.0
1140,My Beloved Bodyguard,0,7.899,5.9,2158,99,"Action,Crime,Drama",,,,0,,,15.264,15.264,8.528400000000001,52165873,
1141,The Finest Hours,80000000,32.148,6.7,65757,117,"Action,Drama,History",63.0,66.0,PG-13,1/29/2016,94.0,43.625,4.636,1.2765,16.1362,52099090,27569558.0
1142,Master,0,15.751,4.9,2968,98,"Drama,Horror,Mystery",74.0,40.0,R,3/18/2022,,96.5,1.4,0.848333333,7.7318,51636415,
1143,Doraemon the Movie: Nobita and the Birth of Japan,0,13.617,6.8,709,104,"Adventure,Animation,Comedy",,,,0,,,15.264,15.264,,50939840,
1144,The Wailing,10951000,22.121,7.4,64365,156,"Drama,Horror,Mystery",99.0,82.0,,5/20/2016,,67.625,5.734,15.264,8.188999999999998,49851770,
1145,Two Is a Family,0,27.473,7.3,26104,118,"Comedy,Drama",,,,0,,,15.264,15.264,8.0244,49619118,
1146,Luck-Key,0,12.703,6.9,2521,112,"Action,Comedy,Crime",,76.0,,0,,,0.0,1.673,13.5054,48913975,
1147,Florence Foster Jenkins,29000000,13.392,6.8,55192,111,"Biography,Comedy,Drama",88.0,68.0,PG-13,8/12/2016,95.0,37.25,5.458,0.714,23.732999999999997,48902953,27383770.0
1148,Mother's Day,25000000,16.688,5.6,36692,118,"Comedy,Drama,Romance",,,,4/29/2016,85.0,64.0,0.6,0.7985,17.333,48782670,32492859.0
1149,A Monster Calls,43000000,26.944,7.5,86762,108,"Adventure,Drama,Family",86.0,81.0,PG-13,12/23/2017,178.0,40.125,5.945,1.991,20.147200000000005,47309313,3740823.0
1150,Risen,20000000,139.874,6.3,27662,107,"Action,Drama,History",20.0,8.0,,2/19/2016,77.0,41.75,1.4,1.4,16.4588,46432579,36880033.0
1151,Eddie the Eagle,23000000,20.529,7.4,91770,106,"Biography,Comedy,Drama",81.0,82.0,PG-13,2/26/2016,124.0,55.875,12.482,4.734,13.524199999999999,46152800,15789389.0
1152,Blair Witch,5000000,39.059,5.0,44737,89,"Horror,Mystery,Thriller",37.0,31.0,R,9/16/2016,109.0,40.875,7.81,2.07475,6.1172,45173154,20777061.0
1153,Boonie Bears: The Big Top Secret,0,7.399,4.9,178,99,Animation,,,,0,,,15.264,15.264,0.9803999999999998,45150390,
1154,Café Society,30000000,15.346,6.6,76001,96,"Comedy,Drama,Romance",71.0,56.0,PG-13,7/15/2016,140.0,35.25,13.842,1.063333333,23.3536,43763247,11103205.0
1155,League of Gods,38000000,28.631,4.5,2626,109,"Action,Fantasy",,,,0,,,15.264,15.264,17.9374,43498766,
1156,Almost Christmas,17000000,10.017,6.1,6754,111,"Comedy,Drama",49.0,64.0,PG-13,11/11/2016,71.0,23.625,1.98,2.638,10.726799999999999,42580920,42158780.0
1157,The Witch,4000000,49.742,6.9,237509,92,"Drama,Horror,Mystery",90.0,59.0,R,2/19/2016,101.0,46.5,18.773,1.157,14.528600000000003,40423945,25138705.0
1158,The Wild Life,0,4.894,6.0,2732,96,"Comedy,Drama",17.0,28.0,PG,9/9/2016,157.0,38.25,0.0,1.544,7.1049999999999995,40075446,8005586.0
1159,Love O2O,0,7.146,6.4,1002,103,"Drama,Romance",,,,0,,,15.264,15.264,7.8671999999999995,39969537,
1160,The Forest,10000000,37.316,4.8,42197,93,"Horror,Mystery,Thriller",,,,1/8/2016,98.0,59.25,15.264,15.264,9.289599999999998,39712000,26594261.0
1161,Absolutely Fabulous: The Movie,0,14.256,5.4,12440,91,"Comedy,Crime",58.0,41.0,R,7/22/2016,171.0,46.5,1.7,1.036,10.883600000000001,39219109,4772155.0
1162,My Mom Is a Character 2,2000000,5.414,6.6,2700,88,Comedy,,,,0,,,15.264,15.264,1.5168,39195565,
1163,"Crouching Tiger, Hidden Dragon: Sword of Destiny",20000000,21.745,6.1,19315,96,"Action,Adventure,Drama",20.0,39.0,PG-13,0,,,5.058,7.2665,23.6442,38659039,
1164,Hell or High Water,12000000,23.637,7.6,223735,102,"Action,Crime,Drama",97.0,88.0,R,8/12/2016,97.0,70.25,1.769,4.3415,18.6406,37879877,27007844.0
1165,Mission Milano,0,1.407,3.9,289,103,"Action,Adventure,Comedy",,0.0,,0,,,8.039,0.6,14.0988,37749848,
1166,The Handmaiden,8575000,36.959,8.1,136835,145,"Drama,Romance,Thriller",96.0,91.0,,10/21/2016,,43.75,10.827,9.466,14.0712,37767206,
1167,Snowden,40000000,25.467,7.3,149420,134,"Biography,Crime,Drama",61.0,70.0,R,9/16/2016,106.0,45.5,7.534,1.2565,15.254399999999999,37357216,21587519.0
1168,Nobunaga Concerto: The Movie,0,4.522,6.3,429,126,"Adventure,Comedy,Sci-Fi",,,,0,,,15.264,15.264,9.225399999999999,36187594,
1169,Eye in the Sky,13000000,13.73,7.3,85001,102,"Action,Drama,Thriller",95.0,82.0,R,3/11/2016,118.0,42.875,2.375,6.037333333,16.3382,35259653,18704595.0
1170,Os Dez Mandamentos - O Filme,39307171,259.318,3.6,1140,120,"Adventure,Drama,Fantasy",,,,0,,,15.264,15.264,2.9954,37070177,
1171,Bounty Hunters,0,4.67,4.5,504,98,"Action,Comedy,Drama",,,,0,,,15.264,15.264,4.8016,31918573,
1172,Ae Dil Hai Mushkil,0,7.101,5.8,22871,158,"Drama,Music,Musical",50.0,44.0,,10/28/2016,175.0,31.125,2.353,1.287333333,6.335000000000001,31668920,4264983.0
1173,Assassination Classroom: The Graduation,0,23.021,5.7,814,118,"Action,Adventure,Comedy",,70.0,,0,,,3.771,1.383,6.7898,31352921,
1174,Billy Lynn's Long Halftime Walk,40000000,18.195,6.2,22393,113,"Action,Drama,Sport",43.0,41.0,R,11/18/2016,,62.0,6.644,2.98925,16.5896,30930984,
1175,Norm of the North,7000000,16.053,3.5,9319,88,"Adventure,Animation,Comedy",6.0,22.0,PG,1/15/2016,122.0,23.875,0.84,1.057,16.9612,30734502,17062499.0
1176,When the Bough Breaks,10000000,20.153,5.1,6904,107,"Drama,Thriller",12.0,45.0,PG-13,9/9/2016,91.0,26.25,3.069,2.3345,8.3004,30658387,29747603.0
1177,Nocturnal Animals,22500000,58.511,7.5,267575,116,"Drama,Thriller",74.0,73.0,R,11/18/2016,144.0,66.625,3.072,2.67,23.7344,30311857,10663357.0
1178,A Silent Voice: The Movie,0,179.544,8.1,73792,130,"Animation,Drama",,,,0,,,15.264,15.264,9.094,30156463,
1179,Keeping Up with the Joneses,40000000,24.473,5.9,62285,105,"Action,Comedy",19.0,37.0,PG-13,10/21/2016,126.0,32.5,5.082,6.1795,23.7988,29918745,14904426.0
1180,Jackie,9000000,21.915,6.7,78439,100,"Biography,Drama",88.0,60.0,R,12/2/2016,163.0,46.375,4.088,2.5072,17.877,29777777,13960394.0
1181,Masterminds,25000000,23.712,5.8,54796,95,"Biography,Comedy,Crime",,,,9/30/2016,120.0,27.375,15.264,15.264,21.8568,29674699,17368022.0
1182,Flight Crew,10000000,26.752,6.6,5389,138,"Action,Adventure,Drama",,58.0,,0,,,1.153,4.260666667,10.5828,29171110,
1183,M.S. Dhoni: The Untold Story,0,7.841,8.1,52700,184,"Biography,Drama,Sport",75.0,78.0,,9/30/2016,,18.5,1.62,0.6,5.926,28903047,
1184,Welcome to Germany,0,0.93,6.7,77,102,Drama,,,,0,,,15.264,15.264,4.4542,28036021,
1185,The Brothers Grimsby,35000000,35.745,6.2,100049,83,"Action,Adventure,Comedy",36.0,41.0,R,3/11/2016,160.0,41.25,7.598,3.7852,17.465,27979040,6874837.0
1186,The Light Between Oceans,20000000,30.31,7.2,55940,133,"Drama,Romance",62.0,61.0,PG-13,9/2/2016,134.0,32.125,1.216,1.837,12.399199999999999,25975621,12545979.0
1187,A Beautiful Planet,0,6.707,7.3,1344,46,Documentary,100.0,78.0,G,4/29/2016,156.0,31.0,0.6,0.6,,25730120,15650615.0
1188,Mr. Donkey,0,2.989,7.4,1731,113,Comedy,,88.0,,10/28/2016,,20.375,0.0,15.264,2.6082,25537759,
1189,Born in China,0,16.278,7.2,3817,79,Documentary,83.0,73.0,G,4/21/2017,123.0,23.375,0.6,2.182,,25081168,13873211.0
1190,Call of Heroes,32000000,20.853,6.4,2329,120,"Action,Adventure,Crime",88.0,64.0,,0,,,1.543,1.543,12.404,25040561,
1191,Free State of Jones,50000000,29.809,6.9,57175,139,"Action,Biography,Drama",47.0,64.0,R,6/24/2016,108.0,34.125,10.546,5.280666667,15.690800000000001,25035950,20810036.0
1192,Whiskey Tango Foxtrot,35000000,11.854,6.6,52354,112,"Biography,Comedy,Drama",67.0,54.0,R,3/4/2016,105.0,30.625,0.0,6.758,17.009,24972139,23083334.0
1193,Soulmate,0,3.491,5.0,831,104,"Horror,Mystery",,27.0,,0,,,1.876,0.6,5.771199999999999,24684439,
1194,The Snow Queen 3: Fire and Ice,0,10.56,6.1,2220,89,"Adventure,Animation,Comedy",,95.0,,8/31/2018,,24.625,4.034,1.2125,1.238,24644317,
1195,God's Not Dead 2,5000000,110.841,4.4,12410,120,Drama,10.0,62.0,PG,4/1/2016,110.0,32.75,1.528,1.7364,14.238,24487848,20774575.0
1196,Camping 3,0,7.332,4.3,976,105,Comedy,,,,0,,,15.264,15.264,4.1659999999999995,24224579,
1197,The Founder,15000000,38.536,7.2,144379,115,"Biography,Drama",80.0,82.0,PG-13,1/19/2017,126.0,50.75,7.841,9.078666667,18.934400000000004,24121245,12786053.0
1198,Bad Santa 2,26000000,20.508,5.6,25377,92,"Comedy,Crime,Drama",23.0,34.0,R,11/23/2016,119.0,38.0,4.04,1.352,12.980599999999999,24079268,17782178.0
1199,Spirits' Homecoming,0,2.854,6.7,527,127,Drama,,38.0,,0,,,2.786,2.786,2.0547999999999997,23857217,
1200,Kevin Hart: What Now?,9900000,9.099,5.9,9431,96,"Comedy,Documentary",76.0,58.0,R,10/14/2016,104.0,27.125,0.0,0.72,13.342400000000001,23600000,23591043.0
1201,No manches Frida,0,108.828,5.5,2301,114,"Comedy,Romance",13.0,72.0,PG-13,9/2/2016,139.0,28.5,2.598,8.914,10.372,23540937,11528613.0
1202,Middle School: The Worst Years of My Life,8500000,20.122,6.1,8909,92,"Animation,Comedy,Family",64.0,58.0,PG,10/7/2016,112.0,39.875,4.385,1.628,12.1582,23316139,20007149.0
1203,Triple 9,20000000,29.453,6.3,71423,115,"Action,Crime,Thriller",54.0,41.0,R,2/26/2016,133.0,41.125,2.142,1.308,16.1804,23177948,12639297.0
1204,The Choice,10000000,18.805,6.5,39509,111,"Drama,Romance",11.0,61.0,PG-13,2/5/2016,117.0,47.0,1.388,2.020666667,21.869999999999997,23064015,18730891.0
1205,Penny Pincher!,0,12.4,5.8,5282,89,Comedy,,,,0,,,15.264,15.264,6.871599999999999,22955486,
1206,Star Wars: Episode VIII - The Last Jedi,200000000,81.64,6.9,608098,152,"Action,Adventure,Fantasy",,,,12/15/2017,1.0,24.25,15.264,15.264,14.805000000000001,1332698830,620181382.0
1207,The Fate of the Furious,250000000,185.15,6.6,225701,136,"Action,Crime,Thriller",67.0,72.0,PG-13,4/14/2017,10.0,31.5,5.49,15.95875,31.911199999999997,1238764765,226008385.0
1208,Despicable Me 3,80000000,94.326,6.3,128233,89,"Adventure,Animation,Comedy",59.0,53.0,PG,6/30/2017,8.0,52.5,0.0,4.2655,18.8306,1034799409,264624300.0
1209,Jumanji: Welcome to the Jungle,90000000,81.408,6.9,362255,119,"Action,Adventure,Comedy",76.0,87.0,PG-13,12/20/2017,18.0,52.625,5.916,2.224,23.0024,962102237,404515480.0
1210,Spider-Man: Homecoming,175000000,247.315,7.4,621059,133,"Action,Adventure,Sci-Fi",92.0,87.0,PG-13,7/7/2017,5.0,41.0,11.955,8.5805,44.295,880166924,334201140.0
1211,Wolf Warrior 2,29700000,21.519,5.9,7892,123,"Action,Adventure,Drama",69.0,75.0,,7/28/2017,194.0,32.75,35.249,15.264,13.1782,870325439,2721100.0
1212,Guardians of the Galaxy Vol. 2,200000000,120.23,7.6,643923,136,"Action,Adventure,Comedy",85.0,87.0,PG-13,5/5/2017,4.0,61.5,6.918,11.621,28.8666,863756051,389813101.0
1213,Thor: Ragnarok,180000000,187.087,7.9,689404,130,"Action,Adventure,Comedy",93.0,87.0,PG-13,11/3/2017,7.0,54.125,27.66,11.621,22.100599999999996,853977126,315058289.0
1214,Coco,175000000,265.404,8.4,470986,105,"Adventure,Animation,Comedy",97.0,94.0,PG,11/22/2017,13.0,76.375,4.14,1.388,9.3056,807816196,210460015.0
1215,Pirates of the Caribbean: Dead Men Tell No Tales,230000000,164.248,6.6,293265,129,"Action,Adventure,Fantasy",30.0,60.0,PG-13,5/26/2017,17.0,38.5,0.0,4.75,28.854600000000005,794861794,172558876.0
1216,It,35000000,106.441,7.3,512692,135,Horror,,,,9/8/2017,6.0,78.75,15.264,15.264,16.2154,701842551,327481748.0
1217,Logan,97000000,100.947,8.1,722278,137,"Action,Drama,Sci-Fi",94.0,90.0,R,3/3/2017,9.0,37.0,6.24,5.078666667,14.3874,619021436,226277068.0
1218,Transformers: The Last Knight,217000000,107.77,5.2,147431,154,"Action,Adventure,Sci-Fi",15.0,43.0,PG-13,6/21/2017,24.0,36.25,16.464,2.1495,21.3444,605425157,130168683.0
1219,Kong: Skull Island,185000000,92.322,6.7,308699,118,"Action,Adventure,Fantasy",75.0,69.0,PG-13,3/10/2017,19.0,38.75,2.588,3.476,31.1142,566652812,168052812.0
1220,Dunkirk,100000000,40.216,7.8,626776,106,"Action,Drama,History",92.0,81.0,PG-13,7/21/2017,12.0,39.625,15.857,14.426,38.6176,527000000,188045546.0
1221,War for the Planet of the Apes,150000000,74.686,7.4,248309,140,"Action,Adventure,Drama",94.0,84.0,PG-13,7/14/2017,22.0,33.125,20.631,5.72775,14.5946,490719763,146880162.0
1222,The Greatest Showman,84000000,45.269,7.6,269697,105,"Biography,Drama,Musical",56.0,86.0,PG,12/20/2017,55.0,47.375,6.033,2.404333333,33.412,434993183,174340174.0
1223,Kingsman: The Golden Circle,104000000,106.694,6.7,314774,141,"Action,Adventure,Comedy",50.0,64.0,R,9/22/2017,35.0,40.5,13.649,7.49,19.1192,410902662,100229647.0
1224,The Mummy,80000000,64.856,7.1,417588,124,"Action,Adventure,Fantasy",16.0,35.0,PG-13,6/9/2017,40.0,40.25,12.523,6.65425,14.2142,415885488,80227895.0
1225,Cars 3,175000000,154.299,6.7,92215,102,"Adventure,Animation,Comedy",69.0,69.0,G,6/16/2017,21.0,38.5,3.223,6.65,17.617600000000003,383930656,152901115.0
1226,Fifty Shades Darker,55000000,123.022,4.6,99765,118,"Drama,Romance",11.0,48.0,R,2/10/2017,30.0,39.5,4.312,3.455,12.838399999999998,381545846,114581250.0
1227,Murder on the Orient Express,55000000,50.288,6.5,240587,114,"Crime,Drama,Mystery",90.0,78.0,PG,11/10/2017,34.0,,10.078,1.333,30.494400000000002,352794081,102826543.0
1228,xXx: Return of Xander Cage,85000000,94.645,5.2,90820,107,"Action,Adventure,Comedy",45.0,37.0,PG-13,1/20/2017,63.0,79.75,5.081,14.168,16.9342,346147658,44898413.0
1229,Never Say Die,0,3.352,5.4,179,90,"Action,Comedy",,43.0,,0,,,2.78,15.264,7.5470000000000015,334530869,
1230,The Lego Batman Movie,80000000,95.763,7.3,144507,104,"Action,Adventure,Animation",90.0,80.0,PG,2/10/2017,14.0,50.375,4.984,4.3585,21.339799999999997,311950384,175750384.0
1231,The Ex-File 3: The Return of The Exes,0,1.905,5.6,475,120,"Comedy,Romance",,46.0,,12/29/2017,,,0.0,15.264,4.547,307592427,
1232,Annabelle: Creation,15000000,98.948,6.5,128947,109,"Horror,Mystery,Thriller",71.0,67.0,R,8/11/2017,32.0,36.875,2.257,8.8285,12.2134,306515884,102092201.0
1233,Ferdinand,111000000,88.372,6.7,55257,108,"Adventure,Animation,Comedy",72.0,52.0,PG,12/15/2017,51.0,58.875,2.712,2.038,13.3356,296069199,84410380.0
1234,Split,9000000,88.908,7.3,472321,117,"Horror,Thriller",,51.0,,1/20/2017,23.0,59.875,1.388,1.069333333,20.037799999999997,278454358,138291365.0
1235,Blade Runner 2049,150000000,79.482,8.0,533798,164,"Action,Drama,Mystery",88.0,81.0,R,10/6/2017,37.0,40.75,18.269,2.87225,32.2092,259239658,92054159.0
1236,Kung Fu Yoga,65000000,36.343,5.2,10072,107,"Action,Adventure,Comedy",48.0,38.0,,1/27/2017,,49.125,9.558,5.673,10.9336,257743016,
1237,Get Out,4500000,53.234,7.7,556053,104,"Horror,Mystery,Thriller",98.0,86.0,R,2/24/2017,15.0,45.625,11.755,4.9405,13.709,255407969,176040665.0
1238,Baahubali 2: The Conclusion,31000000,41.732,8.3,88038,167,"Action,Drama",86.0,86.0,,4/28/2017,106.0,16.125,4.9,1.082,5.075799999999999,275947313,20186659.0
1239,Journey to the West: The Demons Strike Back,63300000,13.96,5.4,3105,109,"Adventure,Comedy,Family",58.0,50.0,PG-13,2/3/2017,,68.875,7.95,11.16433333,6.3864,247585244,
1240,Alien: Covenant,97000000,119.819,6.4,273260,122,"Horror,Sci-Fi,Thriller",65.0,55.0,R,5/19/2017,42.0,68.375,10.645,7.3554,16.8426,240891763,74262031.0
1241,Paddington 2,40000000,35.421,7.8,72425,103,"Adventure,Comedy,Family",99.0,87.0,PG,1/12/2018,77.0,58.25,2.023,2.274,10.562,227978523,40891591.0
1242,Youth,13360000,13.267,7.3,77248,124,"Comedy,Drama,Music",71.0,69.0,R,12/4/2015,,94.5,11.763,0.651,20.4712,227091290,
1243,Baby Driver,34000000,148.021,7.6,507088,113,"Action,Crime,Drama",92.0,86.0,R,6/28/2017,31.0,42.625,31.091,3.537333333,19.6218,226945087,107825862.0
1244,Valerian and the City of a Thousand Planets,177200000,55.67,6.5,177122,136,"Action,Adventure,Fantasy",47.0,53.0,PG-13,7/21/2017,69.0,26.375,8.055,5.112,16.5062,225874228,41189488.0
1245,Geostorm,120000000,65.445,5.3,105024,109,"Action,Sci-Fi,Thriller",17.0,35.0,PG-13,10/20/2017,77.0,46.375,3.358,4.654666667,13.823400000000001,221600160,33700160.0
1246,The Emoji Movie,50000000,62.2,3.3,62491,86,"Adventure,Animation,Comedy",6.0,37.0,PG,7/28/2017,38.0,25.125,0.0,0.6,11.342,217776646,86089513.0
1247,A Dog's Purpose,22000000,93.827,7.2,70854,100,"Adventure,Comedy,Drama",35.0,73.0,PG,1/27/2017,45.0,52.5,6.687,1.176,13.902000000000001,205035819,64508620.0
1248,Smurfs: The Lost Village,60000000,67.323,6.0,21085,90,"Adventure,Animation,Comedy",40.0,54.0,PG,4/7/2017,60.0,52.625,8.151,2.24,13.325,197183546,45020282.0
1249,The Shape of Water,19500000,43.544,7.3,406981,123,"Drama,Fantasy,Romance",92.0,72.0,R,12/1/2017,118.0,72.5,10.019,5.5145,14.6428,195333312,63859435.0
1250,Pitch Perfect 3,45000000,35.318,5.8,62489,93,"Comedy,Music",28.0,43.0,PG-13,12/22/2017,46.0,47.75,1.396,11.78,23.716600000000003,185400345,104897530.0
1251,Daddy's Home 2,69000000,35.2,6.0,71200,100,Comedy,21.0,51.0,PG-13,11/10/2017,33.0,36.25,5.452,7.343,24.7922,180613180,104029443.0
1252,The Post,50000000,18.676,7.2,147773,116,Drama,88.0,73.0,PG-13,12/22/2018,39.0,67.0,29.221,11.787,16.913999999999998,179769467,81903458.0
1253,Baywatch,69000000,88.021,5.5,180919,116,"Action,Comedy,Crime",17.0,63.0,R,5/25/2017,48.0,62.125,4.45,5.654,25.977600000000002,177856751,58060186.0
1254,The Hitman's Bodyguard,30000000,99.897,6.9,223343,118,"Action,Comedy,Crime",44.0,67.0,R,8/18/2017,41.0,41.25,5.413,2.4565,33.5098,176586701,75468583.0
1255,John Wick: Chapter 2,40000000,123.54,7.5,412034,122,"Action,Crime,Thriller",89.0,85.0,R,2/10/2017,36.0,42.75,12.39,3.35,25.8628,171539887,92029184.0
1256,Ghost in the Shell,3000000,36.822,7.9,139568,83,"Action,Animation,Crime",43.0,51.0,PG-13,3/31/2017,68.0,44.75,1.96,4.71775,6.085,169801921,40563557.0
1257,"Three Billboards Outside Ebbing, Missouri",15000000,19.972,8.1,486638,115,"Comedy,Crime,Drama",91.0,87.0,R,11/22/2017,,36.375,5.141,4.102,13.809199999999999,160192031,
1258,Duckweed,0,5.677,6.4,1364,102,"Comedy,Drama,Fantasy",86.0,80.0,,2/10/2017,,56.5,2.054,15.264,8.584999999999999,152894264,
