,Release Group,Score_Rotten,Score_Audience,Rating,Genre,Director,Producer,Release Date (Theaters),Box Office (Gross USA)
169,Viking,43,25,,"['Action', 'Adventure']",['YusryAbdHalim'],['ShireenM.Hashim'],,
170,M.S. Dhoni: The Untold Story,75,78,,"['Drama', 'Biography']",['NeerajPandey'],['ArunPandey'],"['Sep 30', '2016']",1.8M
171,Fan,32,57,PG-13,['Comedy'],['KyleNewman'],"['KevinSpacey', 'DanaBrunetti', 'MatthewPerniciaro', 'EvanAstrowsky']","['Feb 6', '2009']",685.5K
172,"Yôkai Watch: the Movie: The Flying Whale and the Grand Adventure of the Double Worlds, Meow!",,,,,,,,
173,Welcome to Germany,,,,,,,,
174,The Brothers Grimsby,37,41,R,"['Comedy', 'Action']",['LouisLeterrier'],"['SachaBaronCohen', 'NiraPark', 'PeterBaynham', 'AnthonyHines', 'ToddSchulman']","['Mar 11', '2016']",6.9M
175,When Larry Meets Mary,,,,,,,,
176,Yesterday Once More,,66,,"['Comedy', 'Romance']",['JohnnieTo'],,,
177,The Light Between Oceans,61,61,PG-13,"['Drama', 'Romance']",['DerekCianfrance'],"['DavidHeyman', 'JeffreyClifford']","['Sep 2', '2016']",12.5M
178,A Beautiful Planet,100,78,G,['Documentary'],['ToniMyers'],['ToniMyers'],"['Apr 29', '2016']",15.7M
179,Mr. Donkey,,88,,['Comedy'],"['ShenZhou', 'LuLiu']",,"['Oct 28', '2016']",
180,Born in China,85,73,G,['Documentary'],['ChuanLu'],"['RoyConli', 'BrianLeith', 'PhilChapman']","['Apr 21', '2017']",13.9M
181,Race,63,77,PG-13,"['History', 'Biography', 'Drama']",['StephenHopkins'],"['Jean-CharlesLevy', 'LucDayan', 'Louis-PhilippeRochon', 'DominiqueSéguin', 'StephenHopkins', 'KateGarwood', 'KarstenBrünig', 'NicolasManuel']","['Feb 19', '2016']",19.1M
182,Call of Heroes,88,64,,['Action'],['BennyChanChi-Shun'],['BennyChanChi-Shun'],,
183,Free State of Jones,47,64,R,"['Drama', 'History', 'War', 'Biography']",['GaryRoss'],"['JonKilik', 'GaryRoss', 'ScottStuber']","['Jun 24', '2016']",20.8M
184,Whiskey Tango Foxtrot,67,54,R,"['Drama', 'Biography', 'Comedy', 'War']","['GlennFicarra', 'JohnRequa']","['LorneMichaels', 'TinaFey', 'IanBryce']","['Mar 4', '2016']",23.0M
185,Soulmate,,27,,['Mystery&thriller'],['AxelleCarolyn'],['ClaireOtway'],,
186,The Snow Queen 3: Fire and Ice,,95,,"['Animation', 'Comedy', 'Adventure']",['AlekseyTsitsilin'],"['YuriyMoskvin', 'VladimirNikolaev']","['Aug 31', '2018']",
187,God's Not Dead 2,10,62,PG,['Drama'],['HaroldCronk'],"['MichaelScott', 'DavidA.R.White', 'RussellWolfe', 'ElizabethTravis', 'BrittanyYost']","['Apr 1', '2016']",20.8M
188,Camping 3,,,,,,,,
189,The Founder,81,82,PG-13,"['Drama', 'History', 'Biography']",['JohnLeeHancock'],"['DonHandfield', 'JeremyRenner', 'AaronRyder']","['Jan 20', '2017']",12.8M
190,Bad Santa 2,23,34,R,"['Other', 'Comedy']",['MarkWaters'],"['AndrewGunn', 'J.GeyerKosinski']","['Nov 23', '2016']",17.7M
191,Spirits' Homecoming,,38,,['Drama'],['ChoJung-rae'],['ChoJung-rae'],,
192,Silence,83,69,R,"['Drama', 'History']",['MartinScorsese'],"['MartinScorsese', 'EmmaTillingerKoskoff', 'RandallEmmett', 'BarbaraDeFina', 'GastónPavlovich', 'IrwinWinkler', 'VittorioCecchiGori']","['Jan 13', '2017']",7.1M
193,Kevin Hart: What Now?,76,58,R,"['Documentary', 'Comedy']","['LeslieSmall', 'TimStory']","['JeffClanagan', 'PookeyWigington', 'DanaM.Riddick']","['Oct 14', '2016']",23.6M
194,No manches Frida,13,72,PG-13,['Comedy'],['NachoG.Velilla'],"['EdwardAllen', 'MarthaHigareda', 'MauricioArgüelles']","['Sep 2', '2016']",11.5M
195,Middle School: The Worst Years of My Life,64,58,PG,"['Kids&family', 'Comedy']",['SteveCarr'],"['LeopoldoGout', 'BillRobinson']","['Oct 7', '2016']",20.0M
196,Triple 9,54,41,R,"['Drama', 'Mystery&thriller', 'Action', 'Crime']",['JohnHillcoat'],"['KeithRedmon', 'BardDorros', 'JohnHillcoat', 'MarcButan', 'AnthonyKatagas', 'ChristopherWoodrow']","['Feb 26', '2016']",12.6M
197,Rock Dog,47,47,PG,"['Adventure', 'Kids&family', 'Comedy', 'Music', 'Animation']",['AshBrannon'],"['AmberWang', 'JoyceLou', 'DavidB.Miller', 'RobFeng', 'ZhengJun']","['Feb 24', '2017']",9.4M
198,The Choice,11,61,PG-13,"['Drama', 'Romance']",['RossKatz'],"['NicholasSparks', 'PeterSafran', 'TheresaPark']","['Feb 5', '2016']",18.7M
199,Penny Pincher!,,,,,,,,
