movie,startdate,releasedate,Text,mean_google_trend_popularity
The Little Prince,2016-07-29,2016-08-05,,40.375
Assassination,2015-07-31,2015-08-07,,84.375
Poltergeist,2015-05-15,2015-05-22,,46.375
In the Heart of the Sea,2015-12-04,2015-12-11,,61.5
Southpaw,2015-07-17,2015-07-24,,38.0
The Second Best Exotic Marigold Hotel,2015-02-27,2015-03-06,,43.875
Paper Towns,2015-07-17,2015-07-24,,47.5
Sicario,2015-09-25,2015-10-02,,57.625
Hitman: Agent 47,2015-08-14,2015-08-21,,43.625
Go Away Mr. Tumor,2015-08-07,2015-08-14,,18.625
The Wedding Ringer,2015-01-09,2015-01-16,,33.5
Paranormal Activity: The Ghost Dimension,2015-10-16,2015-10-23,,52.875
Bajrangi Bhaijaan,2015-07-10,2015-07-17,,21.75
War Room,2015-08-21,2015-08-28,,33.625
The Transporter Refueled,2015-08-28,2015-09-04,,39.75
Run All Night,2015-03-06,2015-03-13,,36.625
13 Hours,2016-01-08,2016-01-15,,40.625
Running Man,2015-01-23,2015-01-30,,85.375
The Age of Adaline,2015-04-17,2015-04-24,,41.625
The Danish Girl,2015-12-18,2015-12-25,,68.375
The Longest Ride,2015-04-03,2015-04-10,,42.5
Unfriended,2015-04-10,2015-04-17,,38.375
Brooklyn,2015-11-18,2015-11-25,,90.625
"Dragon Ball Z: Resurrection ""F""",2015-07-28,2015-08-04,,46.125
Woman in Gold,2015-04-03,2015-04-10,,65.625
Krampus,2015-11-27,2015-12-04,,44.375
The Perfect Guy,2015-09-04,2015-09-11,,31.625
The Gift,2015-07-31,2015-08-07,,42.25
No Escape,2015-08-19,2015-08-26,,54.5
Sinister 2,2015-08-14,2015-08-21,,39.25
Prem Ratan Dhan Payo,2015-11-05,2015-11-12,,29.75
The Boy Next Door,2015-01-16,2015-01-23,,45.0
The Night Before,2015-11-13,2015-11-20,,35.375
Hot Pursuit,2015-05-01,2015-05-08,,42.375
Entourage,2015-05-27,2015-06-03,,51.5
The Woman in Black 2: Angel of Death,2014-12-26,2015-01-02,,23.625
Concussion,2015-12-18,2015-12-25,,41.0
Mortdecai,2015-01-16,2015-01-23,,41.375
Somewhere Only We Know,2015-02-06,2015-02-13,,83.125
"McFarland, USA",2015-02-13,2015-02-20,,17.5
Still Alice,2015-01-09,2015-01-16,,41.5
Max,2015-06-19,2015-06-26,,91.375
The DUFF,2015-02-13,2015-02-20,,36.875
Legend,2007-12-07,2007-12-14,,55.75
The Gallows,2015-07-03,2015-07-10,,38.875
Love the Coopers,2015-11-06,2015-11-13,,29.0
The Lady in the Van,2016-02-12,2016-02-19,,50.5
Ricki and the Flash,2015-07-31,2015-08-07,,45.0
Carol,2016-01-01,2016-01-08,,92.125
Northern Limit Line,2015-07-10,2015-07-17,,54.875
Criminal,2016-04-08,2016-04-15,,84.0
The Lazarus Effect,2015-02-20,2015-02-27,,31.75
A Walk in the Woods,2015-08-26,2015-09-02,,47.625
Ex Machina,2015-04-17,2015-04-24,,56.125
Burnt,2015-10-23,2015-10-30,,56.875
Room,2016-01-15,2016-01-22,,88.0
Lost and Love,2015-03-13,2015-03-20,,71.5
Secret in Their Eyes,2015-11-13,2015-11-20,,31.375
Steve Jobs,2015-10-16,2015-10-23,,75.875
Victor Frankenstein,2015-11-03,2015-11-10,,59.25
The Witness,2016-05-27,2016-06-03,,84.625
Project Almanac,2015-01-23,2015-01-30,,35.25
Dilwale,2015-12-11,2015-12-18,,25.75
Suffragette,2015-11-06,2015-11-13,,72.75
Self/less,2015-07-03,2015-07-10,,24.75
Saving Mr. Wu,2015-09-25,2015-10-02,,19.5
A Man Called Ove,2016-09-23,2016-09-30,,31.375
Far from the Madding Crowd,2015-04-24,2015-05-01,,42.625
Mr. Holmes,2015-07-17,2015-07-24,,65.125
Love & Mercy,2015-05-29,2015-06-05,,26.75
The 33,2015-11-06,2015-11-13,,44.0
Bride Wars,2009-01-02,2009-01-09,,43.0
Irrational Man,2015-07-10,2015-07-17,,40.5
To the Fore,2015-07-31,2015-08-07,,52.625
American Ultra,2015-08-14,2015-08-21,,36.75
Aloha,2015-05-22,2015-05-29,,66.25
Wild City,2015-07-24,2015-07-31,,89.75
