,Unnamed: 0,Unnamed: 0.1,Movie Title,Worldwide,Budget,%,Foreign,%.1,Score_Rotten,Score_Audience,Rating,Director,Producer,Release Date (Theaters),Box Office (Gross USA),averageRating,numVotes,titleType,originalTitle,isAdult,startYear,runtimeMinutes,genres
97,97,97,Why Did I Get Married Too?,60673972,60095852,99,578120,1,27.0,68.0,PG-13,TylerPerry,"TylerPerry,ReubenCannon",4-2-2010,60100000.0,4.6,9687,movie,Why Did I Get Married Too?,0,2010,121,"Comedy,Drama,Romance"
98,98,98,The Ghost Writer,60331447,15541549,25.8,44789898,74.2,84.0,70.0,PG-13,RomanPolanski,"RomanPolanski,RobertBenmussa,AlainSarde",3-19-2010,15500000.0,7.2,162021,movie,The Ghost Writer,0,2010,128,"Crime,Drama,Mystery"
99,99,99,Secretariat,60321861,59713955,99,607906,1,64.0,76.0,PG,RandallWallace,"MarkCiardi,GordonGray",10-8-2010,59700000.0,7.2,28163,movie,Secretariat,0,2010,123,"Biography,Drama,Family"
100,100,100,Morning Glory,60040976,31011732,51.7,29029244,48.3,55.0,51.0,PG-13,RogerMichell,"J.J.Abrams,BryanBurk",11-10-2010,31000000.0,6.5,78101,movie,Morning Glory,0,2010,107,"Comedy,Drama,Romance"
101,101,101,Remember Me,56032889,19068240,34,36964649,66,,78.0,,MartínRosete,"DavidNaranjo,MartínRosete,AtitShah,GonzaloSalazar-Simpson",,,7.1,145016,movie,Remember Me,0,2010,113,"Drama,Romance"
102,102,102,Cop Out,55611001,44875481,80.7,10735520,19.3,18.0,39.0,R,KevinSmith,"MarcPlatt,MichaelTadross,PollyJohnsen",2-26-2010,44900000.0,5.6,87556,movie,Cop Out,0,2010,107,"Action,Comedy,Crime"
103,103,103,Veda - Atatürk,55024621,-,-,55024621,100,,67.0,,MokonaApapa,,,,7.3,7078,movie,Veda,0,2010,114,"Biography,Drama,History"
104,104,104,The Crazies,54806823,39123589,71.4,15683234,28.6,71.0,56.0,R,BreckEisner,"RobCowan,MichaelAguilar,DeanGeorgaris",2-26-2010,39100000.0,6.5,119200,movie,The Crazies,0,2010,101,"Horror,Mystery,Thriller"
105,105,105,Little White Lies,53319615,206088,0.4,53113527,99.6,42.0,64.0,,GuillaumeCanet,AlainAttal,8-24-2012,199.6K,7.1,25046,movie,Les petits mouchoirs,0,2010,154,"Comedy,Drama"
106,106,106,From Paris with Love,52830951,24077427,45.6,28753524,54.4,37.0,54.0,R,PierreMorel,IndiaOsborne,2-5-2010,24000000.0,6.4,116402,movie,From Paris with Love,0,2010,92,"Action,Crime,Thriller"
107,107,107,Detective Dee: The Mystery of the Phantom Flame,51899269,459836,0.9,51439433,99.1,80.0,62.0,PG-13,HarkTsui,"PeggyLee,NansunShi,HarkTsui",9-2-2011,,6.6,11206,movie,Di renjie: Tong tian di guo,0,2010,123,"Action,Adventure,Drama"
108,108,108,Conference of Animals,51883642,-,-,51883642,100,,,,,,,,4.8,6467,movie,Konferenz der Tiere,0,2010,93,"Adventure,Animation,Comedy"
109,109,109,Alpha and Omega,50507267,25107267,49.7,25400000,50.3,18.0,41.0,PG,"AnthonyBell,BenGluck","RichardRich,KenKatsumoto,SteveMoore",9-17-2010,25100000.0,5.2,14237,movie,Alpha and Omega,0,2010,90,"Adventure,Animation,Comedy"
110,110,110,The Switch,49830607,27779426,55.7,22051181,44.3,,,,,,,,6.1,103831,movie,The Switch,0,2010,101,"Comedy,Drama,Romance"
111,111,111,Space Battleship Yamato,49827298,-,-,49827298,100,,54.0,,TakashiYamazaki,,,,6.0,6104,movie,Space Battleship Yamato,0,2010,138,"Action,Adventure,Drama"
112,112,112,She's Out of My League,49779728,32010860,64.3,17768868,35.7,58.0,59.0,R,JimFieldSmith,"JimmyMiller,DavidB.Householter",3-12-2010,31600000.0,6.4,135723,movie,She's Out of My League,0,2010,104,"Comedy,Romance"
113,113,113,Death at a Funeral,49050886,42739347,87.1,6311539,12.9,43.0,45.0,R,NeilLaBute,"SidneyKimmel,WilliamHorberg,ChrisRock,ShareStallings,LaurenceMalkin",4-16-2010,42700000.0,5.7,49446,movie,Death at a Funeral,0,2010,92,Comedy
