,Movie Title,budget,tmdb_popularity,imdbRating,imdbNumVotes,runtimeMinutes,genres,Score_Rotten,Score_Rotten_Audience,Rating,Release-Date,NumTheatres,mean_google_trend_popularity,director_popularity,producer_popularity,actors_popularity,Revenue-Worldwide,Revenue-Domestic,Score
1000,The DUFF,8500000,40.7,6.5,92270,101,"Comedy,Romance",73.0,66.0,PG-13,2/20/2015,76.0,36.875,1.141,3.424333333,14.701400000000000,43709744,34030343.0,0.6754668384
1001,Legend,25000000,98.209,6.9,174131,132,"Biography,Crime,Drama",68.0,68.0,PG-13,12/14/2007,,55.75,5.18,2.944333333,23.549,42972994,,
1002,The Gallows,100000,23.118,4.2,20412,81,"Horror,Mystery,Thriller",14.0,22.0,R,7/10/2015,100.0,38.875,0.0,1.986,1.8882,42964410,22764410.0,-0.04720406681
1003,Love the Coopers,17000000,11.652,5.8,23961,107,"Comedy,Fantasy,Romance",18.0,36.0,PG-13,11/13/2015,93.0,29.0,4.63,2.656666667,18.9204,42426912,26302731.0,0.6872881356
1004,The Lady in the Van,6000000,13.013,6.7,29051,104,"Biography,Comedy,Drama",89.0,64.0,PG-13,12/4/2016,145.0,50.5,5.817,2.872333333,11.8754,41387687,10021175.0,0.484375
1005,Ricki and the Flash,18000000,21.515,6.0,23383,101,"Comedy,Drama,Music",65.0,43.0,PG-13,8/7/2015,90.0,45.0,5.118,4.60325,16.488000000000000,41325328,26822144.0,0.7022603274
1006,Spanish Affair 2,4500000,10.161,5.3,7201,99,"Comedy,Romance",,,,0,,,15.264,15.264,6.2246,40591862,,
1007,Northern Limit Line,0,5.87,6.5,1162,130,"Drama,War",,71.0,,7/17/2015,,54.875,4.306,2.453,6.6294,40034677,,
1008,Ex-Files 2: The Backup Strikes Back,0,1.564,4.6,174,108,Comedy,,83.0,,0,,,1.388,15.264,5.195400000000000,39108291,,
1009,Criminal,31500000,68.763,6.3,65265,113,"Action,Sci-Fi,Thriller",29.0,47.0,R,4/15/2016,127.0,84.0,2.486,3.126,31.638,38803993,14708696.0,-0.8305785124
1010,Boruto: Naruto The Movie,0,278.539,8.0,10348,95,"Action,Adventure,Animation",,93.0,,0,,,2.736,15.264,8.6016,40200000,,
1011,The Lazarus Effect,3300000,21.512,5.2,43055,83,"Horror,Mystery,Sci-Fi",16.0,23.0,PG-13,2/27/2015,95.0,31.75,1.646,2.621666667,14.8402,64110728,25801570.0,0.129303749
1012,A Walk in the Woods,8000000,20.09,6.3,26855,104,"Adventure,Biography,Comedy",47.0,48.0,R,9/2/2015,84.0,47.625,4.099,8.248666667,15.6644,37461274,29504281.0,0.5083406497
1013,Ex Machina,15000000,31.842,7.7,522104,108,"Drama,Sci-Fi,Thriller",92.0,86.0,R,4/10/2015,96.0,56.125,8.706,1.288,22.7738,36869414,25442958.0,0.4831932773
1014,Burnt,20000000,19.6,6.6,114700,101,"Comedy,Drama",28.0,44.0,R,10/30/2015,125.0,56.875,3.117,2.307333333,18.823,36606743,13651946.0,0.1606060606
1015,The New Adventures of Aladdin,0,11.42,4.7,2291,107,Comedy,,21.0,,0,,,1.646,15.264,6.5306,35771820,,
1016,Heidi,8800000,16.444,7.4,5834,111,"Drama,Family",100.0,81.0,,0,,,1.949,1.476,3.310000000000000,35755670,,
1017,Secret in Their Eyes,19500000,12.737,6.3,47768,111,"Crime,Drama,Mystery",39.0,41.0,PG-13,11/20/2015,105.0,31.375,4.027,1.8685,18.6174,34854990,20180155.0,0.2277227723
1018,Doraemon: Nobita and the Space Heroes,46597700,14.658,6.6,606,100,"Action,Adventure,Animation",,,,0,,,15.264,15.264,7.978200000000000,34811747,,
1019,Steve Jobs,30000000,19.245,7.2,166526,122,"Biography,Drama",85.0,73.0,R,10/9/2015,113.0,75.875,6.737,3.4884,14.3338,34441873,17766658.0,0.4034048853
1020,Victor Frankenstein,40000000,23.66,6.0,56199,110,"Drama,Horror,Sci-Fi",26.0,35.0,PG-13,11/25/2015,159.0,59.25,5.781,3.532,20.2342,34227298,5775076.0,0.4181818182
1021,The Witness,0,6.702,7.0,4305,89,"Biography,Crime,Documentary",90.0,77.0,,6/3/2016,,84.625,0.995,0.995,,33963557,,
1022,Project Almanac,12000000,69.181,6.3,79573,106,"Drama,Mystery,Sci-Fi",37.0,45.0,PG-13,1/30/2015,102.0,35.25,2.744,8.096666667,7.0366,33213241,22348241.0,0.5331369661
1023,Dilwale,0,3.146,5.6,2902,172,"Action,Drama,Romance",20.0,46.0,,12/17/2015,172.0,25.75,3.007,1.128,3.7366,31994323,4871263.0,0.4756923077
1024,Suffragette,14000000,10.155,6.9,41595,106,"Drama,History",73.0,68.0,PG-13,10/23/2015,167.0,72.75,2.132,1.86,20.6242,31972096,4702420.0,0.3358443189
1025,Self/less,26000000,32.691,6.5,97887,117,"Action,Mystery,Sci-Fi",,,R,7/10/2015,132.0,24.75,0.6,0.6,22.5694,31807156,12279691.0,0.8120503597
1026,Saving Mr. Wu,0,5.934,6.6,2374,106,"Action,Crime,Drama",100.0,67.0,,10/2/2015,,19.5,5.31,15.264,6.551000000000000,31222161,,
1027,A Man Called Ove,0,16.811,7.7,53167,116,"Comedy,Drama,Romance",,,,9/30/2016,193.0,31.375,15.264,15.264,6.1724,30692889,3479315.0,0.6555142503
1028,Far from the Madding Crowd,0,14.101,7.1,48706,119,"Drama,Romance",43.0,,,5/1/2015,133.0,42.625,0.692,0.692,12.6154,30229977,12236500.0,0.6982248521
1029,Mr. Holmes,11000000,18.888,6.8,64034,104,"Drama,Mystery",88.0,70.0,PG,7/17/2015,114.0,65.125,9.832,5.136333333,11.449000000000000,29355203,17737646.0,0.7204152249
1030,Love & Mercy,0,14.733,7.4,38867,121,"Biography,Drama,Music",89.0,85.0,PG-13,6/5/2015,129.0,26.75,1.666,1.794333333,24.657400000000000,28641776,12551031.0,0.9682130584
1031,The 33,25000000,17.716,6.9,37731,127,"Biography,Drama,History",48.0,59.0,PG-13,11/13/2015,134.0,44.0,1.553,1.707333333,13.8008,27972023,12227722.0,0.5599435825
1032,Bride Wars,30000000,64.325,5.4,106296,89,"Comedy,Romance",11.0,51.0,PG,1/9/2009,,43.0,2.845,6.232666667,20.9488,115375850,,
1033,Irrational Man,11000000,12.247,6.6,62536,95,"Comedy,Crime,Drama",46.0,46.0,R,7/17/2015,175.0,40.5,13.842,1.063333333,17.192000000000000,27391084,4030360.0,-0.5783365571
1034,Detective K: Secret of the Lost Island,0,5.442,6.2,551,124,"Action,Adventure,Comedy",,,,0,,,15.264,15.264,5.4174,27387870,,
1035,To the Fore,0,3.774,6.3,1031,125,"Drama,Sport",,56.0,,8/7/2015,,52.625,4.975,1.943,8.250800000000000,27267799,,
1036,American Ultra,28000000,34.367,6.1,90345,96,"Action,Comedy",44.0,45.0,R,8/21/2015,123.0,36.75,1.764,1.5586,19.3604,27262374,14440985.0,0.4618226601
1037,Huevos: Little Rooster's Egg-cellent Adventure,5300000,34.114,5.7,1042,98,"Adventure,Animation,Comedy",,56.0,PG,9/4/2015,140.0,,0.0,2.969,7.382400000000000,25892561,9080818.0,
1038,Dügün Dernek 2: Sünnet,0,4.801,6.4,10286,112,Comedy,,,,0,,,15.264,15.264,2.499,25836668,,
1039,Look Who's Back,3196621,24.052,7.0,44786,116,"Comedy,Drama,Fantasy",,80.0,,0,,,1.991,0.824,6.796200000000000,25513752,,
1040,Serial Teachers 2,0,9.315,4.4,1479,92,Comedy,,,,0,,,15.264,15.264,5.913000000000000,25364150,,
1041,Captain America: Civil War,250000000,181.22,7.8,747026,147,"Action,Adventure,Sci-Fi",90.0,89.0,PG-13,5/6/2016,3.0,53.0,0.0,11.621,29.8308,1153296293,408084349.0,-0.7111692845
1042,Rogue One: A Star Wars Story,200000000,56.345,7.8,601659,133,"Action,Adventure,Sci-Fi",84.0,86.0,PG-13,12/16/2016,2.0,40.875,1.985,3.041,14.3904,1056057273,532177324.0,-0.8592923953
1043,Finding Dory,200000000,65.191,7.3,265512,97,"Adventure,Animation,Comedy",94.0,84.0,PG,6/17/2016,1.0,32.5,10.246,9.804,9.7424,1028570889,486295561.0,0.5066469719
1044,Zootopia,150000000,110.951,8.0,478235,108,"Adventure,Animation,Comedy",98.0,92.0,PG,3/4/2016,7.0,49.875,0.0,0.98,16.4526,1023784195,341268248.0,0.5468238376
1045,The Jungle Book,4000000,100.833,7.6,177775,78,"Adventure,Animation,Comedy",94.0,86.0,PG,4/15/2016,5.0,56.0,25.21,13.585,6.1714,966550600,364001123.0,0.5764705882
1046,Batman v Superman: Dawn of Justice,250000000,155.102,6.5,683335,152,"Action,Adventure,Sci-Fi",29.0,63.0,PG-13,3/25/2016,8.0,30.75,16.668,4.229,31.781,873634919,330360194.0,0.9601301871
1047,Fantastic Beasts and Where to Find Them,180000000,735.231,7.3,447739,132,"Adventure,Family,Fantasy",74.0,79.0,PG-13,11/18/2016,12.0,38.75,14.088,6.02375,27.021800000000000,814037575,234037575.0,0.9681892333
1048,Deadpool,58000000,253.047,8.0,989349,108,"Action,Adventure,Comedy",85.0,90.0,R,2/12/2016,6.0,40.5,8.488,27.465,21.6302,783100000,363070709.0,0.5103030303
1049,Doctor Strange,165000000,387.564,7.5,687543,115,"Action,Adventure,Fantasy",89.0,86.0,PG-13,11/4/2016,11.0,56.5,5.931,11.621,32.4376,677718395,232641920.0,0.0974025974
1050,Moana,150000000,43.125,7.6,317410,107,"Adventure,Animation,Comedy",95.0,89.0,PG,11/23/2016,13.0,53.75,0.0,2.36,14.219,690860472,248757044.0,0.6433273489
1051,X-Men: Apocalypse,178000000,122.323,6.9,421758,144,"Action,Adventure,Sci-Fi",46.0,65.0,PG-13,5/27/2016,17.0,73.75,11.971,6.80175,31.698400000000000,543934787,155442489.0,0.4435049962
1052,Kung Fu Panda 3,145000000,109.043,7.1,151405,95,"Action,Adventure,Animation",87.0,78.0,PG,1/29/2016,20.0,44.5,0.0,0.6,19.5946,521170825,143528619.0,-0.6505246166
1053,La La Land,30000000,37.972,8.0,561354,128,"Comedy,Drama,Music",91.0,81.0,PG-13,12/9/2016,87.0,60.875,7.146,2.50775,17.4268,448900000,151101803.0,0.6580188679
1054,Warcraft,160000000,84.215,6.8,258618,123,"Action,Adventure,Fantasy",28.0,76.0,PG-13,6/10/2016,66.0,58.625,4.913,3.0058,20.5124,439048914,47365290.0,0.5162509448
1055,Jason Bourne,120000000,39.156,6.6,222698,123,"Action,Thriller",54.0,55.0,PG-13,7/29/2016,15.0,44.5,4.05,10.20916667,17.3708,415484914,162434410.0,0.3924441018
1056,Ice Age 5: Collision Course,105000000,163.593,5.7,64652,94,"Adventure,Animation,Comedy",,,,7/22/2016,49.0,63.0,15.264,15.264,12.5746,408579038,64063008.0,-0.1696202532
1057,Independence Day: Resurgence,165000000,71.559,5.2,176469,120,"Action,Adventure,Sci-Fi",29.0,30.0,PG-13,6/24/2016,27.0,39.25,7.582,4.443666667,16.105,389681935,103144286.0,0.3461950697
1058,The Legend of Tarzan,180000000,57.927,6.2,173708,110,"Action,Adventure,Drama",35.0,58.0,PG-13,7/1/2016,23.0,30.375,14.088,1.62575,31.9014,356743061,126643061.0,0.5555555556
1059,The Angry Birds Movie,73000000,63.368,6.3,89637,97,"Action,Adventure,Animation",43.0,46.0,PG,5/20/2016,26.0,57.375,0.0,1.711333333,14.978,352333929,107509366.0,-0.7295960429
1060,Trolls,125000000,69.056,6.5,79603,92,"Adventure,Animation,Comedy",75.0,67.0,PG,11/4/2016,19.0,69.25,0.0,2.381,12.7486,346864462,153707064.0,0.150247661
1061,Star Trek Beyond,185000000,49.959,7.0,241815,122,"Action,Adventure,Sci-Fi",86.0,80.0,PG-13,7/22/2016,16.0,43.25,11.224,6.731,19.3472,343471816,158848340.0,0.56545961
1062,The Great Wall,150000000,91.712,5.9,132108,103,"Action,Adventure,Fantasy",,,,2/17/2017,59.0,42.75,15.264,15.264,22.9082,334933831,45540830.0,0.8829059829
1063,Now You See Me 2,90000000,70.339,6.4,277502,129,"Action,Adventure,Comedy",33.0,53.0,PG-13,6/10/2016,47.0,48.5,3.356,7.051666667,20.6922,334901337,65075540.0,0.6425
1064,The Conjuring 2,40000000,178.489,7.3,259188,134,"Horror,Mystery,Thriller",80.0,81.0,R,6/10/2016,28.0,28.25,13.692,6.312666667,18.0516,320392818,102470008.0,0.06930693069
1065,Resident Evil: The Final Chapter,40000000,3.39,5.5,91668,107,"Action,Adventure,Horror",37.0,48.0,R,1/27/2017,93.0,38.5,12.24,4.6175,16.1018,312242626,26830068.0,-0.9275421984
1066,Passengers,110000000,45.545,7.0,388526,116,"Drama,Romance,Sci-Fi",30.0,63.0,PG-13,12/21/2016,59.0,48.875,5.61,4.4835,24.7754,303144152,100014699.0,0.1785936528
1067,Alice Through the Looking Glass,170000000,62.101,6.2,104310,113,"Adventure,Family,Fantasy",28.0,48.0,PG,5/27/2016,39.0,37.875,6.873,5.90375,31.2148,299457024,77041381.0,0.5686956522
1068,Miss Peregrine's Home for Peculiar Children,110000000,93.64,6.7,167868,127,"Adventure,Drama,Family",64.0,60.0,PG-13,9/30/2016,34.0,51.875,14.466,2.9965,22.7924,296482446,87242834.0,0.6875687569
1069,Teenage Mutant Ninja Turtles: Out of the Shadows,135000000,64.218,5.9,91376,112,"Action,Adventure,Comedy",38.0,46.0,PG-13,6/3/2016,37.0,35.0,1.932,5.2916,12.3702,245623848,82051601.0,0.5746268657
1070,Sully,60000000,39.568,7.4,263077,96,"Biography,Drama",85.0,84.0,PG-13,9/9/2016,24.0,43.125,31.857,9.966,16.766,240797623,125070033.0,0.2967914439
1071,Assassin's Creed,125000000,63.873,5.7,196263,115,"Action,Adventure,Sci-Fi",18.0,42.0,PG-13,12/21/2016,78.0,72.125,3.167,4.917428571,17.571800000000000,240697856,54647948.0,0.5430157262
1072,Hidden Figures,25000000,136.081,7.8,221031,127,"Biography,Drama,History",93.0,93.0,PG,12/25/2017,20.0,42.125,5.802,4.7326,16.914000000000000,235956898,169607287.0,0.6049382716
1073,Inferno,75000000,38.817,6.2,172135,121,"Action,Adventure,Crime",23.0,36.0,PG-13,10/28/2016,84.0,74.25,9.634,7.4945,13.9588,220021259,34343574.0,0.234375
1074,Central Intelligence,50000000,64.517,6.3,182357,107,"Action,Comedy,Crime",71.0,62.0,PG-13,6/17/2016,22.0,32.75,11.237,2.905,18.4584,216972543,127440871.0,0.9005235602
1075,Bridget Jones's Baby,35000000,24.473,6.5,74457,123,"Comedy,Drama,Romance",78.0,65.0,R,9/16/2016,103.0,35.75,3.695,3.611333333,12.996800000000000,211952420,24252420.0,0.6590463749
1076,Me Before You,20000000,144.59,7.4,240680,106,"Drama,Romance",54.0,73.0,PG-13,6/3/2016,56.0,41.625,0.753,2.0235,15.5838,208314186,56245075.0,0.1727105101
1077,London Has Fallen,60000000,64.179,5.9,155438,99,"Action,Thriller",27.0,50.0,R,3/4/2016,51.0,34.625,2.776,5.872,14.316400000000000,205754447,62524260.0,-0.4102787456
1078,Arrival,47000000,71.291,7.9,665147,116,"Drama,Sci-Fi",94.0,82.0,PG-13,11/11/2016,31.0,34.0,18.269,9.654,19.1758,203388186,100546139.0,0.552393273
1079,The BFG,140000000,49.229,6.4,84335,117,"Adventure,Family,Fantasy",74.0,57.0,PG,7/1/2016,57.0,32.0,29.221,11.66033333,17.0734,195243411,55483770.0,0.7131034483
1080,The Monkey King 2,68490000,19.42,5.9,3138,119,"Action,Adventure,Fantasy",100.0,51.0,,2/5/2016,,50.125,6.842,15.264,8.4992,193678298,,
1081,Bad Moms,20000000,23.108,6.2,122585,100,Comedy,58.0,63.0,R,7/29/2016,25.0,38.125,0.0,3.2655,20.6892,183936074,113257297.0,-0.2591587517
1082,Storks,70000000,45.525,6.8,61077,87,"Adventure,Animation,Comedy",65.0,62.0,PG,9/23/2016,43.0,35.125,0.0,5.183,14.418600000000000,183388953,72679278.0,0.8329571106
1083,From Vegas to Macau III,0,9.561,2.3,3214,113,"Comedy,Drama",20.0,12.0,,0,,,0.0,4.352333333,15.1612,181732879,,
1084,Hacksaw Ridge,40000000,381.51,8.1,497127,139,"Biography,Drama,History",84.0,91.0,R,11/4/2016,48.0,38.375,39.917,1.141125,23.23,180563636,67209615.0,0.5810983397
1085,Allegiant,110000000,61.538,5.7,118898,120,"Action,Adventure,Mystery",29.0,41.0,R,3/18/2016,46.0,80.75,0.98,0.77,23.125400000000000,179246868,66184051.0,0.4277726002
1086,Operation Mekong,30200000,44.368,6.5,4688,124,"Action,Adventure,Crime",80.0,62.0,,9/30/2016,,32.375,4.975,15.264,6.6462,173839072,,
1087,The Girl on the Train,45000000,40.453,6.5,183837,112,"Crime,Drama,Mystery",9.0,20.0,,10/7/2016,41.0,55.0,1.176,0.91,27.5856,173185859,75395035.0,0.4833948339
1088,The Huntsman: Winter's War,115000000,46.709,6.1,107494,114,"Action,Adventure,Drama",20.0,45.0,PG-13,4/22/2016,64.0,69.5,3.778,5.184,25.5586,164989338,48390190.0,-0.8919148936
1089,The Magnificent Seven,90000000,70.698,6.9,207043,132,"Action,Adventure,Western",63.0,71.0,PG-13,9/23/2016,30.0,41.875,7.806,3.831,25.4326,162360636,93432655.0,0.9544530297
1090,Jack Reacher: Never Go Back,60000000,170.948,6.1,153339,118,"Action,Crime,Drama",38.0,42.0,PG-13,10/21/2016,55.0,42.5,7.371,17.73833333,19.802,162146076,58697076.0,0.3800738007
1091,The Accountant,44000000,51.651,7.3,287307,128,"Action,Thriller",51.0,76.0,R,10/14/2016,35.0,39.75,4.501,4.2055,18.4932,155160045,86260045.0,0.554206418
1092,Lights Out,4900000,49.123,6.3,125726,81,"Horror,Mystery",,,,7/22/2016,45.0,32.75,15.264,15.264,10.8332,148868835,67268835.0,0.1702284451
1093,Time Raiders,0,5.909,4.9,820,124,"Adventure,Fantasy",,41.0,,0,,,4.98,0.6,6.1668,145819137,,
1094,Pete's Dragon,65000000,29.924,6.7,57616,102,"Action,Adventure,Comedy",88.0,72.0,PG,8/12/2016,40.0,41.0,6.917,0.6,17.6974,143695338,76233151.0,0.474789916
1095,Sausage Party,19000000,58.132,6.1,189719,89,"Adventure,Animation,Comedy",82.0,50.0,R,8/12/2016,29.0,32.75,0.0,12.381,17.504,140705322,97685686.0,0.6481241915
1096,Skiptrace,32000000,38.97,5.6,20669,107,"Action,Adventure,Comedy",38.0,27.0,PG-13,9/2/2016,,37.625,15.945,7.2175,15.813600000000000,136579287,,
1097,Mechanic: Resurrection,40000000,73.389,5.7,83139,98,"Action,Adventure,Crime",30.0,40.0,R,8/26/2016,107.0,44.375,8.061,3.16125,33.11,125729635,21218403.0,0.4695222405
1098,Deepwater Horizon,110000000,37.511,7.1,165045,107,"Action,Drama,History",82.0,82.0,PG-13,9/30/2016,53.0,36.5,12.59,11.4788,22.0602,121790373,61433527.0,0.2005157963
1099,Allied,85000000,26.231,7.1,152950,124,"Action,Drama,Romance",60.0,64.0,R,11/23/2016,74.0,47.5,16.549,6.974666667,18.261000000000000,119520023,40098064.0,0.3923541247
1100,I Belonged to You,0,2.888,5.6,502,112,"Drama,Romance",,56.0,,9/30/2016,,20.25,3.881,15.264,8.661800000000000,119107580,,
1101,The Shallows,17000000,31.378,6.3,129768,86,"Action,Drama,Horror",78.0,59.0,PG-13,6/24/2016,60.0,37.5,5.806,1.686,5.4876,119100758,55124043.0,-0.04786215699
1102,The Purge: Election Year,10000000,95.602,6.0,98983,108,"Action,Horror,Sci-Fi",55.0,48.0,R,7/1/2016,38.0,31.25,11.812,6.1794,15.333400000000000,118587880,79213375.0,0.3740831296
1103,Why Him?,38000000,42.354,6.2,110139,111,Comedy,39.0,51.0,R,12/23/2016,88.0,21.625,2.359,16.5715,18.2016,118102725,60323786.0,0.6336070752
1104,Book of Love,0,113.162,5.5,1537,106,"Comedy,Romance",49.0,61.0,,0,,,1.294,1.623714286,6.4126,114679097,,
1105,Office Christmas Party,45000000,18.044,5.8,79084,105,Comedy,40.0,40.0,R,12/9/2016,63.0,44.875,0.0,2.088,13.5298,114501299,54767494.0,0.81680747
1106,How to Be Single,38000000,35.243,6.1,86853,110,"Comedy,Drama,Romance",46.0,47.0,R,2/12/2016,67.0,41.0,1.482,1.86,17.6568,112343513,46843513.0,0.5435745938
1107,10 Cloverfield Lane,15000000,31.244,7.2,314792,103,"Action,Drama,Horror",90.0,79.0,PG-13,3/11/2016,44.0,41.25,3.919,6.273,12.1184,110216998,72082998.0,0.4086836664
1108,Neighbors 2: Sorority Rising,35000000,42.539,5.7,120926,92,Comedy,64.0,44.0,R,5/20/2016,58.0,28.875,8.382,12.30033333,29.9256,108758521,55455765.0,0.484057971
1109,Cold War 2,0,12.893,6.6,2828,110,"Action,Crime,Drama",60.0,57.0,,7/8/2016,,41.75,0.0,2.1075,12.5132,103197501,,
1110,Railroad Tigers,50000000,14.595,5.7,4369,124,"Action,Adventure,Comedy",38.0,46.0,,1/6/2017,,82.125,5.31,15.264,9.816400000000000,102205175,,
1111,Dirty Grandpa,11500000,70.628,5.9,121555,102,Comedy,10.0,44.0,R,1/22/2016,81.0,39.625,8.837,2.51075,23.1166,94073028,35593113.0,-0.2367328103
1112,Ben-Hur,15000000,239.576,8.1,234128,212,"Adventure,Drama,History",25.0,53.0,PG-13,8/19/2016,99.0,29.25,7.503,1.704333333,7.899000000000000,164000000,26410477.0,-0.28125
1113,Money Monster,27000000,18.442,6.5,98959,98,"Crime,Drama,Mystery",59.0,50.0,R,5/13/2016,72.0,28.375,27.031,7.6355,15.5414,93282604,41012075.0,0.5079113924
1114,Train to Busan,8500000,139.898,7.6,206704,118,"Action,Horror,Thriller",94.0,89.0,,7/22/2016,,40.375,8.576,2.758,10.991,92742323,,
1115,My Big Fat Greek Wedding 2,18000000,16.036,6.0,30471,94,"Comedy,Romance",27.0,53.0,PG-13,3/25/2016,54.0,36.0,1.216,12.86033333,7.402000000000000,90632641,59689605.0,0.7386996904
1116,Collateral Beauty,36000000,42.244,6.8,98817,97,"Drama,Romance",13.0,64.0,PG-13,12/16/2016,102.0,40.5,2.232,2.2972,22.893400000000000,88528280,31016021.0,0.7922977066
1117,Line Walker,0,9.448,6.0,1439,109,"Action,Crime,Mystery",,45.0,,0,,,2.288,8.039,8.574,88658655,,
1118,War Dogs,40000000,51.163,7.1,206068,114,"Biography,Comedy,Crime",61.0,69.0,R,8/19/2016,70.0,33.0,8.017,15.08566667,35.4858,86234523,43034523.0,-0.3762956287
1119,Big Fish & Begonia,4531653,52.444,7.0,6058,100,"Adventure,Animation,Drama",91.0,70.0,PG-13,4/6/2018,,22.625,0.0,15.264,4.6288,85409373,,
1120,Nerve,19000000,39.671,6.5,126529,96,"Action,Adventure,Crime",66.0,66.0,PG-13,7/27/2016,75.0,59.875,0.0,1.3385,18.3096,85251425,38583626.0,0.0905707196
1121,Ouija: Origin of Evil,9000000,44.77,6.2,61552,99,"Drama,Horror,Mystery",83.0,57.0,PG-13,10/21/2016,82.0,58.125,4.468,5.936666667,12.006,81705746,35144505.0,-0.8545454545
1122,Underworld: Blood Wars,35000000,84.461,5.7,74830,91,"Action,Adventure,Fantasy",21.0,49.0,R,1/6/2017,85.0,52.375,5.774,3.0848,14.901,81093313,30353973.0,-0.562736047
1123,Manchester by the Sea,9000000,24.219,7.8,271895,137,Drama,96.0,78.0,R,11/18/2016,96.0,78.0,2.342,10.5782,13.8122,78988148,47695371.0,0.33240805
1124,Shin Godzilla,15000000,23.369,6.8,27031,120,"Action,Drama,Horror",,,,0,,,15.264,15.264,7.324600000000000,77947607,,
1125,Mike and Dave Need Wedding Dates,33000000,41.469,6.0,88142,98,"Comedy,Romance",38.0,51.0,R,7/8/2016,69.0,32.5,4.668,3.061333333,20.2112,77068246,46009673.0,0.6907582938
1126,Kubo and the Two Strings,60000000,98.056,7.8,126510,101,"Action,Adventure,Animation",97.0,86.0,PG,8/19/2016,65.0,28.0,0.6,0.79,13.6864,76249438,48023088.0,0.6704621567
1127,Quo vado?,11089000,8.662,6.6,11074,86,Comedy,60.0,62.0,,0,,,2.143,1.708,2.3282,75878701,,
1128,Boo! A Madea Halloween,20000000,17.263,4.6,8464,103,"Comedy,Drama,Horror",19.0,52.0,PG-13,10/21/2016,42.0,,6.343,2.594333333,7.976000000000000,74827344,73206343.0,0.4012658228
1129,Miracles from Heaven,16000000,143.155,7.1,24980,109,"Biography,Drama,Family",45.0,80.0,PG,3/16/2016,52.0,45.375,1.553,3.118,15.8884,73983359,61705123.0,0.9024822695
1130,I Am Not Madame Bovary,0,4.694,6.9,2217,128,"Comedy,Drama",83.0,69.0,,11/18/2016,,27.5,5.947,15.264,10.093,70826207,,
1131,One Piece Film: Gold,0,115.456,7.3,4876,124,"Action,Adventure,Animation",67.0,82.0,,0,,,3.907,15.264,9.5944,66207073,,
1132,Moonlight,4000000,24.231,7.4,298692,111,Drama,98.0,79.0,R,10/21/2016,135.0,82.5,5.044,3.308666667,7.5256,65336603,27854932.0,0.5135520685
1133,Monster Trucks,125000000,45.833,5.6,16926,104,"Action,Adventure,Comedy",32.0,51.0,PG,1/13/2017,78.0,40.375,10.231,1.725,11.9642,64493915,33370166.0,0.1981724729
1134,Fences,24000000,46.523,7.2,105982,139,Drama,,,,12/16/2016,100.0,78.25,15.264,15.264,12.6864,64414761,57682904.0,0.3848275862
1135,"Hail, Caesar!",22000000,19.085,6.3,132241,106,"Comedy,Drama,Mystery",86.0,44.0,PG-13,2/5/2016,,,0.0,6.18375,33.535000000000000,63647656,,
