Release-Date,Movie,Revenue, Revenue1,NumTheatres,Production,UNK1,UNK2,UNK3
2019-05-10,The Hustle,"$35,417,038","$35,417,038",74,United Artists Releasing,,,
2019-05-10,Poms,"$13,631,124","$13,631,124",123,STX Entertainment,,,
2019-05-10,Tolkien,"$4,535,154","$4,535,154",162,Fox Searchlight Pictures,,,
2019-05-10,The Biggest Little Farm,"$4,366,949","$4,366,949",168,Neon,,,
2019-05-17,John Wick: Chapter 3 - Parabellum,"$171,015,687","$171,015,687",14,Lionsgate,,,
2019-05-17,A Dog's Journey,"$22,782,371","$22,782,371",96,Universal Pictures,,,
2019-05-17,The Sun Is also a Star,"$4,950,029","$4,950,029",159,Warner Bros.,,,
2019-05-24,Aladdin,"$355,559,216","$355,559,216",8,Walt Disney Studios Motion Pictures,,,
2019-05-24,Booksmart,"$22,680,962","$22,680,962",97,United Artists Releasing,,,
2019-05-24,Brightburn,"$17,300,439","$17,300,439",114,Screen Gems,,,
2019-05-24,Echo in the Canyon,"$3,355,324","$3,355,324",180,Greenwich Entertainment,,,
2019-05-31,Godzilla: King of the Monsters,"$110,500,138","$110,500,138",25,Warner Bros.,,,
2019-05-31,Rocketman,"$96,368,160","$96,368,160",32,Paramount Pictures,,,
2019-05-31,Ma,"$45,896,028","$45,896,028",59,Universal Pictures,,,
2019-06-05,Bharat,"$2,971,549","$2,971,549",185,Viva Pictures,,,
2019-06-07,The Secret Life of Pets 2,"$157,949,395","$158,874,395",16,Universal Pictures,,,
2019-06-07,X-Men: Dark Phoenix,"$65,845,974","$65,845,974",44,Twentieth Century Fox,,,
2019-06-07,Late Night,"$15,499,454","$15,499,454",119,Amazon Studios,,,
2019-06-07,Pavarotti,"$4,600,249","$4,600,249",161,CBS Films,,,
2019-06-07,The Last Black Man in San Francisco,"$4,515,719","$4,515,719",163,A24,,,
2019-06-14,Men in Black: International,"$80,001,807","$80,001,807",36,Sony Pictures Entertainment (SPE),,,
2019-06-14,Shaft,"$21,360,215","$21,360,215",103,Warner Bros.,,,
2019-06-14,The Dead Don't Die,"$6,563,605","$6,563,605",145,Focus Features,,,
2019-06-21,Toy Story 4,"$434,038,008","$434,038,008",3,Walt Disney Studios Motion Pictures,,,
2019-06-21,Child's Play,"$29,208,403","$29,208,403",82,United Artists Releasing,,,
2019-06-21,Anna,"$7,743,794","$7,743,794",141,Lionsgate,,,
2019-06-26,Annabelle Comes Home,"$74,152,591","$74,152,591",37,Warner Bros.,,,
2019-06-28,Yesterday,"$73,286,650","$73,286,650",38,Universal Pictures,,,
2019-06-28,Maiden,"$3,164,840","$3,168,978",183,Sony Pictures Classics,,,
2019-07-02,Spider-Man: Far from Home,"$390,532,085","$390,532,085",7,Sony Pictures Entertainment (SPE),,,
2019-07-03,Midsommar,"$27,426,361","$27,426,361",87,A24,,,
2019-07-12,Crawl,"$39,014,193","$39,014,193",71,Paramount Pictures,,,
2019-07-12,Stuber,"$22,370,452","$22,370,452",99,Twentieth Century Fox,,,
2019-07-12,The Farewell,"$17,695,781","$17,695,781",113,A24,,,
2019-07-12,Menteur,"$4,403,322","$4,697,364",166,Entertainment One,,,
2019-07-12,The Art of Self-Defense,"$2,410,914","$2,410,914",194,Bleecker Street Media,,,
2019-07-12,Super 30,"$2,269,878","$2,269,878",199,Reliance Big Pictures,,,
2019-07-19,The Lion King,"$543,638,043","$543,638,043",2,Walt Disney Studios Motion Pictures,,,
2019-07-26,Once Upon a Time... In Hollywood,"$141,076,968","$142,502,728",18,Sony Pictures Entertainment (SPE),,,
2019-08-02,Fast & Furious Presents: Hobbs & Shaw,"$173,956,935","$173,956,935",13,Universal Pictures,,,
2019-08-07,Bring the Soul: The Movie,"$4,809,800","$4,809,800",160,Trafalgar Releasing,,,
2019-08-09,Scary Stories to Tell in the Dark,"$68,947,075","$68,947,075",42,Lionsgate,,,
2019-08-09,Dora and the Lost City of Gold,"$60,477,943","$60,477,943",47,Paramount Pictures,,,
2019-08-09,The Art of Racing in the Rain,"$26,395,642","$26,395,642",89,Twentieth Century Fox,,,
2019-08-09,The Peanut Butter Falcon,"$20,457,151","$20,457,151",105,Roadside Attractions,,,
2019-08-09,The Kitchen,"$12,180,032","$12,180,032",126,Warner Bros.,,,
2019-08-09,Brian Banks,"$4,376,819","$4,376,819",167,Bleecker Street Media,,,
2019-08-13,The Angry Birds Movie 2,"$41,667,116","$41,667,116",66,Sony Pictures Entertainment (SPE),,,
2019-08-15,Mission Mangal,"$3,659,413","$3,659,413",176,FIP,,,
2019-08-16,Good Boys,"$83,140,306","$83,140,306",34,Universal Pictures,,,
2019-08-16,47 Meters Down: Uncaged,"$22,260,900","$22,260,900",100,Entertainment Studios Motion Pictures,,,
2019-08-16,Blinded by the Light,"$11,901,145","$11,901,145",128,Warner Bros.,,,
2019-08-16,Where'd You Go,Bernadette,"$9,198,356","$9,198,356",138,United Artists Releasing,,
2019-08-21,Ready or Not,"$28,714,231","$28,714,231",83,Fox Searchlight Pictures,,,
2019-08-23,Angel Has Fallen,"$69,030,436","$69,030,436",41,Lionsgate,,,
2019-08-23,Overcomer,"$34,746,945","$34,746,945",76,Affirm Films,,,
2019-08-23,Brittany Runs a Marathon,"$7,189,808","$7,189,808",143,Amazon Studios,,,
2019-08-29,Ne Zha,"$3,695,533","$3,695,533",175,Well Go USA Entertainment,,,
2019-08-29,Saaho,"$2,872,057","$2,872,057",188,Yash Raj Films,,,
2019-08-30,Don't Let Go,"$5,215,062","$5,215,062",157,-,,,
2019-08-30,Tod@s Caen,"$2,670,925","$2,670,925",191,Pantelion Films,,,
2019-09-06,It Chapter Two,"$211,593,228","$211,593,228",10,Warner Bros.,,,
2019-09-06,Linda Ronstadt: The Sound of My Voice,"$4,240,509","$4,252,657",171,Greenwich Entertainment,,,
2019-09-13,Hustlers,"$104,960,643","$104,963,598",29,STX Entertainment,,,
2019-09-13,The Goldfinch,"$5,332,621","$5,332,621",156,Warner Bros.,,,
2019-09-17,Promare,"$2,287,950","$2,529,324",198,GKIDS,,,
2019-09-20,Downton Abbey,"$96,854,135","$96,854,135",31,Focus Features,,,
2019-09-20,Ad Astra,"$50,188,370","$50,188,370",56,Twentieth Century Fox,,,
2019-09-20,Rambo: Last Blood,"$44,819,352","$44,819,352",62,Lionsgate,,,
2019-09-23,Friends 25th: The One With The Anniversary,"$2,884,827","$2,884,827",187,Fathom Events,,,
2019-09-27,Abominable,"$60,679,265","$60,716,390",46,Universal Pictures,,,
2019-09-27,Judy,"$24,017,545","$24,313,888",92,Roadside Attractions,,,
2019-09-28,Free Solo,"$6,300,518","$17,541,090",148,National Geographic Entertainment,,,
2019-10-01,My People,My Country,"$2,356,683","$2,356,683",197,-,,
2019-10-02,War,"$4,486,000","$4,654,000",164,Yash Raj Films,,,
2019-10-04,Joker,"$333,772,511","$335,451,311",9,Warner Bros.,,,
2019-10-04,Pain and Glory,"$3,873,727","$4,567,338",174,Sony Pictures Classics,,,
2019-10-05,A Star Is Born,"$14,130,981","$215,288,866",122,Warner Bros.,,,
2019-10-11,The Addams Family,"$97,185,807","$100,044,905",30,United Artists Releasing,,,
2019-10-11,Gemini Man,"$48,546,770","$48,546,770",58,Paramount Pictures,,,
2019-10-11,Parasite,"$22,633,689","$53,369,749",98,Neon,,,
2019-10-11,Jexi,"$6,546,159","$6,546,159",146,Lionsgate,,,
2019-10-15,Jay and Silent Bob Reboot,"$3,258,814","$4,589,490",182,Saban Films,,,
2019-10-18,Maleficent: Mistress of Evil,"$113,294,737","$113,929,605",23,Walt Disney Studios Motion Pictures,,,
2019-10-18,Zombieland: Double Tap,"$72,930,156","$73,123,082",40,Sony Pictures Entertainment (SPE),,,
2019-10-18,Jojo Rabbit,"$21,059,726","$33,370,906",104,Fox Searchlight Pictures,,,
2019-10-18,The Lighthouse,"$10,772,524","$10,867,104",129,A24,,,
2019-10-25,Countdown,"$25,594,369","$25,621,766",90,STX Entertainment,,,
2019-10-25,Black and Blue,"$22,047,506","$22,055,313",101,Screen Gems,,,
2019-10-25,The Current War: Director's Cut,"$5,979,540","$5,979,540",149,101 Studios,,,
2019-10-28,Faustina: Love and Mercy,"$2,243,180","$2,243,180",200,Fathom Events,,,
2019-11-01,Terminator: Dark Fate,"$62,253,077","$62,253,077",45,Paramount Pictures,,,
2019-11-01,Harriet,"$42,547,700","$43,082,155",64,Focus Features,,,
2019-11-01,Motherless Brooklyn,"$9,277,736","$9,277,736",136,Warner Bros.,,,
2019-11-01,Arctic Dogs,"$5,801,249","$5,801,249",152,Entertainment Studios Motion Pictures,,,
2019-11-02,Bohemian Rhapsody,"$26,614,909","$216,428,042",88,Twentieth Century Fox,,,
2019-11-08,Midway,"$56,279,164","$56,846,802",50,Lionsgate,,,
2019-11-08,Playing with Fire,"$44,151,387","$44,451,847",63,Paramount Pictures,,,
2019-11-08,Last Christmas,"$35,116,450","$35,150,750",75,Universal Pictures,,,
2019-11-08,Doctor Sleep,"$31,543,097","$31,581,712",78,Warner Bros.,,,
2019-11-08,Honey Boy,"$2,939,993","$3,012,615",186,Amazon Studios,,,
2019-11-09,The Grinch,"$4,340,540","$270,620,950",169,Universal Pictures,,,
2019-11-15,Ford v Ferrari,"$107,196,444","$117,624,357",27,Twentieth Century Fox,,,
2019-11-15,Charlie's Angels,"$17,756,400","$17,803,077",112,Sony Pictures Entertainment (SPE),,,
2019-11-15,The Good Liar,"$16,973,279","$17,156,058",115,Warner Bros.,,,
2019-11-16,Green Book,"$52,927,165","$85,080,171",55,Universal Pictures,,,
2019-11-16,Fantastic Beasts: The Crimes of Grindelwald,"$2,774,042","$159,555,901",189,Warner Bros.,,,
2019-11-16,Instant Family,"$2,518,231","$67,363,237",193,Paramount Pictures,,,
2019-11-21,Ralph Breaks the Internet: Wreck-It Ralph 2,"$23,474,857","$201,091,711",93,Walt Disney Studios Motion Pictures,,,
2019-11-21,Creed II,"$3,267,369","$115,715,889",181,Metro-Goldwyn-Mayer (MGM),,,
2019-11-22,Frozen II,"$430,144,682","$477,373,578",4,Walt Disney Studios Motion Pictures,,,
2019-11-22,A Beautiful Day in the Neighborhood,"$56,706,993","$61,704,055",49,Sony Pictures Entertainment (SPE),,,
2019-11-22,21 Bridges,"$27,747,269","$28,539,757",86,STX Entertainment,,,
2019-11-22,Dark Waters,"$10,633,879","$11,136,084",130,Focus Features,,,
2019-11-23,The Favourite,"$18,478,318","$34,366,783",109,Fox Searchlight Pictures,,,
2019-11-27,Knives Out,"$115,711,579","$165,363,234",21,Lionsgate,,,
2019-11-27,Queen & Slim,"$40,718,945","$43,808,310",68,Universal Pictures,,,
2019-12-07,Mary Queen of Scots,"$6,742,269","$16,468,499",144,Focus Features,,,
2019-12-07,Amazing Grace,"$4,335,184","$4,450,456",170,Neon,,,
2019-12-13,Jumanji: The Next Level,"$192,094,536","$320,314,960",11,Sony Pictures Entertainment (SPE),,,
2019-12-13,Uncut Gems,"$25,253,119","$50,023,780",91,A24,,,
2019-12-13,Bombshell,"$18,117,885","$31,762,808",110,Lionsgate,,,
2019-12-13,Richard Jewell,"$17,822,217","$22,345,542",111,Warner Bros.,,,
2019-12-13,Black Christmas,"$9,867,670","$10,429,730",133,Universal Pictures,,,
2019-12-14,Spider-Man: Into the Spider-Verse,"$82,094,865","$190,241,310",35,Sony Pictures Entertainment (SPE),,,
2019-12-14,The Mule,"$39,084,073","$103,804,407",70,Warner Bros.,,,
2019-12-14,If Beale Street Could Talk,"$12,786,569","$14,915,773",124,Annapurna Pictures,,,
2019-12-17,They Shall Not Grow Old,"$12,253,074","$17,956,913",125,Warner Bros.,,,
2019-12-19,Mary Poppins Returns,"$66,027,977","$171,958,438",43,Walt Disney Studios Motion Pictures,,,
2019-12-20,Star Wars: Episode IX - The Rise of Skywalker,"$390,706,234","$515,202,542",6,Walt Disney Studios Motion Pictures,,,
2019-12-20,Cats,"$19,970,095","$27,166,770",107,Universal Pictures,,,
2019-12-21,Aquaman,"$136,001,983","$335,061,807",20,Warner Bros.,,,
2019-12-21,Bumblebee,"$55,769,470","$127,195,589",51,Paramount Pictures,,,
2019-12-21,Second Act,"$15,737,285","$39,282,227",118,STX Entertainment,,,
2019-12-21,Cold War2018 Re-release,"$4,427,217","$4,580,048",165,Amazon Studios,,,
2019-12-21,Welcome to Marwen,"$2,405,625","$10,763,520",196,Universal Pictures,,,
2019-12-25,Little Women,"$37,593,127","$108,101,214",72,Sony Pictures Entertainment (SPE),,,
2019-12-25,Spies in Disguise,"$29,323,688","$66,757,013",81,Twentieth Century Fox,,,
2019-12-25,Vice,"$28,060,115","$47,836,282",85,Annapurna Pictures,,,
2019-12-25,On the Basis of Sex,"$22,946,065","$24,622,687",95,Focus Features,,,
2019-12-25,Holmes & Watson,"$9,324,376","$30,573,626",135,Sony Pictures Entertainment (SPE),,,
2019-12-28,Stan & Ollie,"$5,386,243","$5,470,235",155,Sony Pictures Classics,,,
2019-12-28,Simmba,"$2,991,179","$5,102,129",184,Reliance Big Pictures,,,
2020-01-03,The Grudge,"$21,221,803","$21,221,803",25,Sony Pictures Entertainment (SPE),,,
2020-01-05,Doctor Who Live Q&A And Screening,"$228,615","$228,615",178,Fathom Events,,,
2020-01-07,Mystify: Michael Hutchence,"$289,573","$289,573",167,Fathom Events,,,
2020-01-10,Like a Boss,"$22,169,514","$22,169,514",24,Paramount Pictures,,,
2020-01-10,Underwater,"$17,291,078","$17,291,078",29,Twentieth Century Fox,,,
2020-01-10,Sarileru Neekevvaru,"$821,000","$821,000",98,Great India Films,,,
2020-01-10,Chhapaak,"$604,334","$604,334",117,FIP,,,
2020-01-10,Les Misérables,"$330,181","$330,181",156,Amazon Studios,,,
2020-01-15,Weathering with You,"$7,798,743","$8,056,636",47,GKIDS,,,
2020-01-17,Bad Boys for Life,"$204,417,855","$206,305,244",1,Sony Pictures Entertainment (SPE),,,
2020-01-17,Dolittle,"$77,047,065","$77,047,065",7,Universal Pictures,,,
2020-01-19,An American in Paris2020 Re-release,"$267,824","$267,824",170,Fathom Events,,,
2020-01-23,Blind Eyes Opened,"$234,505","$234,505",176,Fathom Events,,,
2020-01-24,The Gentlemen,"$36,471,397","$36,471,795",16,STX Entertainment,,,
2020-01-24,The Turning,"$15,472,775","$15,472,775",30,Universal Pictures,,,
2020-01-24,The Last Full Measure,"$2,949,212","$2,949,212",65,Roadside Attractions,,,
2020-01-24,Panga,"$582,720","$582,720",119,FIP,,,
2020-01-24,Color Out of Space,"$541,918","$765,561",124,RLJE Films,,,
2020-01-29,Beanpole,"$173,162","$196,258",195,Kino Lorber,,,
2020-01-31,Gretel & Hansel,"$15,347,654","$15,347,654",31,United Artists Releasing,,,
2020-01-31,The Rhythm Section,"$5,437,971","$5,437,971",50,Paramount Pictures,,,
2020-01-31,2020 Oscar Nominated Short Films,"$3,306,611","$3,306,611",61,Magnolia Pictures,,,
2020-01-31,The Assistant,"$1,100,313","$1,100,313",84,Bleecker Street Media,,,
2020-01-31,The Traitor,"$296,027","$296,027",164,Sony Pictures Classics,,,
2020-01-31,Created Equal: Clarence Thomas in His Own Words,"$282,149","$282,149",168,Manifold Productions Inc.,,,
2020-02-07,Birds of Prey,"$84,158,461","$84,158,461",6,Warner Bros.,,,
2020-02-07,The Lodge,"$1,724,781","$2,138,907",75,Neon,,,
2020-02-07,And Then We Danced,"$177,262","$177,262",194,Music Box Films,,,
2020-02-09,Love Story50th Anniversary,"$153,504","$153,504",200,Fathom Events,,,
2020-02-12,The Doors: Break On Thru - A Celebration Of Ray Manzarek,"$189,771","$190,160",189,Trafalgar Releasing,,,
2020-02-14,Sonic the Hedgehog,"$146,066,470","$148,974,665",3,Paramount Pictures,,,
2020-02-14,Fantasy Island,"$26,441,782","$27,309,289",20,Sony Pictures Entertainment (SPE),,,
2020-02-14,The Photograph,"$20,578,185","$20,578,185",27,Universal Pictures,,,
2020-02-14,Downhill,"$8,287,061","$8,287,061",46,Searchlight Pictures,,,
2020-02-14,Mafia Inc,"$889,863","$889,863",92,Entertainment One,,,
2020-02-14,Ordinary Love,"$323,688","$323,688",159,Bleecker Street Media,,,
2020-02-18,Patterns of Evidence: The Red Sea Miracle,"$696,191","$696,191",109,Fathom Events,,,
2020-02-19,Ride Your Wave,"$332,432","$332,432",154,Fathom Events,,,
2020-02-20,National Theater Live: Cyrano de Bergerac2020 Re-release,"$198,352","$198,352",186,Fathom Events,,,
2020-02-21,The Call of the Wild,"$62,342,368","$62,342,368",10,20th Century Studios,,,
2020-02-21,Brahms: The Boy II,"$12,611,536","$12,611,536",36,STX Entertainment,,,
2020-02-21,Impractical Jokers: The Movie,"$10,466,091","$10,691,091",38,truTV,,,
2020-02-21,Emma.,"$10,055,355","$10,055,355",40,Focus Features,,,
2020-02-21,My Boyfriend's Meds,"$2,971,116","$2,971,116",64,Pantelion Films,,,
2020-02-21,Once Were Brothers,"$449,561","$449,561",141,Magnolia Pictures,,,
2020-02-21,Seberg,"$434,702","$434,702",142,Amazon Studios,,,
2020-02-21,CatVideoFest 2020,"$219,698","$437,625",179,Oscilloscope,,,
2020-02-26,My Hero Academia: Heroes Rising,"$13,651,826","$13,304,000",33,FUNimation Entertainment,,,
2020-02-28,The Invisible Man,"$64,914,050","$70,410,000",9,Universal Pictures,,,
2020-02-28,Greed,"$355,308","$355,308",152,Sony Pictures Classics,,,
2020-03-06,Onward,"$61,555,145","$61,555,145",11,Walt Disney Studios Motion Pictures,,,
2020-03-06,The Way Back,"$13,590,514","$13,590,514",35,Warner Bros.,,,
2020-03-06,Baaghi 3,"$721,439","$721,439",107,FIP,,,
2020-03-06,Extra Ordinary,"$164,346","$164,346",197,Good Deed Entertainment,,,
2020-03-09,Tokyo Godfathers2020 Re-release,"$237,581","$237,571",175,Fathom Events,,,
2020-03-13,Bloodshot,"$10,021,787","$12,561,824",41,Sony Pictures Entertainment (SPE),,,
2020-03-13,I Still Believe,"$9,868,521","$9,868,521",42,Lionsgate,,,
2020-03-13,The Hunt,"$5,812,500","$5,812,500",49,Universal Pictures,,,
2020-05-01,The Wretched,"$1,812,696","$1,814,193",74,IFC Films,,,
2020-06-05,Becky,"$1,020,413","$1,004,574",89,Quiver Distribution,,,
2020-06-12,Infamous,"$429,148","$429,148",145,Vertical Entertainment,,,
2020-06-19,Jurassic Park2020 Re-release,"$1,386,600","$1,386,600",79,Universal Pictures,,,
2020-06-19,Jaws2020 Re-release,"$758,300","$758,300",101,Universal Pictures,,,
2020-06-19,Followed,"$538,179","$538,179",125,Global View Entertainment,,,
2020-07-03,Relic,"$1,046,653","$1,047,083",86,IFC Films,,,
2020-07-03,Ghostbusters2020 Re-release,"$605,000","$605,000",116,Columbia Pictures,,,
2020-07-03,The Outpost,"$186,634","$186,635",190,Fathom Events,,,
2020-07-10,Star Wars: Episode V - The Empire Strikes Back2020 Re-release,"$2,482,000","$2,482,000",67,Walt Disney Studios Motion Pictures,,,
2020-07-10,The Goonies2020 Re-release,"$825,000","$825,000",97,Warner Bros.,,,
2020-07-10,Inside Out2020 Re-release,"$460,000","$460,000",140,Walt Disney Pictures,,,
2020-07-10,Black Panther2020 Re-release,"$367,000","$367,000",149,Walt Disney Pictures,,,
2020-07-10,Gremlins2020 Re-release,"$295,000","$295,000",165,-,,,
2020-07-10,Palm Springs,"$164,000","$164,000",198,Neon,,,
2020-07-17,Beauty and the Beast2020 Re-release,"$467,000","$467,000",139,Walt Disney Pictures,,,
2020-07-17,Iron Man2020 Re-release,"$430,000","$430,000",143,Walt Disney Pictures,,,
2020-07-17,Bohemian Rhapsody2020 Re-release,"$240,000","$240,000",173,Twentieth Century Fox,,,
2020-07-24,The Rental,"$1,627,911","$1,637,548",77,IFC Films,,,
2020-07-24,The Big Ugly,"$514,107","$514,107",131,Vertical Entertainment,,,
2020-07-26,Once Upon a Time... In Hollywood,"$1,425,760","$142,502,728",78,Sony Pictures Entertainment (SPE),,,
2020-07-31,She Dies Tomorrow,"$361,329","$398,663",151,Neon,,,
2020-07-31,Back to the Future2020 Re-release,"$247,000","$247,000",172,Universal Pictures,,,
2020-08-07,Peninsula,"$1,140,525","$1,231,407",83,Well Go USA Entertainment,,,
2020-08-07,The Tax Collector,"$1,044,212","$1,044,212",87,RLJE Films,,,
2020-08-14,Unhinged,"$20,831,465","$20,831,465",26,Solstice Studios,,,
2020-08-14,The SpongeBob Movie: Sponge on the Run,"$4,386,619","$4,810,790",55,Paramount Pictures,,,
2020-08-21,Words on Bathroom Walls,"$2,542,518","$2,542,518",66,Roadside Attractions,,,
2020-08-21,Cut Throat City,"$845,837","$855,894",96,Well Go USA Entertainment,,,
2020-08-21,Tulsa,"$413,383","$413,378",146,Pryor Entertainment,,,
2020-08-28,The New Mutants,"$24,044,274","$23,852,659",22,20th Century Studios,,,
2020-08-28,Bill & Ted Face the Music,"$3,498,714","$3,439,660",60,United Artists Releasing,,,
2020-08-28,The Personal History of David Copperfield,"$1,876,298","$1,876,298",73,Searchlight Pictures,,,
2020-08-28,The Eight Hundred,"$331,279","$372,755",155,CMC Pictures,,,
2020-09-03,Tenet,"$57,235,189","$58,504,105",12,Warner Bros.,,,
2020-09-11,The Broken Hearts Gallery,"$4,067,442","$4,067,442",56,TriStar Pictures,,,
2020-09-16,The Secrets We Keep,"$207,928","$207,928",182,Bleecker Street Media,,,
2020-09-18,Infidel,"$4,051,990","$4,051,990",57,Cloudburst Entertainment,,,
2020-09-18,Alone,"$537,589","$537,589",126,Magnolia Pictures,,,
2020-09-18,Follow Me,"$167,962","$167,962",196,Vertical Entertainment,,,
2020-09-20,Fantastic Fungi,"$429,446","$1,788,322",144,Area 23a,,,
2020-09-25,The Last Shift,"$1,034,467","$1,034,467",88,Stage 6 Films,,,
2020-09-25,Shortcut,"$588,869","$588,869",118,Gravitas Ventures,,,
2020-09-25,Kajillionaire,"$531,430","$531,430",128,Focus Features,,,
2020-09-25,Ava,"$497,747","$497,747",137,Vertical Entertainment,,,
2020-09-27,Judy,"$296,343","$24,313,888",163,Roadside Attractions,,,
2020-10-01,Jiang Ziya,"$206,975","$214,670",183,Well Go USA Entertainment,,,
2020-10-02,Hocus Pocus2020 Re-release,"$4,828,000","$4,828,000",53,Walt Disney Studios Motion Pictures,,,
2020-10-02,Possessor,"$752,885","$752,885",102,Neon,,,
2020-10-02,The Call,"$505,746","$516,521",132,Atlas Distribution Company,,,
2020-10-02,Save Yourselves!,"$299,914","$301,162",162,Bleecker Street Media,,,
2020-10-02,A Call to Spy,"$158,864","$159,014",199,IFC Films,,,
2020-10-04,Joker,"$1,678,800","$335,451,311",76,Warner Bros.,,,
2020-10-04,Pain and Glory,"$693,609","$4,567,338",110,Sony Pictures Classics,,,
2020-10-09,The War with Grandpa,"$18,702,194","$21,277,892",28,101 Studios,,,
2020-10-09,Honest Thief,"$14,163,574","$14,163,574",32,Open Road Films (II),,,
2020-10-09,100% Wolf,"$514,957","$658,764",130,Viva Pictures,,,
2020-10-09,Yellow Rose,"$348,011","$367,849",153,Stage 6 Films,,,
2020-10-09,The Wolf of Snow Hollow,"$185,026","$185,026",191,United Artists Releasing,,,
2020-10-11,Parasite,"$30,736,060","$53,369,749",19,Neon,,,
2020-10-11,The Addams Family,"$528,320","$100,044,905",129,United Artists Releasing,,,
2020-10-15,Jay and Silent Bob Reboot,"$857,744","$4,589,490",94,Saban Films,,,
2020-10-16,The Nightmare Before Christmas2020 Re-release,"$2,286,000","$2,286,000",69,Walt Disney Studios Motion Pictures,,,
2020-10-16,2 Hearts,"$1,349,286","$1,349,286",80,Freestyle Releasing,,,
2020-10-16,Love and Monsters,"$1,070,714","$1,070,714",85,Paramount Pictures,,,
2020-10-16,The Kid Detective,"$364,138","$364,138",150,Stage 6 Films,,,
2020-10-18,Jojo Rabbit,"$12,311,180","$33,370,906",37,Fox Searchlight Pictures,,,
2020-10-18,Maleficent: Mistress of Evil,"$634,868","$113,929,605",115,Walt Disney Studios Motion Pictures,,,
2020-10-18,Zombieland: Double Tap,"$192,926","$73,123,082",187,Sony Pictures Entertainment (SPE),,,
2020-10-21,Stevie Nicks 24 Karat Gold the Concert,"$410,265","$410,265",147,Trafalgar Releasing,,,
2020-10-23,The Empty Man,"$2,992,498","$2,992,948",63,20th Century Studios,,,
2020-10-23,After We Collided,"$734,210","$2,386,483",103,Open Road Films (II),,,
2020-10-23,Monsters,Inc.2020 Re-release,"$726,000","$726,000",106,Walt Disney Studios Motion Pictures,,
2020-10-23,The Addams Family2020 Re-release,"$678,926","$678,926",113,United Artists Releasing,,,
2020-10-23,Synchronic,"$542,753","$636,673",122,Well Go USA Entertainment,,,
2020-10-30,Come Play,"$9,505,540","$10,475,990",43,Focus Features,,,
2020-10-30,Spell,"$500,104","$500,104",136,Paramount Pictures,,,
2020-11-01,Harriet,"$534,455","$43,082,155",127,Focus Features,,,
2020-11-06,Let Him Go,"$9,347,940","$9,358,025",44,Focus Features,,,
2020-11-06,True to the Game 2,"$1,200,871","$1,200,871",82,Faith Media Distribution,,,
2020-11-06,Toy Story2020 Re-release,"$727,000","$727,000",105,Walt Disney Studios Motion Pictures,,,
2020-11-06,The Informer,"$300,460","$300,460",160,Vertical Entertainment,,,
2020-11-08,Midway,"$567,638","$56,846,802",120,Lionsgate,,,
2020-11-08,Playing with Fire,"$300,460","$44,451,847",161,Paramount Pictures,,,
2020-11-13,Freaky,"$8,702,060","$9,030,855",45,Universal Pictures,,,
2020-11-13,Elf2020 Re-release,"$1,975,000","$2,003,568",72,New Line Cinema,,,
2020-11-13,Guardians of the Galaxy2020 Re-release,"$542,000","$542,000",123,Walt Disney Studios Motion Pictures,,,
2020-11-13,Fatman,"$278,376","$278,378",169,Saban Films,,,
2020-11-13,The Climb,"$234,429","$234,429",177,Sony Pictures Classics,,,
2020-11-13,Come Away,"$183,423","$184,477",192,Relativity Media,,,
2020-11-15,Ford v Ferrari,"$10,427,913","$117,624,357",39,Twentieth Century Fox,,,
2020-11-15,The Good Liar,"$182,779","$17,156,058",193,Warner Bros.,,,
2020-11-18,Fate/Stay Night: Heaven's Feel - III. Spring Song,"$200,000","$200,000",184,Fathom Events,,,
2020-11-20,Vanguard,"$793,525","$793,525",99,Gravitas Ventures,,,
2020-11-20,The Santa Clause2020 Re-release,"$706,000","$706,000",108,Walt Disney Studios Motion Pictures,,,
2020-11-20,The Last Vermeer,"$685,380","$685,380",112,TriStar Pictures,,,
2020-11-20,The Forgotten Carols,"$500,692","$502,252",135,Purdie Distribution,,,
2020-11-20,Buddy Games,"$405,904","$405,904",148,Paramount Pictures,,,
2020-11-22,Frozen II,"$47,228,896","$477,373,578",14,Walt Disney Studios Motion Pictures,,,
2020-11-22,A Beautiful Day in the Neighborhood,"$4,997,062","$61,704,055",52,Sony Pictures Entertainment (SPE),,,
2020-11-22,21 Bridges,"$792,488","$28,539,757",100,STX Entertainment,,,
2020-11-22,Coco,"$734,000","$210,460,015",104,Walt Disney Studios Motion Pictures,,,
2020-11-22,Dark Waters,"$502,205","$11,136,084",134,Focus Features,,,
2020-11-25,The Croods 2: A New Age,"$32,334,280","$58,568,815",18,Universal Pictures,,,
2020-11-25,National Lampoon's Christmas Vacation2020 Re-release,"$871,000","$871,000",93,Warner Bros.,,,
2020-11-25,Frozen2020 Re-release,"$215,000","$215,000",180,Walt Disney Studios Motion Pictures,,,
2020-11-27,Knives Out,"$49,651,655","$165,363,234",13,Lionsgate,,,
2020-11-27,Queen & Slim,"$3,089,365","$43,808,310",62,Universal Pictures,,,
2020-11-27,The Grinch2020 Re-release,"$502,781","$473,781",133,Universal Pictures,,,
2020-11-27,63 Up,"$238,204","$483,684",174,BritBox,,,
2020-12-04,Half Brothers,"$2,016,150","$2,241,980",71,Focus Features,,,
2020-12-04,All My Life,"$899,585","$913,935",91,Universal Pictures,,,
