,Movie,Unnamed: 0,actor1,actor1_popularity,actor2,actor2_popularity,actor3,actor3_popularity,actor4,actor4_popularity,actor5,actor5_popularity,Worldwide,Domestic,%,Foreign,%.1,Score_Rotten,Score_Audience,Rating,Director,Producer,Release Date (Theaters),Box Office (Gross USA),averageRating,numVotes,titleType,originalTitle,isAdult,startYear,runtimeMinutes,genres
40,My Love,40,Adelaide Kane,8.678,Benjamin Hollingsworth,12.308,Jean Louisa Kelly,8.571,James Remar,16.906,Lamon Archey,0.996,114016434,86252,<0.1,113930182,99.9,,,,,,,,6.0,225,movie,Ni de hun li,0,2021,115,"Comedy,Romance"
41,Clifford the Big Red Dog,41,Darby Camp,10.5,Jack Whitehall,14.041,Izaac Wang,5.476,John Cleese,13.501,Tony Hale,10.473,107347356,48947356,45.6,58400000,54.4,58.0,94.0,PG,WaltBecker,"JordanKerner,IoleLucchese",11-10-2021,48900000.0,6.0,10772,movie,Clifford the Big Red Dog,0,2021,96,"Adventure,Comedy,Family"
42,Wrath of Man,42,Jason Statham,68.171,Holt McCallany,12.229,Scott Eastwood,19.778,Jeffrey Donovan,19.69,Josh Hartnett,19.025,103966489,27466489,26.4,76500000,73.6,66.0,90.0,R,GuyRitchie,"GuyRitchie,BillBlock,IvanAtkinson",5-7-2021,27500000.0,7.1,155882,movie,Wrath of Man,0,2021,119,"Action,Crime,Thriller"
43,Detective Conan: The Scarlet Bullet,43,Minami Takayama,10.806,Kappei Yamaguchi,11.26,Wakana Yamazaki,3.604,Rikiya Koyama,7.883,Naoko Matsui,6.805,95580715,-,-,95580715,100,,,,TomokaNagaoka,,,,6.2,932,movie,Meitantei Conan: Hiiro no dangan,0,2021,110,"Action,Animation,Crime"
44,Evangelion: 3.0+1.01 Thrice Upon a Time,44,Megumi Ogata,7.683,Yuko Miyamura,5.047,Megumi Hayashibara,7.296,Maaya Sakamoto,6.097,Kotono Mitsuishi,8.321,92246218,-,-,92246218,100,,,,,,,,8.0,8461,movie,Shin Evangelion Gekijôban,0,2021,154,"Action,Animation,Drama"
45,End Game,45,Cuba Gooding Jr.,8.647,Angie Harmon,10.007,James Woods,18.024,Patrick Fabian,12.69,Peter Greene,14.069,91824961,23149,<0.1,91801812,100,100.0,80.0,,"RobEpstein,JeffreyFriedman","RobEpstein,JeffreyFriedman,RebekahFergusson,WilliamHirsch",,,6.2,759,movie,Ren chao xiong yong,0,2021,119,"Action,Comedy,Crime"
46,Old,46,Gael García Bernal,11.422,Vicky Krieps,12.779,Rufus Sewell,27.956,Alex Wolff,9.446,Thomasin McKenzie,30.893,90146510,48276510,53.6,41870000,46.4,39.0,37.0,R,SpikeLee,"RoyLee,DougDavison,NathanKahane",11-27-2013,2200000.0,5.8,91533,movie,Old,0,2021,108,"Drama,Horror,Mystery"
47,Mortal Kombat,47,Lewis Tan,9.425,Jessica McNamee,7.906,Josh Lawson,5.094,Joe Taslim,7.141,Mehcad Brooks,16.586,83726031,42326031,50.6,41400000,49.4,54.0,86.0,R,SimonMcQuoid,"JamesWan,ToddGarner",4-23-2021,42200000.0,6.1,164157,movie,Mortal Kombat,0,2021,110,"Action,Adventure,Fantasy"
48,Candyman,48,Yahya Abdul-Mateen II,11.716,Teyonah Parris,8.711,Colman Domingo,8.016,Nathan Stewart-Jarrett,5.632,Kyle Kaminsky,0.6,77411570,61186570,79,16225000,21,84.0,72.0,R,NiaDaCosta,"IanCooper,WinRosenfeld,JordanPeele",8-27-2021,61200000.0,5.9,51765,movie,Candyman,0,2021,91,"Horror,Thriller"
49,The Forever Purge,49,Ana de la Reguera,14.337,Tenoch Huerta,10.983,Josh Lucas,10.904,Leven Rambin,10.016,Cassidy Freeman,7.076,76994245,44539245,57.8,32455000,42.2,49.0,78.0,R,EverardoGout,"JasonBlum,MichaelBay,AndrewForm,BradFuller,SebastienK.Lemercier,JamesDeMonaco",7-2-2021,44500000.0,5.4,27861,movie,The Forever Purge,0,2021,103,"Action,Horror,Thriller"
50,1921,50,Huang Xuan,11.613,Ni Ni,8.183,Wang Renjun,4.619,Liu Haoran,8.529,Yuan Wenkang,5.506,75159828,-,-,75159828,100,,0.0,,VikramBhatt,VikramBhatt,,,4.1,288,movie,1921,0,2021,138,Drama
51,West Side Story,51,Ansel Elgort,20.545,Rachel Zegler,16.012,Rita Moreno,6.096,Ariana DeBose,5.787,David Alvarez,1.4,75079121,38420245,51.2,36658876,48.8,91.0,94.0,PG-13,StevenSpielberg,"StevenSpielberg,KristieMacoskoKrieger,KevinMcCollum",12-10-2021,38500000.0,7.3,63453,movie,West Side Story,0,2021,156,"Crime,Drama,Musical"
52,Hitman's Wife's Bodyguard,52,Ryan Reynolds,40.796,Samuel L. Jackson,56.705,Salma Hayek,22.609,Antonio Banderas,18.301,Morgan Freeman,23.816,70060492,38014727,54.3,32045765,45.7,26.0,79.0,R,PatrickHughes,"MatthewO'Toole,LesWeldon,YarivLerner",6-16-2021,38000000.0,6.1,80715,movie,Hitman's Wife's Bodyguard,0,2021,100,"Action,Comedy,Crime"
53,Belle,53,Gugu Mbatha-Raw,12.915,Tom Wilkinson,13.739,Sam Reid,10.709,Emily Watson,19.528,Sarah Gadon,18.054,63163907,4006300,6.3,59157607,93.7,95.0,95.0,PG,MamoruHosoda,YuichiroSaito,1-14-2022,4000000.0,7.3,6329,movie,Ryû to sobakasu no hime,0,2021,121,"Adventure,Animation,Drama"
54,Ron's Gone Wrong,54,Zach Galifianakis,14.573,Jack Dylan Grazer,12.228,Ed Helms,15.096,Olivia Colman,12.297,Justice Smith,14.942,60692022,23009270,37.9,37682752,62.1,80.0,94.0,PG,"SarahSmith,Jean-PhilippeVine,","JulieLockhart,LaraBreay",10-22-2021,23000000.0,7.1,28367,movie,Ron's Gone Wrong,0,2021,107,"Adventure,Animation,Comedy"
55,Cloudy Mountain,55,Zhu Yilong,2.745,Huang Zhizhong,3.096,Chen Shu,5.127,Jiao Junyan,3.65,Zhang Shangmingzhu,1.025,58281703,-,-,58281703,100,,82.0,,LiJun,,10-22-2021,,5.8,390,movie,Feng bao,0,2021,114,"Action,Adventure,Drama"
56,Nezha Reborn,56,Yang Tianxiang,8.596,He Zhang,1.495,Xuan Xiaoming,0.605,Li Shimeng,3.205,Keer Zhu,0.75,56088478,-,-,56088478,100,,75.0,,JiZhao,Luxi,,,6.8,3019,movie,Xin shen bang: Ne Zha chong sheng,0,2021,118,"Action,Animation,Fantasy"
57,Nobody,57,Bob Odenkirk,17.442,Connie Nielsen,25.131,Christopher Lloyd,26.808,Aleksey Serebryakov,4.566,RZA,9.185,55705035,27568035,49.5,28137000,50.5,,35.0,,ShawnLinden,,,,7.4,217182,movie,Nobody,0,2021,92,"Action,Crime,Drama"
58,Upcoming,58,Albert Brooks,17.697,Pervis Atkins,1.96,René Auberjonois,6.798,Lisa Hartman,8.41,Kay Lenz,10.574,54300000,-,-,54300000,100,,,,LesteChen,,,,6.8,425,movie,Sheng xia wei lai,0,2021,115,Drama
59,Man in Love,59,Hwang Jung-min,8.721,Han Hye-jin,9.192,Nam Il-woo,2.003,Kwak Do-won,6.113,Jeong Man-sik,2.997,52946097,-,-,52946097,100,,,,,,,,6.9,1552,movie,Dang nan ren lian ai shi,0,2021,115,"Drama,Romance"
60,Break Through the Darkness,60,Jiang Wu,4.228,Zhang Songwen,8.793,Jin Shijia,4.396,Li Qian,2.383,Zhao Yi,1.4,52700000,-,-,52700000,100,,,,,,,,5.4,154,movie,Sao hei · Jue zhan,0,2021,112,Drama
61,Escape Room: Tournament of Champions,61,Taylor Russell,17.641,Logan Miller,14.811,Indya Moore,8.164,Holland Roden,14.001,Thomas Cocquerel,7.12,51914753,25314753,48.8,26600000,51.2,50.0,76.0,PG-13,AdamRobitel,NealH.Moritz,7-16-2021,25200000.0,5.7,37283,movie,Escape Room: Tournament of Champions,0,2021,88,"Action,Adventure,Horror"
62,Schemes in Antiques,62,Lei Jiayin,7.108,Li Xian,4.649,Ge You,3.421,Xin Zhilei,8.728,Wang Qingxiang,1.393,51637422,36501,<0.1,51600921,99.9,60.0,,,Chi-kinKwok,,12-17-2021,,6.0,243,movie,Gu dong ju zhong ju,0,2021,123,"Action,Adventure,Comedy"
63,Luca,63,Jacob Tremblay,12.784,Jack Dylan Grazer,12.228,Emma Berman,5.134,Saverio Raimondo,2.761,Maya Rudolph,11.778,49750471,-,-,49750471,100,91.0,86.0,PG,EnricoCasarosa,AndreaWarren,6-18-2021,,7.5,145754,movie,Luca,0,2021,95,"Adventure,Animation,Comedy"
64,Don't Breathe 2,64,Stephen Lang,20.876,Brendan Sexton III,14.868,Madelyn Grace,3.597,Stephanie Arcila,5.722,Rocci Williams,4.294,47312950,32712950,69.1,14600000,30.9,44.0,85.0,R,RodoSayaguesMendez,"FedeAlvarez,SamRaimi,RobTapert",8-13-2021,32600000.0,6.1,46706,movie,Don't Breathe 2,0,2021,98,"Action,Crime,Horror"
65,My Hero Academia: World Heroes' Mission,65,Daiki Yamashita,18.14,Nobuhiko Okamoto,11.632,Yuki Kaji,13.997,Ryo Yoshizawa,8.778,Kazuya Nakai,10.996,46850819,12271658,26.2,34579161,73.8,86.0,95.0,PG-13,KenjiNagasaki,,10-29-2021,11700000.0,7.4,2885,movie,Boku no Hero Academia: World Heroes Mission,0,2021,104,"Action,Adventure,Animation"
66,The French Dispatch,66,Bill Murray,23.94,Benicio del Toro,15.254,Adrien Brody,15.374,Tilda Swinton,17.432,Léa Seydoux,24.524,46281956,16124375,34.8,30157581,65.2,75.0,76.0,R,WesAnderson,"WesAnderson,StevenRales,JeremyDawson",10-29-2021,16100000.000000002,7.2,98283,movie,The French Dispatch,0,2021,107,"Comedy,Drama,Romance"
67,Love Will Tear Us Apart,67,Kaleigh Macchio,0.6,August Roads,3.528,Azure Valencia,0.6,,,,,45060290,-,-,45060290,100,,,,,,,,6.3,165,movie,Wo yao wo men zai yi qi,0,2021,105,Romance
68,In the Heights,68,Anthony Ramos,13.432,Corey Hawkins,6.796,Leslie Grace,3.601,Melissa Barrera,12.769,Olga Merediz,6.469,43975167,29975167,68.2,14000000,31.8,94.0,94.0,PG-13,JonM.Chu,"Lin-ManuelMiranda,QuiaraAlegríaHudes,ScottSanders,AnthonyBregman,MaraJacobs",6-10-2021,29900000.0,7.3,44023,movie,In the Heights,0,2021,143,"Drama,Musical,Romance"
