movie,tmdbid,adult,budget,tmdb_popularity,revenue,runtime
Need for Speed,136797,False,66000000,128.145,203277636,132
The Other Woman,193610,False,40000000,42.234,196781193,109
The Equalizer,156022,False,55000000,104.836,192330738,132
Breakup Buddies,284298,False,0,3.976,0,116
Stand by Me Doraemon,265712,False,35000000,106.922,83061158,90
Serial (Bad) Weddings,714869,False,22000000,20.484,0,0
The Monkey King Havoc in Heavens Palace,,,,,,
The Grand Budapest Hotel,120467,False,30000000,31.599,174600318,100
Dumb and Dumber To,100042,False,40000000,67.157,169837010,110
Into the Storm,216282,False,50000000,60.07,160602194,89
Unbroken,506680,False,0,124.334,0,98
The Monuments Men,152760,False,70000000,31.668,154984035,118
Ride Along,323675,False,40000000,34.333,124827316,102
Planes: Fire & Rescue,218836,False,50000000,28.001,151165787,83
The Taking of Tiger Mountain,294992,False,0,15.254,141654055,141
The Admiral: Roaring Currents,282631,False,9500000,13.475,112156811,126
Let's Be Cops,193893,False,17000000,103.602,136621271,104
Annie,196867,False,65000000,43.639,133821816,119
Jack Ryan: Shadow Recruit,137094,False,60000000,44.919,135511030,105
Blended,232672,False,40000000,141.544,127994610,117
Sex Tape,225886,False,40000000,118.678,126069509,97
The Theory of Everything,266856,False,15000000,32.326,123726688,123
The Nut Job,227783,False,42000000,24.418,122529966,85
Pompeii,76649,False,100000000,23.75,117831631,105
Seventh Son,68737,False,95000000,75.045,114178613,102
The Purge: Anarchy,238636,False,9000000,68.014,111928365,104
"Dad, Where Are We Going?",,,,,,
The Boxtrolls,170687,False,60000000,30.624,108255770,97
Horrible Bosses 2,227159,False,42000000,29.012,107670357,108
The Breakup Guru,270724,False,0,2.351,106640000,114
Ouija,242512,False,5000000,43.697,103590271,89
Birdman or (The Unexpected Virtue of Ignorance),194662,False,18000000,27.974,103215094,120
Transcendence,157353,False,100000000,23.786,103039258,119
Heaven Is for Real,236751,False,12000000,89.495,101332962,99
"Alexander and the Terrible, Horrible, No Good, Very Bad Day",218778,False,28000000,23.257,100654149,81
Tammy,226486,False,20000000,34.42,100525432,97
PK,382036,False,0,1.378,0,94
The Continent,5147,False,0,4.984,0,97
The Book of Life,228326,False,50000000,94.011,97437106,95
Ode to My Father,313108,False,0,8.231,105365782,126
Fleet of Time,308264,False,0,3.313,0,120
The Man from Macau,329984,False,0,6.791,0,110
Paranormal Activity: The Marked Ones,227348,False,5000000,74.263,86362372,84
The Hundred-Foot Journey,228194,False,22000000,15.474,88880821,122
Deliver Us from Evil,184346,False,30000000,34.288,87937815,118
A Million Ways to Die in the West,188161,False,40000000,23.33,86410000,116
Step Up All In,243683,False,45000000,44.888,86165646,112
John Wick,245891,False,20000000,94.272,88761661,101
The Judge,205587,False,50000000,28.748,83719388,141
Tiny Times 3.0,270842,False,0,3.761,0,110
Gone with the Bullets,312408,False,0,4.61,0,140
Muppets Most Wanted,145220,False,50000000,20.818,80383290,112
Spanish Affair,107676,False,0,0.948,0,93
If I Stay,249164,False,11000000,34.825,78274843,106
Head Full of Honey,448677,False,0,10.016,0,127
"I, Frankenstein",100241,False,65000000,27.923,76801179,92
Crimson Peak,201085,False,55000000,27.294,74679822,119
My Old Classmate,290217,False,0,2.968,76000000,98
The Bélier Family,304410,False,11000000,16.43,0,105
Brick Mansions,254473,False,28000000,36.503,68896829,90
Son of God,235260,False,22000000,193.634,67800064,138
Think Like a Man Too,184098,False,24000000,30.195,70181428,105
Jersey Boys,209451,False,40000000,14.79,67347013,134
The Giver,227156,False,25000000,20.535,66980456,97
Selma,273895,False,20000000,12.662,66787908,127
Beijing Love Story,255302,False,0,0.856,0,122
The House That Never Dies,293021,False,0,3.683,0,90
The Pirates,394537,False,0,13.607,0,117
God's Not Dead,249660,False,17000000,106.649,29789000,113
The Pirate Fairy,175112,False,0,58.401,20300000,78
The Inbetweeners 2,242022,False,0,8.888,0,96
Begin Again,198277,False,8000000,17.913,63464861,104
The White Haired Witch of Lunar Kingdom,257648,False,0,9.172,0,104
The Walk,285783,False,35000000,16.542,61181942,123
Miss Granny,516671,False,0,2.552,0,120
A Walk Among the Tombstones,169917,False,28000000,77.602,58834384,114
Dolphin Tale 2,227735,False,36000000,13.079,52424533,107
St. Vincent,239563,False,13000000,29.104,54837234,102
No Good Deed,558144,False,0,70.614,0,4
Overheard 3,24889,False,0,10.97,0,100
Supercondriaque,248507,False,0,10.487,0,107
3 Days to Kill,192102,False,28000000,20.469,52597999,113
Rurouni Kenshin Part II: Kyoto Inferno,221731,False,0,25.273,0,138
Wild,656991,False,20000000,210.29,0,90
Magic in the Moonlight,229297,False,16800000,15.081,51029361,98
About Last Night,222899,False,12500000,24.4,49002684,100
Dearest 2014 Re-release,,,,,,
Whiplash,244786,False,3300000,61.898,13092000,107
Chef,212778,False,11000000,24.974,45967935,114
Boyhood,85350,False,4000000,21.576,48137666,166
Coming Home,31657,False,3000000,10.774,0,127
Beauty and the Beast,10020,False,25000000,113.47,424967620,84
Nightcrawler,242582,False,8500000,78.126,50300000,118
Earth to Echo,238603,False,13000000,8.743,45300000,89
That Awkward Moment,225565,False,8000000,34.805,45640143,94
Love on the Cloud,313452,False,0,1.96,0,98
Oculus,157547,False,5000000,27.777,44459951,104
The Great Hypnotist,273197,False,0,4.77,0,104
Kick,23483,False,28000000,75.253,96188903,117
Asterix and Obelix: Mansion of the Gods,170522,False,30000000,27.731,42830578,85
Thermae Romae II,268002,False,0,2.545,0,113
Bang Bang,11708,False,10000000,17.182,0,144
Detective Conan: The Sniper from Another Dimension,257512,False,0,21.497,0,110
Rurouni Kenshin: The Legend Ends,221732,False,0,26.19,0,135
"As Above, So Below",256274,False,5000000,52.881,40100000,93
This Is Where I Leave You,239678,False,19800000,11.915,41296320,103
Boonie Bears: To the Rescue,260091,False,0,4.904,36017569,96
The November Man,254904,False,15000000,24.871,32556119,108
Recep Ivedik 4,257343,False,0,7.089,39477906,117
Sin City: A Dame to Kill For,189,False,65000000,63.765,39407616,102
The Gambler,284536,False,25000000,16.218,39171130,111
Samba,269148,False,20000000,17.447,151530,118
Women Who Flirt,299828,False,0,3.66,0,97
Forbidden Empire 2014 Re-release,,,,,,
The Best of Me,239571,False,26000000,28.98,35926213,117
Million Dollar Arm,198185,False,25000000,13.979,38307627,124
The Water Diviner,256917,False,22500000,13.844,15520023,112
But Always,160102,False,0,1.827,0,100
Devil's Due,79316,False,7000000,26.168,36433975,89
A Most Wanted Man,157849,False,15000000,10.802,31554855,121
Kundo: Age of the Rampant,281780,False,0,9.697,0,137
Doraemon the Movie: The New Records of Nobita's Spaceblazer 2014 Re-release,,,,,,
When Marnie Was There,242828,False,0,61.204,34949567,103
Endless Love,226857,False,20000000,21.354,34077920,103
Black & White: The Dawn of Justice,296777,False,0,3.196,0,126
"My Love, Don't Cross That River",306598,False,0,1.672,0,86
Don't Go Breaking My Heart 2,287420,False,0,3.255,0,113
Get on Up,239566,False,30000000,13.387,33448971,139
Girls,10625,False,17000000,70.06,129042871,97
The Crossing,27526,False,0,9.115,0,111
Old Boys: The Way of the Dragon,289449,False,0,1.4,0,114
Tinker Bell and the Legend of the NeverBeast,297270,False,0,70.803,0,77
The Four 3,299738,False,0,9.668,32000000,107
Tazza: The Hidden Card,290865,False,0,10.273,31278476,147
Mrs. Brown's Boys D'Movie,262340,False,5900000,6.178,23000000,94
Rise of the Legend,550936,False,0,3.079,0,133
Winter's Tale,137321,False,60000000,19.905,30800231,118
Wild Tales,265195,False,4000000,47.019,27007072,122
When the Game Stands Tall,232679,False,15000000,12.106,30127963,115
Draft Day,200505,False,25000000,12.238,28831145,110
Big Eyes,87093,False,10000000,15.746,28883511,106
The Fatal Encounter,269340,False,0,4.683,0,135
Maya the Bee Movie,261103,False,0,18.805,0,79
Pokémon the Movie: Diancie and the Cocoon of Destruction,303903,False,24720400,18.705,0,76
The Divine Move,281298,False,0,7.685,27926871,118
Nicholas on Holiday,277368,False,0,9.211,0,97
Grace of Monaco,215211,False,30000000,13.535,26576000,103
Left Behind,218043,False,16000000,60.304,19682924,110
Joy of Fatherhood,253370,False,0,6.897,0,110
A Hard Day,667711,False,0,1.672,0,117
Top Five,284296,False,0,16.53,25434291,102
Iceman,68812,False,20000000,41.521,1969193,105
Meet Miss Anxiety,299826,False,0,0.811,0,120
"Love, Rosie",200727,False,0,72.528,4439431,102
A Haunted House 2,184345,False,4000000,110.959,25343661,87
And So It Goes,253235,False,18000000,16.87,25312387,94
Kung Fu Jungle,290864,False,25000000,34.555,129115,100
Hot Road,300892,False,0,0.97,0,119
Fading Gigolo,214030,False,0,22.811,2681345,90
