movie,tmdbid,imdbid,actor1,actor1_popularity,actor2,actor2_popularity,actor3,actor3_popularity,actor4,actor4_popularity,actor5,actor5_popularity
Tazza: The Hidden Card,290865,tt3402110,Choi Seung-hyun,4.55,Shin Se-kyung,14.142,Kwak Do-won,6.113,Lee Ha-nee,7.119,Yoo Hae-jin,18.669
Mrs. Brown's Boys D'Movie,262340,tt3433074,Brendan O'Carroll,6.957,Jennifer Gibney,2.805,Eilish O'Carroll,1.4,Danny O'Carroll,1.334,Fiona O'Carroll,1.4
Rise of the Legend,550936,tt7967954,Rosyam Nor,0.615,Mark Lee,1.61,Yann Yann Yeo,2.583,Jake Eng,0.6,Tosh Chan,1.736
Winter's Tale,137321,tt1837709,Colin Farrell,43.802,Jessica Brown Findlay,12.258,Russell Crowe,20.111,William Hurt,23.957,Jennifer Connelly,52.556
Wild Tales,435044,tt6359828,Tchéky Karyo,15.462,Cécile de France,17.478,,,,,,
When the Game Stands Tall,232679,tt2247476,Jim Caviezel,17.268,Michael Chiklis,11.284,Laura Dern,14.988,Clancy Brown,29.504,Ser'Darius Blain,4.862
Draft Day,200505,tt2223990,Kevin Costner,23.921,Jennifer Garner,16.887,Denis Leary,16.184,Frank Langella,9.406,Sam Elliott,17.503
Big Eyes,87093,tt1126590,Amy Adams,19.554,Christoph Waltz,18.156,Danny Huston,7.01,Jon Polito,2.753,Krysten Ritter,21.253
The Fatal Encounter,269340,tt3479208,Hyun Bin,8.184,Jung Jae-young,6.747,Cho Jung-seok,4.486,Cho Jae-hyun,1.7,Han Ji-min,13.101
Maya the Bee Movie,261103,tt3336368,Coco Jack Gillies,7.945,Kodi Smit-McPhee,10.866,Richard Roxburgh,13.958,Noah Taylor,13.275,Justine Clarke,5.3
Pokémon the Movie: Diancie and the Cocoon of Destruction,303903,tt3918368,Rica Matsumoto,3.599,Ikue Otani,8.898,Mayuki Makiguchi,2.081,Yuki Kaji,13.997,Mariya Ise,11.195
The Divine Move,281298,tt3419894,Jung Woo-sung,8.045,Lee Beom-soo,5.828,Ahn Sung-ki,5.513,Kim In-kwon,7.744,Lee Si-young,8.912
Nicholas on Holiday,277368,tt3019796,Valérie Lemercier,2.99,Kad Merad,2.603,Mathéo Boisselier,1.632,Erja Malatier,3.399,Daniel Prévost,4.162
Grace of Monaco,215211,tt2095649,Nicole Kidman,23.379,Milo Ventimiglia,14.286,Paz Vega,15.854,Tim Roth,18.806,Parker Posey,17.871
Left Behind,218043,tt2467046,Nicolas Cage,31.357,Chad Michael Murray,17.044,Lea Thompson,13.415,Nicky Whelan,16.063,Martin Klebba,4.415
Joy of Fatherhood,253370,tt2979336,Matthias Schweighöfer,12.692,Jasmin Abdelati,0.75,Tom Beck,6.945,Natalia Belitski,7.17,Marc Benjamin Puch,3.031
A Hard Day,704,tt0058182,John Lennon,6.857,Paul McCartney,7.725,George Harrison,6.478,Ringo Starr,5.397,Wilfrid Brambell,6.931
Top Five,284296,tt2784678,Chris Rock,20.036,Rosario Dawson,22.564,J.B. Smoove,16.991,Gabrielle Union,15.997,Romany Malco,5.271
Iceman,68812,tt1491044,Michael Shannon,24.951,Winona Ryder,20.857,Ray Liotta,16.388,Chris Evans,15.319,David Schwimmer,8.695
Meet Miss Anxiety,299826,tt4024368,Zhou Xun,12.814,Tong Dawei,3.997,Wallace Chung,12.061,Zhang Zilin,3.86,Bai Ke,1.946
"Love, Rosie",200727,tt1638002,Lily Collins,16.043,Sam Claflin,8.17,Christian Cooke,8.284,Tamsin Egerton,11.644,Suki Waterhouse,5.804
A Haunted House 2,184345,tt2828996,Marlon Wayans,12.773,Jaime Pressly,22.798,Essence Atkins,5.423,Gabriel Iglesias,12.75,Missi Pyle,10.805
And So It Goes,253235,tt2465146,Michael Douglas,9.193,Diane Keaton,14.502,Sterling Jerins,10.429,Paloma Guzmán,7.185,Frances Sternhagen,7.146
Kung Fu Jungle,290864,tt2952602,Donnie Yen,16.207,Charlie Yeung,12.048,Baoqiang Wang,6.389,Bai Bing,3.038,Deep Ng,3.209
Hot Road,300892,tt3267258,Non,2.727,Hiroomi Tosaka,2.143,Yoshino Kimura,4.679,Yukiyoshi Ozawa,5.365,Ryohei Suzuki,6.466
Fading Gigolo,214030,tt2258345,John Turturro,28.071,Woody Allen,9.1,Vanessa Paradis,5.916,Liev Schreiber,11.287,Sharon Stone,21.114
