movie,tmdbid,imdbid,actor1,actor1_popularity,actor2,actor2_popularity,actor3,actor3_popularity,actor4,actor4_popularity,actor5,actor5_popularity
Lesson of the Evil,120852,tt2294473,Hideaki Ito,9.538,Fumi Nikaido,6.321,Shota Sometani,13.331,Kento Hayashi,12.334,Kodai Asaka,7.167
Agneepath,37403,tt0098999,Amitabh Bachchan,3.917,Mithun Chakraborty,6.02,Madhavi,1.637,Neelam Kothari,3.274,Danny Denzongpa,1.598
Rust and Bone,97365,tt2053425,Marion Cotillard,18.028,Matthias Schoenaerts,13.053,Armand Verdure,1.473,Céline Sallette,6.225,Corinne Masiero,7.15
Head Over Heels 2,161908,tt2296709,Ingrid Guimarães,2.09,Maria Paula,0.996,Luis Miranda,0.625,Bruno Garcia,3.57,Cristina Pereira,0.609
On the Other Side of the Tracks,146375,tt1937133,Omar Sy,11.458,Laurent Lafitte,5.466,Sabrina Ouazani,12.01,Lionel Abelanski,1.4,Youssef Hajdi,8.031
Herutâ sukerutâ,104524,tt2147319,Erika Sawajiri,8.952,Kiko Mizuhara,4.891,Anne Suzuki,9.012,Yosuke Kubozuka,2.965,Shinobu Terajima,6.533
The Last Tycoon,37774,tt0074777,Robert De Niro,28.296,Tony Curtis,4.13,Robert Mitchum,8.368,Jeanne Moreau,7.337,Jack Nicholson,11.245
Housefull 2,85052,tt1980986,Akshay Kumar,3.945,John Abraham,3.827,Ritesh Deshmukh,2.776,Asin Thottumkal,7.161,Rishi Kapoor,0.996
Big Miracle,78698,tt1430615,Drew Barrymore,16.147,John Krasinski,31.917,Kristen Bell,21.43,Vinessa Shaw,19.643,Dermot Mulroney,27.138
Sparkle,88036,tt1876451,Jordin Sparks,4.786,Whitney Houston,5.261,Derek Luke,9.706,Mike Epps,5.377,Carmen Ejogo,13.588
The Players,19848,tt0119905,LisaRaye McCoy,6.469,Bernie Mac,7.116,Jamie Foxx,24.925,Ice Cube,15.963,Terrence Howard,16.178
Liar Game: Reborn,133977,tt2078667,Shota Matsuda,9.175,Mikako Tabe,4.252,Hirofumi Arai,4.544,Mana Ashida,10.524,Makiko Esumi,3.578
I Want You,680860,tt6462958,Jenny Slate,19.87,Charlie Day,18.088,Scott Eastwood,19.778,Gina Rodriguez,13.625,Manny Jacinto,8.147
Türkisch für Anfänger,94562,tt1650536,Josefine Preuß,11.494,Elyas M'Barek,12.524,Anna Stieblich,2.288,Adnan Maral,2.458,Pegah Ferydoni,7.183
Wanderlust,50647,tt1655460,Paul Rudd,34.254,Jennifer Aniston,19.137,Justin Theroux,16.502,Malin Åkerman,19.691,Lauren Ambrose,15.857
"Little Brother, Big Trouble: A Christmas Adventure",141614,tt1856053,Kari Hietalahti,1.305,Juha Veijonen,3.683,Kari Ketonen,4.11,Risto Kaskilahti,1.214,Erik Carlson,0.6
To the Arctic 3D,92837,tt2073128,Meryl Streep,13.52,,,,,,,,
Hotaru the Movie: It's Only a Little Light in My Life,152753,tt2013233,Haruka Ayase,19.427,Naohito Fujiki,10.335,Yuya Tegoshi,0.857,Yasuko Matsuyuki,3.739,Yuka Itaya,4.805
Kon-Tiki,70667,tt1613750,Pål Sverre Hagen,7.965,Anders Baasmo Christiansen,5.949,Tobias Santelmann,15.897,Gustaf Skarsgård,16.761,Odd-Magnus Williamson,3.207
Fall in Love Like a Star,369553,tt4892714,Li Yifeng,3.414,Yang Mi,16.341,Chen Shu,5.127,Dilraba Dilmurat,12.831,Jin Shijia,4.396
Upside Down,671583,tt10833270,Izabela Rose,0.98,Siena Agudong,6.209,Kyle Howard,6.754,Max Torina,4.467,Elie Samouhi,3.244
Unbowed,370670,tt0147643,Tembi Locke,5.709,Jay Tavare,12.085,Chuma Gault,1.4,Catero Colbert,0.6,Catero Colbert,2.588
Confession of Murder,140212,tt2468774,Jung Jae-young,6.024,Park Si-hoo,2.95,Jung Hae-kyun,11.007,Kim Young-ae,3.729,Choi Won-young,7.988
StreetDance 2 2012 Re-release,,,,,,,,,,,,
2012 2012 Re-release,,,,,,,,,,,,
Beasts of the Southern Wild,84175,tt2125435,Quvenzhané Wallis,11.43,Dwight Henry,2.618,Levy Easterly,0.6,Gina Montana,0.6,Lowell Landes,0.84
