Movie Title,tmdb_popularity,imdbRating,imdbNumVotes,runtimeMinutes,Score_Rotten,Score_Rotten_Audience,Rating,NumTheatres,mean_google_trend_popularity,director_popularity,producer_popularity,actors_popularity,TwitterScore,Budget,Action,Adventure,Animation,Biography,Comedy,Crime,Documentary,Drama,Family,Fantasy,Film-Noir,History,Horror,Music,Musical,Mystery,Romance,Sci-Fi,Short,Sport,Thriller,War,Western,Release-Date,Release-Year,Release-Month,Release-DOM,Revenue-Worldwide,Profit,Label
"Big Mommas: Like Father, Like Son",76.82,4.4,27205,107,5,58,2,,43.125,4.67,7.5555,13.4184,0.959628583,32000000,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2011-02-18,2011,2,18,83615414,1.612981688,1
The Rite,91.94,6,96592,114,21,40,2,102,39,3.485,2.0455,20.6056,0.3185667752,37000000,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,2011-01-28,2011,1,28,96560591,1.609745703,1
The Skin I Live In,41.344,7.6,149454,120,81,84,3,185,34.75,6.799,2.3205,8.1554,0.2405745063,13000000,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,2011-10-14,2011,10,14,33750478,1.596190615,1
Dolphin Tale,11.78,6.8,24024,113,82,80,1,46,43.875,12.669,2.204333333,11.6082,0.5436156764,37000000,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2011-09-23,2011,9,23,95932565,1.592772027,1
The Adjustment Bureau,26.972,7,254322,106,71,67,2,53,42,6.464,2.463,16.469,0.6576839039,50200000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,2011-03-04,2011,3,4,127869379,1.547198785,1
Beastly,16.386,5.5,77379,86,21,48,2,108,55.5,1.286,2.066,12.4124,0.6025396825,17000000,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2011-03-04,2011,3,4,43202283,1.541310765,1
New Year's Eve,26.288,5.6,85531,118,7,45,2,72,71.375,8.768,3.546,22.2914,0.7876712329,56000000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2011-12-09,2011,12,9,142044638,1.536511393,1
Larry Crowne,11.872,6.1,66895,98,37,41,2,97,42.125,26.792,17.041,20.567,0.6194563662,30000000,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2011-07-01,2011,7,1,75055070,1.501835667,1
Elle s'appelait Sarah,14.119,7.5,17062,111,,,2,158,12.5,,,5.414,1,10000000,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2011-07-22,2011,7,22,24792815,1.4792815,1
Another Year,8.744,7.4,29323,129,92,74,2,187,72.75,4.708,0.631,6.817,0.5246345425,8000000,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2011-12-29,2011,12,29,19722766,1.46534575,1
Paul,92.525,7,248618,104,70,62,3,86,93.5,5.082,3.537333333,15.7322,0.4755154639,40000000,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2011-03-18,2011,3,18,97984015,1.449600375,1
Potiche,8.778,6.4,10780,103,83,61,3,,62.625,5.03,2.947,8.4722,0.537366548,13200000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2011-03-25,2011,3,25,32309881,1.447718258,1
Scream 4,61.792,6.2,145348,111,61,56,3,83,44.625,7.502,7.2815,18.7536,-0.2377938517,40000000,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,2011-04-15,2011,4,15,97231420,1.4307855,1
J. Edgar,18.064,6.5,127480,137,43,44,3,94,54.125,31.857,14.06633333,19.0234,0.3098274569,35000000,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2011-11-09,2011,11,9,84920539,1.426301114,1
We Bought a Zoo,21.941,7.1,141888,124,65,71,1,88,60.75,1.654,2.183333333,19.9806,0.728923476,50000000,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2011-12-23,2011,12,23,120081841,1.40163682,1
Hall Pass,40.493,5.9,124799,105,33,40,3,71,39.125,,6.778666667,25.7088,0.45599022,36000000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2011-02-25,2011,2,25,86157237,1.393256583,1
Abduction,24.916,5.1,79905,106,,20,2,107,49.125,10.529,0.776,19.4184,-0.7883986928,35000000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,2011-09-23,2011,9,23,82087155,1.345347286,1
Contagion,37.167,6.8,299284,106,85,63,2,43,32.875,4.052,3.655,21.402,-0.6220331393,60000000,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2011-09-09,2011,9,9,137551594,1.292526567,1
Season of the Witch,93.068,5.4,93497,95,67,22,3,112,43.375,2.787,,15.5152,-49.06210921,40000000,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2011-01-07,2011,1,7,91627228,1.2906807,1
Moneyball,20.536,7.6,408158,133,94,86,2,44,41.375,1.388,13.55533333,19.7452,0.5595320028,50000000,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2011-09-23,2011,9,23,110206216,1.20412432,1
The Lincoln Lawyer,16.498,7.3,230775,118,83,82,3,56,44.625,7.239,1.5054,19.0028,0.6807095344,40000000,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2011-03-18,2011,3,18,86752352,1.1688088,1
Madea's Big Happy Family,13.728,4.7,8058,106,38,74,2,64,30.25,6.343,3.337,6.1948,0.9315344342,25000000,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2011-04-22,2011,4,22,54161287,1.16645148,1
The Darkest Hour,21.005,4.9,60850,89,12,25,2,141,43.375,0.84,5.6665,17.778,-0.7055921053,30000000,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2011-12-25,2011,12,25,64626786,1.1542262,1
Red Riding Hood,30.444,5.4,111368,100,10,39,2,85,46.25,3.8,10.55066667,20.6492,0.4782608696,42000000,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,2011-03-11,2011,3,11,90260376,1.149056571,1
Hanna,19.185,6.8,197165,111,71,66,2,78,68.625,9.492,1.535,16.4302,0.4513274336,30000000,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2011-04-08,2011,4,8,63782078,1.126069267,1
Zookeeper,42.722,5.2,60695,102,14,41,1,40,37,4.076,12.0548,16.7098,0.4915693904,80000000,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2011-07-08,2011,7,8,169852759,1.123159488,1
Tower Heist,56.53,6.2,141242,104,68,48,2,42,38.125,3.416,11.29433333,10.2548,0.5075239398,75000000,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2011-11-04,2011,11,4,152930623,1.039074973,1
Monte Carlo,45.901,5.8,44196,109,40,49,1,117,67.375,1.285,8.82425,12.0826,0.634591961,20000000,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2011-07-01,2011,7,1,39782683,0.98913415,2
Young Adult,28.586,6.3,83618,94,80,49,3,143,66.75,3.473,2.7986,22.3946,0.3812464907,12000000,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2011-12-09,2011,12,9,22939027,0.9115855833,2
A Very Harold & Kumar Christmas,38.89,6.3,69148,90,68,59,3,99,31.125,0.6,1.4,12.9528,0.6111111111,19000000,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2011-11-04,2011,11,4,36192775,0.9048828947,2
The Mechanic,35.454,6.5,158850,93,53,51,3,106,42.75,4.522,1.869333333,22.2894,0.5460588794,40000000,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2011-01-28,2011,1,28,76130093,0.903252325,2
The Green Hornet,19.6,5.8,159609,119,44,43,2,32,49.375,6.112,10.182,15.7518,0.4969656102,120000000,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2011-01-14,2011,1,14,227817248,0.8984770667,2
Jack and Jill,57.304,3.3,83335,91,3,36,1,47,36.75,8.054,12.03366667,16.8188,0.239231279,79000000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2011-11-11,2011,11,11,149673788,0.8946049114,2
Something Borrowed,27.548,5.8,61849,112,15,48,2,80,43.125,1.524,5.842333333,15.0338,0.6210526316,35000000,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2011-05-06,2011,5,6,65100369,0.8600105429,2
Ra.One,10.26,4.9,40685,156,,,2,192,30.5,,,8.0858,0.5261780105,19500000,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2011-10-26,2011,10,26,35911689,0.8416250769,2
The Tree of Life,20.376,6.8,175000,139,84,60,2,138,54.5,3.704,8.3928,11.96,0.6100323625,32000000,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2011-05-27,2011,5,27,58409247,0.8252889688,2
Rango,74.386,7.2,256164,107,88,69,1,20,42.25,4.916,2.569333333,22.7572,0.501953125,135000000,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2011-03-04,2011,3,4,245724603,0.8201822444,2
Winnie the Pooh,25.09,7.2,24385,63,90,80,0,109,57.125,,2.192,7.7266,0.7010309278,30000000,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2011-07-15,2011,7,15,49871429,0.6623809667,2
The Adventurers,11.07,5.6,3031,140,74,74,1,,50.5,29.221,15.406,14.4502,83.03571429,22500000,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2011-12-21,2011,12,21,36796816,0.6354140444,2
Colombiana,94.43,6.4,100270,108,27,67,2,93,73.875,3.334,6.143,15.6778,0.4138888889,40000000,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2011-08-26,2011,8,26,63458440,0.586461,2
Don't Be Afraid of the Dark,29.924,5.5,48503,99,71,58,2,115,45.375,3.109,0.6,13.2606,-0.03602882306,25000000,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,2011-08-26,2011,8,26,38269529,0.53078116,2
What's Your Number?,18.446,6,79231,106,23,44,3,135,41.5,3.539,2.0455,12.0334,0.8304526749,20000000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2011-09-30,2011,9,30,30426096,0.5213048,2
The Eagle,18.161,6.2,69324,114,39,41,2,125,64.875,3.906,1.94,17.5286,0.5802469136,25000000,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2011-02-11,2011,2,11,37989684,0.51958736,2
Shark Night,19.711,4,25852,90,18,22,2,126,40.625,6.923,2.099666667,12.0416,0.1300940439,28000000,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,2011-09-02,2011,9,2,41363927,0.4772831071,2
Arthur Christmas,22.612,7.1,58151,97,92,76,1,70,53.5,2.711,2.08375,17.651,0.7529812606,100000000,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2011-11-23,2011,11,23,147419472,0.47419472,2
30 Minutes or Less,59.899,6.1,99236,83,45,40,3,91,45.125,16.871,6.349,15.1046,0.6110744891,28000000,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2011-08-12,2011,8,12,40662632,0.4522368571,2
The Change-Up,70.745,6.3,179664,112,25,47,3,90,55.875,8.448,9.315,22.828,0.4338507021,52000000,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2011-08-05,2011,8,5,75450437,0.4509699423,2
The Sitter,17.095,5.6,70384,81,22,39,3,110,43.75,4.231,7.372,9.783,0.4509516837,25000000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2011-12-09,2011,12,9,34942188,0.39768752,2
Country Strong,12.365,6.3,18051,117,22,53,2,124,48.625,1.012,17.6645,8.8116,0.8976784179,15000000,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2011-12-22,2011,12,22,20601987,0.3734658,2
I Don't Know How She Does It,25.415,4.9,20291,89,17,32,2,151,43.125,4.512,1.426,19.2286,0.3532338308,24000000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2011-09-16,2011,9,16,31410151,0.3087562917,2
Priest,26.607,5.7,119108,87,15,46,2,105,63.125,0.896,4.113,15.9804,0.036643026,60000000,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2011-05-13,2011,5,13,78309505,0.3051584167,2
Happy Feet Two,77.981,5.9,44353,117,45,60,1,54,42.125,8.791,4.483666667,10.51,0.9472817133,130000000,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2011-11-18,2011,11,18,159196259,0.2245866077,2
Arthur,32.207,5.7,51768,110,26,44,2,103,81.75,7.266,1.7355,15.3622,0.4830729167,40000000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2011-04-08,2011,4,8,48147945,0.203698625,2
Hollywoo,7.845,5,1799,107,68,48,3,,28.25,1.717,2.188,4.2704,38.69463869,18300000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2011-12-07,2011,12,7,20587850,0.1250191257,2
Green Lantern,111.634,5.5,280813,114,26,45,2,24,45.25,5.754,6.8965,22.4584,0.3922174182,200000000,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2011-06-17,2011,6,17,219851172,0.09925586,2
Sucker Punch,104.848,6.1,240456,110,,27,3,95,36.875,0.98,,16.5386,-0.4156599553,82000000,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2011-03-25,2011,3,25,89792502,0.0950305122,2
Hugo,27.517,7.5,318539,126,93,78,1,68,80.5,21.503,29.6465,22.8068,0.5117270789,170000000,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2011-11-23,2011,11,23,185770160,0.09276564706,2
Cowboys & Aliens,89.522,6,218086,119,44,43,2,30,42.625,25.21,6.9568,16.8082,0.4691729323,163000000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,2011-07-29,2011,7,29,174822325,0.07252960123,2
The Dilemma,9.797,5.3,53830,111,24,29,2,69,41.375,9.634,8.765666667,24.2366,-0.02242911553,70000000,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2011-01-14,2011,1,14,69721966,-0.003971914286,2
The Way Back,19.554,6.7,43833,108,,,2,190,68.25,,,9.3328,0.3529411765,25000000,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2011-01-21,2011,1,21,24172201,-0.03311196,2
Warrior,96.281,8.2,461346,140,84,92,2,137,83.625,4.501,2.5505,24.2792,0.531941809,25000000,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2011-09-09,2011,9,9,23308615,-0.0676554,2
Killer Elite,63.456,6.4,128669,116,28,42,3,111,47.125,1.224,1.91675,24.6832,-0.6128755365,66000000,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2011-09-23,2011,9,23,57777106,-0.124589303,2
The Thing,49.856,8.2,407102,109,34,42,3,130,65.75,6.307,1.925,10.3562,0.1415259173,38000000,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,2011-10-14,2011,10,14,31505287,-0.1709135,2
Drive Angry,40.895,5.4,97941,104,48,37,3,145,55.875,3.465,3.17,23.512,-0.4921841994,50000000,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,2011-02-25,2011,2,25,40909909,-0.18180182,2
Dream House,15.199,6,66257,92,,,2,121,43.5,0.98,1.4,19.0198,0.5576592083,50000000,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,2011-09-30,2011,9,30,39984400,-0.200312,2
Biutiful,9.46,7.4,89827,148,66,74,3,166,55.5,5.773,3.058,6.135,0.4748784441,35000000,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2011-01-28,2011,1,28,25147786,-0.2814918286,2
Conan the Barbarian,98.584,5.1,98368,113,25,30,3,122,46.5,3.862,3.006625,21.9388,0.2901408451,90000000,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2011-08-19,2011,8,19,63523283,-0.2941857444,2
The Rum Diary,13.731,6.2,101804,119,51,36,3,139,45.625,1.155,17.401,24.0942,0.4054927302,45000000,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2011-10-28,2011,10,28,30134958,-0.3303342667,2
Your Highness,14.04,5.5,100496,102,27,34,3,119,43.25,4.231,2.586,18.5174,0.4350769231,49900000,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2011-04-08,2011,4,8,28013733,-0.4386025451,2
Mars Needs Moms,36.178,5.4,22261,88,37,40,1,120,49.875,3.432,5.232,16.69,-0.1824539097,150000000,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2011-03-11,2011,3,11,39233678,-0.7384421467,2
The Devil Inside,28.663,4.2,35858,83,5,22,3,60,30.375,3.262,1.024,2.9838,-0.8589379814,1000000,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2012-01-06,2012,1,6,101758490,100.75849,0
Anna Karenina,17.696,6.6,98447,129,63,50,3,144,50.5,9.492,3.284666667,17.0262,0.4921259843,1152000,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2012-11-16,2012,11,16,68929150,58.8343316,0
Lost in Thailand,5.685,6.2,3383,105,67,49,2,,55.625,5.817,2.339,9.323,-8.108108108,4600000,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012-12-12,2012,12,12,208000000,44.2173913,0
Chernobyl Diaries,48.85,5,65892,86,19,28,3,124,38.625,5.687,1.7425,9.0838,0.02683615819,1000000,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,2012-05-25,2012,5,25,38390020,37.39002,0
The Intouchables,116.444,8.5,826554,112,75,93,3,147,67.875,,2.760333333,7.0132,0.8097251586,13000000,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012-05-25,2012,5,25,426588510,31.81450077,0
Paranormal Activity 4,35.742,4.6,65644,88,23,34,3,59,54.125,,4.103,6.154,0.1049654305,5000000,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,2012-10-19,2012,10,19,142817992,27.5635984,0
Sinister,54.594,6.8,242046,110,63,61,3,68,50.625,5.931,5.0645,13.6898,-0.8138581386,3000000,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,2012-10-12,2012,10,12,82515113,26.50503767,0
Magic Mike,37.235,6.1,136832,110,79,60,3,23,35,4.052,12.9325,13.689,0.5104996379,7000000,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012-06-29,2012,6,29,167739368,22.96276686,0
The Inbetweeners,15.587,6.7,81989,97,54,70,3,,83.5,3.08,4.091,4.5996,0.4702308627,4478250,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012-09-07,2012,9,7,88823111,18.83433506,0
The Best Exotic Marigold Hotel,13.953,7.2,94331,124,78,78,2,72,72.5,5.349,3.5825,14.4582,0.9903846154,10000000,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2012-05-04,2012,5,4,136836156,12.6836156,0
2016: Obama's America,4.99,5.1,10697,87,26,73,1,100,50,,0.6,2.7588,0.3990216632,2500000,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2012-07-13,2012,7,13,33449086,12.3796344,0
Beasts of the Southern Wild,8.844,7.2,82927,93,86,76,2,143,42.625,1.96,1.017333333,3.2176,65.11456024,1800000,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2012-06-27,2012,6,27,21107746,10.72652556,0
Silver Linings Playbook,43.83,7.7,696176,122,92,86,3,108,65.125,2.742,1.613,24.9848,0.7912946429,21000000,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2012-11-16,2012,11,16,236412453,10.25773586,0
Ted,117.754,6.9,599551,106,69,73,3,9,55.5,11.601,4.148,21.1322,0.4546816479,50000000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012-06-29,2012,6,29,549368315,9.9873663,0
Chronicle,81.259,7,248378,89,85,71,2,45,62.5,1.951,2.466,10.9022,0.4441453567,15000000,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2012-02-03,2012,2,3,145000000,8.666666667,0
The Hunger Games,79.875,7.2,894681,142,84,81,2,3,43.5,10.546,2.535,16.2316,-0.1750212404,75000000,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2012-03-23,2012,3,23,694394724,8.25859632,0
Ice Age 4: Continental Drift,154.834,6.5,204792,88,37,62,1,14,67.375,,2.747,13.2322,0.8414634146,95000000,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012-07-13,2012,7,13,877244782,8.2341556,0
The Iron Lady,11.696,6.4,108154,105,52,51,2,105,64.875,4.096,1.4,8.7594,0.3826157595,13000000,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012-12-30,2012,12,30,115890699,7.914669154,0
Project X,286.614,6.7,203863,88,,,2,57,35.25,1.094,,5.3718,0.5273463876,12000000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012-03-02,2012,3,2,102731865,7.56098875,0
Taken 2,116.512,6.2,302718,92,22,52,2,17,52.25,3.334,8.055,20.8472,0.3135100194,45000000,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2012-10-05,2012,10,5,376141306,7.358695689,0
Nameless Gangster: Rules of the Time,15.142,7,6460,134,,,2,,,,,10.0946,,4000000,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012-02-02,2012,2,2,32472645,7.11816125,0
End of Watch,18.477,7.6,242755,109,85,86,3,85,36.625,11.481,4.03275,20.348,0.4897959184,7000000,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012-09-21,2012,9,21,55078146,6.868306571,0
The Woman in Black,21.868,6.4,181241,95,66,54,2,58,48.125,2.948,1.342333333,16.5122,0.2048192771,17000000,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2012-02-03,2012,2,3,128955898,6.585641059,0
Les Misérables,24.366,7.6,324303,158,70,79,2,37,54.625,5.218,3.1555,26.0104,,61000000,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2012-12-25,2012,12,25,442299309,6.250808344,0
Chimpanzee,8.163,7.1,6126,78,76,75,0,106,42,,1.806666667,,0.6514247846,5000000,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012-04-20,2012,4,20,34823764,5.9647528,0
The Twilight Saga: Breaking Dawn - Part 2,142.613,5.6,244509,115,49,70,2,5,33.25,9.832,4.289333333,22.5046,0.6864686469,120000000,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2012-11-16,2012,11,16,829746820,5.914556833,0
The Avengers,332.796,8.1,1347324,143,,,2,1,66.5,2.744,,27.4548,0.5020408163,220000000,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2012-05-04,2012,5,4,1518815515,5.903706886,0
Act of Valor,20.236,6.5,68710,110,28,72,3,38,40.25,,2.5835,7.8252,0.5903790087,12000000,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2012-02-24,2012,2,24,82497035,5.874752917,0
Pitch Perfect,37.956,7.2,298380,112,81,83,2,46,73.375,10.184,11.78,13.9226,0.8791648156,17000000,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,2012-09-28,2012,9,28,115400000,5.788235294,0
The Vow,42.849,6.8,191941,104,,100,2,22,46.125,,,19.3236,0.4813847159,30000000,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2012-02-10,2012,2,10,196114570,5.537152333,0
The Secret World of Arrietty,43.767,7.6,89725,94,95,85,0,120,44,,3.971,6.0588,0.5410526316,23000000,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012-02-17,2012,2,17,148800274,5.46957713,0
House at the End of the Street,15.84,5.5,76458,101,13,41,2,101,43,2.216,1.827333333,17.6944,0.1652298851,6900000,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,2012-09-21,2012,9,21,44287131,5.418424783,0
The Possession,27.53,5.9,59661,92,39,48,2,66,45,5.561,5.590666667,10.1268,0.07681564246,14000000,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,2012-08-31,2012,8,31,85446075,5.103291071,0
Looper,58.906,7.4,564240,119,93,82,3,41,38,6.001,2.407,25.1998,0.4716748768,30000000,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2012-09-28,2012,9,28,176506819,4.883560633,0
Skyfall,107.116,7.8,682291,143,92,86,2,4,75.375,8.541,6.928,19.9114,0.5989480605,200000000,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2012-11-09,2012,11,9,1108569499,4.542847495,0
StreetDance 2,18.254,5.6,9244,85,41,38,2,,49.875,,2.178,6.2108,74.74320242,8960000,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,2012-03-30,2012,3,30,46960833,4.241164397,0
Argo,19.316,7.7,603105,120,96,90,3,25,43.875,29.667,19.403,18.5076,0.5792079208,44500000,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2012-10-12,2012,10,12,232325503,4.22079782,0
