Movie Title,budget,tmdb_popularity,imdbRating,imdbNumVotes,runtimeMinutes,genres,Score_Rotten,Score_Rotten_Audience,Rating,Release-Date,NumTheatres,mean_google_trend_popularity,director_popularity,producer_popularity,actors_popularity,Revenue-Worldwide,Revenue-Domestic,TwitterScore,Profit,final_budget,percent_diff
War Horse,66000000,26.744,7.2,155131,146,"Action,Adventure,Drama",75.0,74.0,PG-13,2011-12-25,96.0,44.0,29.221,16.0205,16.6376,177584879,79884879.0,-0.4248704663,169.0679985,70000000.0,0.06060606060606061
Need for Speed,66000000,128.145,6.4,168911,132,"Action,Crime,Thriller",22.0,57.0,PG-13,2014-03-14,76.0,64.875,2.579,2.114,16.2938,203277636,43577636.0,0.4126213592,207.9964182,66000000.0,0.0
The New Mutants,67000000,94.057,5.3,73595,94,"Action,Horror,Mystery",36.0,56.0,PG-13,2020-08-28,22.0,32.75,3.976,4.959666667,23.2882,49169594,24044274.0,0.2461443553,-26.61254627,0.0,1.0
The Twilight Saga: Eclipse,68000000,240.393,5.0,241520,124,"Action,Adventure,Drama",48.0,60.0,PG-13,2010-06-30,5.0,52.5,7.13,2.8385,24.2466,698491347,300531751.0,0.6547619048,927.1931574,68000000.0,0.0
The Watch,68000000,70.333,5.7,126171,102,"Comedy,Sci-Fi",16.0,39.0,R,2012-07-27,94.0,80.125,6.734,33.013,14.6266,68267862,35353000.0,0.4078282828,0.3939147059,0.0,1.0
Fury,68000000,181.379,7.6,469340,134,"Action,Drama,War",76.0,84.0,R,2014-10-17,34.0,52.625,11.481,4.752,21.5964,211817906,85817906.0,-0.5892857143,211.4969206,630019.0,0.9907350147058823
Ted 2,68000000,173.216,6.3,202247,115,Comedy,44.0,50.0,R,2015-06-26,34.0,44.0,11.601,4.148,26.2708,215863606,81476385.0,0.6101026046,217.4464794,68000000.0,0.0
Downsizing,68000000,35.272,5.7,107640,135,"Drama,Fantasy,Sci-Fi",47.0,23.0,R,2017-12-22,115.0,41.375,5.558,3.312,14.0536,55003890,24449754.0,0.1997649824,-19.11192647,76000000.0,0.11764705882352941
Reminiscence,68000000,43.019,5.8,49379,116,"Mystery,Romance,Sci-Fi",36.0,37.0,PG-13,2021-08-20,88.0,25.5,6.79,6.502,24.3434,18717947,3900193.0,0.392476137,-72.47360735,68000000.0,0.0
The Monkey King 2,68490000,19.42,5.9,3138,119,"Action,Adventure,Fantasy",100.0,51.0,,2016-02-05,,50.125,6.842,0.0,8.4992,193678298,,52.63157895,182.7833231,60500000.0,0.11665936633085122
Despicable Me,69000000,107.417,7.6,530731,95,"Adventure,Animation,Comedy",81.0,82.0,PG,2010-07-09,8.0,36.125,0.0,3.310333333,15.935,543113985,251513985.0,0.7368762152,687.1217174,0.0,1.0
Dinner for Schmucks,69000000,37.948,5.9,105616,114,Comedy,42.0,42.0,PG-13,2010-07-30,44.0,36.75,6.28,6.213,17.1518,86855739,73026337.0,0.638905067,25.87788261,69000000.0,0.0
Abraham Lincoln: Vampire Hunter,69000000,175.32,5.9,154677,105,"Action,Fantasy,Horror",34.0,50.0,R,2012-06-22,90.0,48.0,7.503,7.976333333,20.4444,116471580,37519139.0,0.3509192646,68.7993913,99500000.0,0.4420289855072464
Baywatch,69000000,88.021,5.5,180919,116,"Action,Comedy,Crime",17.0,63.0,R,2017-05-25,48.0,62.125,4.45,5.654,25.9776,177856751,58060186.0,0.4550561798,157.7634072,69000000.0,0.0
Daddy's Home 2,69000000,35.2,6.0,71200,100,Comedy,21.0,51.0,PG-13,2017-11-10,33.0,36.25,5.452,7.343,24.7922,180613180,104029443.0,0.4254007398,161.7582319,69000000.0,0.0
Red Sparrow,69000000,45.843,6.6,181750,140,"Action,Drama,Thriller",45.0,49.0,R,2018-03-02,64.0,39.25,5.18,4.04075,15.0812,151572634,46874505.0,0.3478556841,119.6704841,69000000.0,0.0
Wall Street: Money Never Sleeps,70000000,15.778,6.2,101994,133,Drama,55.0,44.0,PG-13,2010-09-24,65.0,44.625,7.534,1.376,17.5238,134748021,52474616.0,0.1504761905,92.49717286,70000000.0,0.0
The Dilemma,70000000,9.797,5.3,53830,111,"Comedy,Drama",24.0,29.0,PG-13,2011-01-14,69.0,41.375,9.634,8.765666667,24.2366,69721966,48475290.0,-0.02242911553,-0.3971914286,70000000.0,0.0
Battle Los Angeles,70000000,141.66,5.7,178889,116,"Action,Sci-Fi",37.0,48.0,PG-13,2011-03-11,37.0,45.5,2.168,6.071,10.4326,211819354,83552429.0,-0.2257792755,202.5990771,70000000.0,0.0
Underworld: Awakening,70000000,108.513,6.3,152573,88,"Action,Fantasy,Horror",26.0,62.0,R,2012-01-20,49.0,39.0,0.0,3.48775,16.5108,160112671,62321039.0,0.5493395493,128.7323871,70000000.0,0.0
The Lorax,70000000,48.849,6.4,109088,86,"Adventure,Animation,Comedy",,83.0,,2012-03-02,11.0,41.125,2.277,0.0,16.1454,348840316,214030500.0,0.6706989247,398.3433086,0.0,1.0
That's My Boy,70000000,70.096,5.5,98218,116,Comedy,20.0,51.0,R,2012-06-15,92.0,32.75,5.452,10.035,20.558,58058367,36931089.0,0.5566101695,-17.05947571,0.0,1.0
Olympus Has Fallen,70000000,78.812,6.5,271412,119,"Action,Thriller",50.0,66.0,R,2013-03-22,33.0,40.125,7.806,3.559,13.7802,170270201,98925640.0,-0.3595166163,143.2431443,70000000.0,0.0
The Legend of Hercules,70000000,30.932,4.2,54270,99,"Action,Adventure,Fantasy",5.0,33.0,PG-13,2014-01-10,120.0,39.625,15.945,8.0345,13.4196,61279452,18848538.0,0.3512906846,-12.45792571,70000000.0,0.0
The Monuments Men,70000000,31.668,6.1,130537,118,"Comedy,Drama,History",30.0,44.0,PG-13,2014-02-07,41.0,46.125,20.544,14.271,21.6284,155641650,78031620.0,0.5792637115,122.3452143,91000000.0,0.3
Dracula Untold,70000000,34.839,6.2,191494,92,"Action,Drama,Fantasy",25.0,58.0,PG-13,2014-10-10,59.0,67.0,1.96,7.372,16.5592,217124280,56280355.0,0.5239669421,210.1775429,0.0,1.0
Storks,70000000,45.525,6.8,61077,87,"Adventure,Animation,Comedy",65.0,62.0,PG,2016-09-23,43.0,35.125,0.0,5.183,14.4186,183388953,72679278.0,0.8329571106,161.9842186,0.0,1.0
The Lego Ninjago Movie,70000000,36.656,6.0,25368,101,"Action,Adventure,Animation",56.0,46.0,PG,2017-09-22,47.0,35.625,0.0,3.969666667,14.639,123081555,59281555.0,0.7291666667,75.83079286,70000000.0,0.0
Operation Red Sea,70000000,31.637,6.6,7027,142,"Action,Drama,Thriller",80.0,64.0,,2018-02-23,,43.0,4.975,2.221,6.9226,579330426,,35.75129534,727.6148943,70000000.0,0.0
Ocean's Eight,70000000,90.147,6.3,210575,110,"Action,Comedy,Crime",68.0,46.0,PG-13,2018-06-08,22.0,39.0,10.546,2.6135,29.8344,297718711,140218711.0,0.5211786372,325.3124443,70000000.0,0.0
First Man,70000000,33.566,7.3,183776,141,"Biography,Drama,History",87.0,67.0,PG-13,2018-10-12,69.0,40.25,7.146,4.8425,16.7444,105702570,44936545.0,0.4207920792,51.00367143,59000000.0,0.15714285714285714
Hitman's Wife's Bodyguard,70000000,88.762,6.1,80715,100,"Action,Comedy,Crime",26.0,79.0,R,2021-06-16,33.0,50.75,5.413,1.684,32.4454,70060492,38014727.0,0.4355495251,0.08641714286,70000000.0,0.0
Arthur 3: The War of the Two Worlds,70200000,22.07,5.5,9046,101,"Adventure,Animation,Family",20.0,42.0,PG,1899-12-30,,32.875,8.055,4.6805,12.473,33519334,,-95.55555556,-52.25166097,91000000.0,0.2962962962962963
The Angry Birds Movie,73000000,63.368,6.3,89637,97,"Action,Adventure,Animation",43.0,46.0,PG,2016-05-20,26.0,57.375,0.0,1.711333333,14.978,352333929,107509366.0,-0.7295960429,382.6492178,65000000.0,0.1095890410958904
The Monkey King 3,73000000,18.554,5.5,1442,114,"Action,Adventure,Family",29.0,47.0,,2018-02-16,,32.25,6.842,0.0,7.4394,115084576,,61.15107914,57.65010411,87000000.0,0.1917808219178082
The SpongeBob Movie: Sponge Out of Water,74000000,69.366,6.0,54005,92,"Adventure,Animation,Comedy",81.0,54.0,PG,2015-02-06,18.0,29.5,0.0,2.1535,12.8686,325186032,162994032.0,0.7133757962,339.4405838,74000000.0,0.0
Minions,74000000,73.585,6.4,228190,91,"Adventure,Animation,Comedy",55.0,49.0,PG,2015-07-10,7.0,70.125,0.0,4.2655,16.6898,1159398397,336045770.0,0.4178999295,1466.754591,74000000.0,0.0
Killers,75000000,39.174,5.4,90959,100,"Action,Comedy,Romance",73.0,65.0,,2010-06-04,71.0,85.625,0.0,1.7684,19.8592,98159963,47059963.0,-0.8336798337,30.87995067,75000000.0,0.0
Tower Heist,75000000,56.53,6.2,141242,104,"Action,Comedy,Crime",68.0,48.0,PG-13,2011-11-04,42.0,38.125,3.416,11.29433333,10.2548,152930623,78046570.0,0.5075239398,103.9074973,85000000.0,0.13333333333333333
Immortals,75000000,31.409,6.0,166785,110,"Action,Drama,Fantasy",49.0,49.0,R,2011-11-11,38.0,37.375,2.572,2.324666667,23.2698,226904017,83504017.0,0.4479578393,202.5386893,75000000.0,0.0
Alvin and the Chipmunks: Chipwrecked,75000000,60.115,4.3,34622,87,"Adventure,Animation,Comedy",12.0,51.0,G,2011-12-16,34.0,51.25,5.691,6.999,17.5806,342695435,133110742.0,0.7289256198,356.9272467,80000000.0,0.06666666666666667
The Hunger Games,75000000,79.875,7.2,894681,142,"Action,Adventure,Sci-Fi",84.0,81.0,PG-13,2012-03-23,3.0,43.5,10.546,2.535,16.2316,694394724,408010692.0,-0.1750212404,825.859632,0.0,1.0
Rock of Ages,75000000,18.712,5.9,76945,123,"Comedy,Drama,Musical",43.0,55.0,PG-13,2012-06-15,89.0,43.25,5.536,6.4415,16.6508,59418613,38518613.0,0.5902061856,-20.77518267,0.0,1.0
Now You See Me,75000000,99.295,7.2,639237,115,"Crime,Mystery,Thriller",51.0,70.0,PG-13,2013-05-31,23.0,37.0,7.598,7.95075,20.6962,351723989,117723989.0,0.6071942446,368.9653187,120000000.0,0.6
The Man from U.N.C.L.E.,75000000,34.837,7.2,299815,116,"Action,Adventure,Comedy",68.0,73.0,PG-13,2015-08-14,63.0,26.0,17.049,5.96975,21.1448,108145109,45445109.0,0.7851851852,44.19347867,84000000.0,0.12
Inferno,75000000,38.817,6.2,172135,121,"Action,Adventure,Crime",23.0,36.0,PG-13,2016-10-28,84.0,74.25,9.634,7.4945,13.9588,220021259,34343574.0,0.234375,193.3616787,75000000.0,0.0
Mamma Mia! Here We Go Again,75000000,24.91,6.6,91467,114,"Comedy,Musical,Romance",79.0,66.0,PG-13,2018-07-20,25.0,,10.52,3.945,19.9146,395044706,120634935.0,-0.1876019576,426.7262747,0.0,1.0
Christopher Robin,75000000,29.374,7.2,75694,104,"Adventure,Comedy,Drama",72.0,83.0,PG,2018-08-03,36.0,38.75,6.647,2.352,13.8594,197744377,99215042.0,0.5037037037,163.6591693,75000000.0,0.0
The Grinch,75000000,88.914,6.3,67608,85,"Adventure,Animation,Comedy",59.0,51.0,PG,2018-11-09,6.0,50.625,0.0,4.2655,16.3906,511595957,270620950.0,0.4718352514,582.1279427,75000000.0,0.0
Abominable,75000000,60.478,7.0,37140,97,"Adventure,Animation,Comedy",,12.0,,2019-09-27,46.0,44.875,0.6,2.94,10.1062,180289970,60716390.0,0.3768032314,140.3866267,75000000.0,0.0
Birds of Prey,75000000,133.006,6.0,226048,109,"Action,Adventure,Comedy",,,,2020-02-07,6.0,37.375,4.053,0.0,18.1212,201858461,84158461.0,0.4121071013,169.1446147,100000000.0,0.3333333333333333
Ghostbusters: Afterlife,75000000,970.911,7.2,136098,124,"Adventure,Comedy,Fantasy",63.0,94.0,PG-13,2021-11-19,9.0,35.75,3.473,13.345,30.241,197360575,129360575.0,0.6455142232,163.1474333,75000000.0,0.0
House of Gucci,75000000,224.888,6.7,95090,158,"Crime,Drama",63.0,83.0,R,2021-11-24,27.0,61.75,10.645,6.3025,30.3654,156987388,53809574.0,0.2223071047,109.3165173,75000000.0,0.0
The 355,75000000,664.401,5.3,19441,122,"Action,Thriller",24.0,86.0,PG-13,2022-01-07,15.0,41.0,11.873,10.885,19.0796,27401205,14570455.0,0.3033033033,-63.46506,75000000.0,0.0
Despicable Me 2,76000000,108.782,7.3,389969,98,"Adventure,Animation,Comedy",75.0,85.0,PG,2013-07-03,3.0,55.125,0.0,4.2655,18.7008,970766005,368065385.0,0.6214559387,1177.323691,0.0,1.0
Cloudy with a Chance of Meatballs 2,78000000,56.864,6.4,99950,95,"Adventure,Animation,Comedy",71.0,66.0,PG,2013-09-27,24.0,52.0,0.0,0.6055,22.0038,274325949,119793567.0,0.8876855195,251.6999346,78000000.0,0.0
Jack and Jill,79000000,57.304,3.3,83335,91,Comedy,3.0,36.0,PG,2011-11-11,47.0,36.75,8.054,12.03366667,16.8188,149673788,74158157.0,0.239231279,89.46049114,79000000.0,0.0
Journey 2: The Mysterious Island,79000000,189.7,5.7,102365,94,"Action,Adventure,Comedy",45.0,59.0,PG,2012-02-10,26.0,72.0,3.815,1.829,17.4228,355692760,103860290.0,0.6728837877,350.244,80000000.0,0.012658227848101266
It Chapter Two,79000000,234.986,6.5,246287,169,"Drama,Fantasy,Horror",62.0,78.0,R,2019-09-06,10.0,39.75,5.146,2.692,20.6664,473122525,211593228.0,0.2114137484,498.8892722,79000000.0,0.0
The Book of Eli,80000000,40.761,6.8,311486,118,"Action,Adventure,Drama",47.0,64.0,R,2010-01-15,30.0,38.75,0.0,11.0154,23.45,157107755,94835059.0,0.6744809109,96.38469375,80000000.0,0.0
Edge of Darkness,80000000,12.479,6.6,93719,117,"Action,Crime,Drama",,,,2010-01-29,76.0,41.125,0.0,0.0,12.9514,81126522,43313890.0,-0.3520408163,1.4081525,80000000.0,0.0
Shutter Island,80000000,79.086,8.2,1248932,138,"Mystery,Thriller",68.0,77.0,R,2010-02-19,17.0,39.375,21.503,7.42825,14.4228,294804195,128012934.0,0.4498746867,268.5052438,80000000.0,0.0
Grown Ups,80000000,162.104,5.9,245587,102,Comedy,11.0,62.0,PG-13,2010-06-25,13.0,37.625,8.054,16.265,20.0312,271430189,162001186.0,0.5126658625,239.2877363,80000000.0,0.0
The Expendables,80000000,123.753,6.4,340314,103,"Action,Adventure,Thriller",42.0,64.0,R,2010-08-13,25.0,53.25,39.285,2.703,31.4514,274470394,103068524.0,0.5124113475,243.0879925,100000000.0,0.25
Legend of the Guardians: The Owls of Ga'Hoole,80000000,22.641,6.9,82454,97,"Action,Adventure,Animation",52.0,63.0,PG,2010-09-24,62.0,54.25,16.668,0.63,14.0138,140073390,55675313.0,0.4899777283,75.0917375,80000000.0,0.0
Yogi Bear,80000000,22.789,4.6,21742,81,"Adventure,Animation,Comedy",13.0,34.0,PG,2010-12-17,61.0,51.25,2.222,0.8875,13.9574,203509374,100246011.0,0.43224149,154.3867175,0.0,1.0
Just Go with It,80000000,126.485,6.4,238119,117,"Comedy,Romance",19.0,59.0,PG-13,2011-02-11,27.0,48.875,8.054,11.071,14.6634,214945591,103028109.0,0.662475182,168.6819888,80000000.0,0.0
The Hangover Part II,80000000,133.451,6.5,489016,102,Comedy,34.0,52.0,R,2011-05-26,4.0,32.375,8.017,4.3085,18.2014,586764305,254464305.0,0.2154150198,633.4553813,80000000.0,0.0
Zookeeper,80000000,42.722,5.2,60695,102,"Comedy,Family,Fantasy",14.0,41.0,PG,2011-07-08,40.0,37.0,4.076,12.0548,16.7098,169852759,80360843.0,0.4915693904,112.3159488,20000000.0,0.75
Grown Ups 2,80000000,146.533,5.3,150763,101,Comedy,8.0,53.0,PG-13,2013-07-12,20.0,38.375,8.054,16.265,21.865,247022278,133668525.0,0.5328947368,208.7778475,80000000.0,0.0
Walking with Dinosaurs 3D,80000000,49.528,5.2,11237,87,"Adventure,Animation,Comedy",,,,2013-12-20,106.0,74.625,0.0,0.0,14.0668,126546518,36076121.0,0.7158469945,58.1831475,0.0,1.0
Hotel Transylvania 2,80000000,77.854,6.7,122892,89,"Adventure,Animation,Comedy",55.0,63.0,PG,2015-09-25,16.0,49.0,7.654,2.412,22.7432,474800000,169700110.0,0.8257956449,493.5,80000000.0,0.0
The Finest Hours,80000000,32.148,6.7,65757,117,"Action,Drama,History",63.0,66.0,PG-13,2016-01-29,94.0,43.625,4.636,1.2765,16.1362,52099090,27569558.0,0.6445916115,-34.8761375,80000000.0,0.0
The Lego Batman Movie,80000000,95.763,7.3,144507,104,"Action,Adventure,Animation",90.0,80.0,PG,2017-02-10,14.0,50.375,4.984,4.3585,21.3398,311950384,175750384.0,0.6187919463,289.93798,80000000.0,0.0
The Mummy,80000000,64.856,7.1,417588,124,"Action,Adventure,Fantasy",16.0,35.0,PG-13,2017-06-09,40.0,40.25,12.523,6.65425,14.2142,415885488,80227895.0,0.1682872102,419.85686,195000000.0,1.4375
Despicable Me 3,80000000,94.326,6.3,128233,89,"Adventure,Animation,Comedy",59.0,53.0,PG,2017-06-30,8.0,52.5,0.0,4.2655,18.8306,1034799409,264624300.0,0.6454293629,1193.499261,80000000.0,0.0
Hotel Transylvania 3: Summer Vacation,80000000,97.489,6.3,70524,97,"Adventure,Animation,Comedy",62.0,48.0,PG,2018-07-13,18.0,32.0,7.654,2.412,21.6874,528600000,168786400.0,0.7246963563,560.75,80000000.0,0.0
Shazam!,80000000,102.377,7.0,314627,132,"Action,Adventure,Comedy",90.0,82.0,PG-13,2019-04-05,19.0,,2.257,3.965,16.7714,365971656,140371656.0,0.6137535817,357.46457,100000000.0,0.25
The Secret Life of Pets 2,80000000,77.52,6.5,59729,86,"Adventure,Animation,Comedy",60.0,90.0,PG,2019-06-07,16.0,57.5,4.69,4.2655,12.9686,430051293,158874395.0,0.5918918919,437.5641163,80000000.0,0.0
The Eight Hundred,80000000,11.826,6.7,5263,149,"Action,Drama,History",88.0,75.0,,2020-08-28,155.0,59.0,3.714,0.0,6.6952,461421559,372755.0,0.04896042924,476.7769488,80000000.0,0.0
Kingsman: The Secret Service,81000000,115.697,7.7,648728,129,"Action,Adventure,Comedy",75.0,84.0,R,2015-02-13,23.0,47.25,13.649,7.49,25.8374,414351546,128261724.0,0.6971214018,411.5451185,0.0,1.0
Sucker Punch,82000000,104.848,6.1,240456,110,"Action,Adventure,Fantasy",,27.0,R,2011-03-25,95.0,36.875,0.98,0.0,16.5386,89792502,36392502.0,-0.4156599553,9.50305122,82000000.0,0.0
The Boss Baby 2: Family Business,82000000,890.259,5.9,15992,107,"Adventure,Animation,Comedy",,,,2021-07-02,21.0,24.75,0.0,0.0,15.8718,146745280,57300280.0,0.5324675325,78.95765854,82000000.0,0.0
RED 2,84000000,62.14,6.6,168763,116,"Action,Adventure,Comedy",44.0,63.0,PG-13,2013-07-19,66.0,65.75,5.811,2.071,18.3184,148100000,53262560.0,0.4523809524,76.30952381,84000000.0,0.0
The Greatest Showman,84000000,45.269,7.6,269697,105,"Biography,Drama,Musical",56.0,86.0,PG,2017-12-20,55.0,47.375,6.033,2.404333333,33.412,434993183,174340174.0,0.9501407318,417.8490274,84000000.0,0.0
Cats & Dogs: The Revenge of Kitty Galore,85000000,33.093,4.3,15081,82,"Action,Adventure,Animation",13.0,38.0,PG,2010-07-30,75.0,38.0,3.815,2.5085,11.4708,112483764,43585753.0,-0.81897302,32.33384,0.0,1.0
Scott Pilgrim vs. the World,85000000,56.904,7.6,413494,112,"Action,Comedy,Fantasy",82.0,84.0,PG-13,2010-08-13,96.0,46.875,31.091,9.56,14.7676,48000000,31524275.0,0.693261038,-43.52941176,85000000.0,0.0
Safe House,85000000,17.938,6.7,219901,115,"Action,Thriller",53.0,63.0,R,2012-02-10,21.0,36.625,7.286,2.586,27.4486,208076205,126373434.0,0.7916479569,144.7955353,0.0,1.0
Mirror Mirror,85000000,22.035,5.6,87237,106,"Adventure,Comedy,Drama",50.0,48.0,PG,2012-03-30,44.0,90.0,2.572,2.108333333,13.671,183018522,64935167.0,0.5972881356,115.3159082,0.0,1.0
Divergent,85000000,82.571,6.7,449760,139,"Action,Adventure,Mystery",41.0,69.0,PG-13,2014-03-21,18.0,41.125,7.174,1.924333333,15.6502,288885818,150947895.0,0.5012919897,239.8656682,0.0,1.0
Hercules,85000000,115.764,7.3,223490,93,"Adventure,Animation,Comedy",58.0,48.0,PG-13,2014-07-25,44.0,56.875,3.416,2.242333333,13.4404,252712101,72688614.0,0.5516178737,197.3083541,100000000.0,0.17647058823529413
Allied,85000000,26.231,7.1,152950,124,"Action,Drama,Romance",60.0,64.0,R,2016-11-23,74.0,47.5,16.549,6.974666667,18.261,119520023,40098064.0,0.3923541247,40.61179176,113000000.0,0.32941176470588235
xXx: Return of Xander Cage,85000000,94.645,5.2,90820,107,"Action,Adventure,Comedy",45.0,37.0,PG-13,2017-01-20,63.0,79.75,5.081,14.168,16.9342,346147658,44898413.0,0.5093696763,307.2325388,85000000.0,0.0
Sing 2,85000000,1304.681,7.5,42175,110,"Adventure,Animation,Comedy",71.0,98.0,PG,2021-12-22,17.0,51.75,17.205,4.2655,20.4078,387000000,161094370.0,0.504950495,355.2941176,0.0,1.0
Ad Astra,87500000,19.15,6.5,225433,123,"Adventure,Drama,Mystery",83.0,40.0,PG-13,2019-09-20,56.0,36.75,2.795,6.689285714,20.5262,132807427,50188370.0,0.4940213971,51.77991657,100000000.0,0.14285714285714285
Pixels,88000000,102.668,5.6,140785,105,"Action,Comedy,Fantasy",18.0,46.0,PG-13,2015-07-24,36.0,49.0,9.568,11.8445,16.6268,244874809,78747585.0,0.4581430746,178.2668284,129000000.0,0.4659090909090909
The Predator,88000000,101.993,5.3,126050,107,"Action,Adventure,Sci-Fi",33.0,33.0,R,2018-09-14,58.0,47.625,8.983,3.532,9.4834,160542134,51024708.0,0.2588303416,82.43424318,88000000.0,0.0
Snake Eyes,88000000,347.72,5.4,33415,121,"Action,Adventure,Fantasy",40.0,35.0,R,2021-07-23,37.0,39.75,12.694,12.694,14.795,40064325,28264325.0,0.3724578733,-54.47235795,110000000.0,0.25
The Girl with the Dragon Tattoo,90000000,19.971,7.8,453469,158,"Crime,Drama,Mystery",86.0,86.0,R,2010-03-19,142.0,72.125,14.849,1.82525,14.4094,232617430,10095170.0,0.4695121951,158.4638111,90000000.0,0.0
Rio,90000000,109.257,6.9,221910,96,"Adventure,Animation,Comedy",72.0,71.0,G,2011-04-15,16.0,73.25,2.712,1.933,23.0724,484635760,143619809.0,0.2591170825,438.4841778,0.0,1.0
Conan the Barbarian,90000000,98.584,5.1,98368,113,"Action,Adventure,Fantasy",25.0,30.0,R,2011-08-19,122.0,46.5,3.862,3.006625,21.9388,63523283,21295021.0,0.2901408451,-29.41857444,90000000.0,0.0
Percy Jackson: Sea of Monsters,90000000,63.394,5.8,116444,106,"Adventure,Family,Fantasy",42.0,55.0,PG,2013-08-07,52.0,49.125,4.609,1.6495,19.9386,199850315,68559554.0,0.8050179211,122.0559056,90000000.0,0.0
The Secret Life of Walter Mitty,90000000,42.66,7.3,310260,114,"Adventure,Comedy,Drama",75.0,80.0,,2013-12-25,93.0,50.0,1.899,1.092,15.665,188133322,58236838.0,77.8245614,109.0370244,90000000.0,0.0
The Expendables 3,90000000,79.987,6.1,179326,126,"Action,Adventure,Thriller",32.0,48.0,PG-13,2014-08-15,81.0,63.875,5.413,3.8536,34.8588,214657577,39322544.0,0.2467866324,138.5084189,100000000.0,0.1111111111111111
Cinderella,90000000,142.998,7.3,156343,74,"Animation,Family,Fantasy",84.0,78.0,PG,2015-03-13,10.0,44.625,27.071,4.949,4.3534,542351353,201151353.0,0.5876879026,502.6126144,1040000.0,0.9884444444444445
The Last Witch Hunter,90000000,70.015,5.9,102509,106,"Action,Adventure,Fantasy",18.0,43.0,PG-13,2015-10-23,88.0,38.375,4.383,14.42566667,14.5332,146936910,27367660.0,-0.713932399,63.26323333,90000000.0,0.0
Alvin and the Chipmunks: The Road Chip,90000000,49.092,5.0,19182,92,"Adventure,Animation,Comedy",15.0,51.0,PG,2015-12-18,53.0,40.125,5.35,6.999,14.2122,234798636,85886987.0,0.6070336391,160.8873733,90000000.0,0.0
Now You See Me 2,90000000,70.339,6.4,277502,129,"Action,Adventure,Comedy",33.0,53.0,PG-13,2016-06-10,47.0,48.5,3.356,7.051666667,20.6922,334901337,65075540.0,0.6425,272.1125967,120000000.0,0.3333333333333333
The Magnificent Seven,90000000,70.698,6.9,207043,132,"Action,Adventure,Western",63.0,71.0,PG-13,2016-09-23,30.0,41.875,7.806,3.831,25.4326,162360636,93432655.0,0.9544530297,80.40070667,107000000.0,0.18888888888888888
Jumanji: Welcome to the Jungle,90000000,81.408,6.9,362255,119,"Action,Adventure,Comedy",76.0,87.0,PG-13,2017-12-20,18.0,52.625,5.916,2.224,23.0024,962102237,404515480.0,0.9417794178,969.0024856,150000000.0,0.6666666666666666
Spider-Man: Into the Spider-Verse,90000000,176.854,8.4,481494,117,"Action,Adventure,Animation",97.0,93.0,PG,2018-12-14,29.0,49.625,0.0,5.3748,20.5596,375540831,190241310.0,0.7480818414,317.26759,0.0,1.0
Bad Boys for Life,90000000,119.235,6.5,154384,124,"Action,Comedy,Crime",,,,2020-01-17,1.0,36.625,0.0,0.0,23.5188,426505244,206305244.0,-0.5054302423,373.8947156,90000000.0,0.0
Death on the Nile,90000000,839.557,6.4,57559,127,"Crime,Drama,Mystery",63.0,82.0,PG-13,2022-02-11,8.0,41.375,27.071,10.44425,31.2858,131831841,45266621.0,-0.5528726062,46.47982333,90000000.0,0.0
A Good Day to Die Hard,92000000,74.735,5.2,205390,98,"Action,Thriller",15.0,40.0,R,2013-02-14,54.0,47.5,2.423,3.127,18.9372,304654182,67349198.0,-0.3216896832,231.14585,92000000.0,0.0
Rise of the Planet of the Apes,93000000,61.88,7.6,517869,105,"Action,Drama,Sci-Fi",82.0,77.0,PG-13,2011-08-05,9.0,37.75,3.286,5.72775,13.456,482860185,176760185.0,0.6291970803,419.2045,93000000.0,0.0
Tomb Raider,94000000,52.621,6.3,209380,119,"Action,Adventure,Fantasy",52.0,55.0,PG-13,2018-03-16,52.0,54.625,1.178,2.192,15.938,274650803,58250803.0,0.41013269,192.1817053,0.0,1.0
Percy Jackson & the Olympians: The Lightning Thief,95000000,205.953,5.9,186001,118,"Adventure,Family,Fantasy",49.0,53.0,PG,2010-02-12,35.0,46.25,9.568,4.253,24.2826,226497209,88768303.0,-0.6797966963,138.4181147,0.0,1.0
Ice Age 4: Continental Drift,95000000,154.834,6.5,204792,88,"Adventure,Animation,Comedy",37.0,62.0,PG,2012-07-13,14.0,67.375,0.0,2.747,13.2322,877244782,161321843.0,0.8414634146,823.41556,59000000.0,0.37894736842105264
The Campaign,95000000,20.28,6.1,130415,85,Comedy,,,,2012-08-10,31.0,41.625,0.6,0.666,17.822,104907746,86907746.0,0.4340659341,10.42920632,0.0,1.0
Seventh Son,95000000,75.045,5.5,75973,102,"Action,Adventure,Fantasy",12.0,34.0,PG-13,2015-02-06,117.0,54.5,12.467,3.464333333,15.8548,114178613,17223265.0,0.3381877023,20.18801368,0.0,1.0
Once Upon a Time... In Hollywood,95000000,46.625,7.6,680313,161,"Comedy,Drama",85.0,70.0,R,2019-07-26,18.0,40.875,35.032,12.81933333,23.2682,374375059,142502728.0,0.4099009901,294.0790095,0.0,1.0
Logan,97000000,100.947,8.1,722278,137,"Action,Drama,Sci-Fi",94.0,90.0,R,2017-03-03,9.0,37.0,6.24,5.078666667,14.3874,619021436,226277068.0,0.4820766378,538.1664289,127000000.0,0.30927835051546393
